step,time_ms,v_float64_brian,v_float16_brian,v_posit16_brian,v_float64_manual,v_float16_manual,v_posit16_manual,diff_brian_vs_manual_float64,diff_brian_vs_manual_float16
230,23.0,-70.0,-70.00732421875,,-51.96227534727372,-51.90625,-51.90625,-18.037724652726283,-18.10107421875
231,23.1,-70.0,-70.00732421875,,-51.94265259380098,-51.875,-51.875,-18.05734740619902,-18.13232421875
232,23.200000000000003,-70.0,-70.00732421875,,-51.92322606786297,-51.84375,-51.84375,-18.07677393213703,-18.16357421875
233,23.3,-70.0,-70.00732421875,,-51.90399380718434,-51.8125,-51.8125,-18.096006192815658,-18.19482421875
234,23.4,-70.0,-70.00732421875,,-51.8849538691125,-51.78125,-51.78125,-18.1150461308875,-18.22607421875
235,23.5,-70.0,-70.00732421875,,-51.86610433042137,-51.75,-51.75,-18.133895669578628,-18.25732421875
236,23.599999999999998,-70.0,-70.00732421875,,-51.84744328711716,-51.71875,-51.71875,-18.15255671288284,-18.28857421875
237,23.700000000000003,-70.0,-70.00732421875,,-51.828968854245986,-51.6875,-51.6875,-18.171031145754014,-18.31982421875
238,23.8,-70.0,-70.00732421875,,-51.810679165703526,-51.65625,-51.65625,-18.189320834296474,-18.35107421875
239,23.900000000000002,-69.8,-70.00732421875,,-51.79257237404649,-51.625,-51.625,-18.007427625953504,-18.38232421875
240,24.0,-69.598,-70.00732421875,,-51.774646650306025,-51.59375,-51.59375,-17.823353349693974,-18.41357421875
241,24.099999999999998,-69.39398000000001,-69.82421875,,-51.75690018380296,-51.5625,-51.5625,-17.63707981619705,-18.26171875
242,24.200000000000003,-69.1879198,-69.64111328125,,-51.739331181964936,-51.5625,-51.5625,-17.448588618035068,-18.07861328125
243,24.3,-68.979798998,-69.4580078125,,-51.72193787014529,-51.5625,-51.5625,-17.257861127854717,-17.8955078125
244,24.400000000000002,-68.76959698798001,-69.27490234375,,-51.704718491443835,-51.5625,-51.5625,-17.064878496536174,-17.71240234375
245,24.5,-68.55729295785981,-69.091796875,,-51.687671306529396,-51.5625,-51.5625,-16.86962165133042,-17.529296875
246,24.6,-68.3428658874384,-68.90869140625,,-51.6707945934641,-51.5625,-51.5625,-16.672071293974305,-17.34619140625
247,24.7,-68.12629454631279,-68.7255859375,,-51.65408664752946,-51.5625,-51.5625,-16.47220789878333,-17.1630859375
248,24.8,-67.90755749177592,-68.54248046875,,-51.637545781054165,-51.5625,-51.5625,-16.270011710721754,-16.97998046875
249,24.900000000000002,-67.68663306669367,-68.29833984375,,-51.621170323243625,-51.5625,-51.5625,-16.06546274345005,-16.73583984375
250,25.0,-67.46349939736061,-68.05419921875,,-51.60495862001119,-51.5625,-51.5625,-15.858540777349418,-16.49169921875
251,25.1,-67.23813439133421,-67.81005859375,,-51.58890903381108,-51.5625,-51.5625,-15.649225357523136,-16.24755859375
252,25.2,-67.01051573524757,-67.56591796875,,-51.573019943472964,-51.5625,-51.5625,-15.437495791774602,-16.00341796875
253,25.3,-66.78062089260003,-67.32177734375,,-51.557289744038236,-51.5625,-51.5625,-15.22333114856179,-15.75927734375
254,25.400000000000002,-66.54842710152603,-67.07763671875,,-51.54171684659785,-51.5625,-51.5625,-15.00671025492818,-15.51513671875
255,25.5,-66.3139113725413,-66.83349609375,,-51.52629967813187,-51.5625,-51.5625,-14.787611694409428,-15.27099609375
256,25.6,-66.0770504862667,-66.58935546875,,-51.511036681350554,-51.5625,-51.5625,-14.566013804916146,-15.02685546875
257,25.7,-65.83782099112938,-66.34521484375,,-51.49592631453705,-51.5625,-51.5625,-14.341894676592325,-14.78271484375
258,25.8,-65.59619920104068,-66.10107421875,,-51.48096705139168,-51.5625,-51.5625,-14.115232149648996,-14.53857421875
259,25.900000000000002,-65.35216119305107,-65.85693359375,,-51.46615738087776,-51.5625,-51.5625,-13.886003812173314,-14.29443359375
260,26.0,-65.1056828049816,-65.61279296875,,-51.45149580706898,-51.5625,-51.5625,-13.654186997912618,-14.05029296875
261,26.1,-64.85673963303141,-65.36865234375,,-51.43698084899829,-51.5625,-51.5625,-13.419758784033121,-13.80615234375
262,26.2,-64.60530702936174,-65.12451171875,,-51.42261104050831,-51.5625,-51.5625,-13.182695988853432,-13.56201171875
263,26.3,-64.35136009965535,-64.88037109375,,-51.408384930103225,-51.5625,-51.5625,-12.942975169552128,-13.31787109375
264,26.4,-64.0948737006519,-64.63623046875,,-51.394301080802194,-51.5625,-51.5625,-12.700572619849709,-13.07373046875
265,26.500000000000004,-63.83582243765842,-64.39208984375,,-51.38035806999417,-51.5625,-51.5625,-12.455464367664248,-12.82958984375
266,26.6,-63.574180662035005,-64.14794921875,,-51.36655448929423,-51.5625,-51.5625,-12.207626172740774,-12.58544921875
267,26.7,-63.30992246865535,-63.90380859375,,-51.352888944401286,-51.5625,-51.5625,-11.957033524254065,-12.34130859375
268,26.8,-63.0430216933419,-63.65966796875,,-51.339360054957275,-51.5625,-51.5625,-11.703661638384624,-12.09716796875
269,26.9,-62.77345191027532,-63.41552734375,,-51.325966454407705,-51.5625,-51.5625,-11.447485455867614,-11.85302734375
270,27.0,-62.50118642937807,-63.17138671875,,-51.312706789863626,-51.5625,-51.5625,-11.188479639514448,-11.60888671875
271,27.1,-62.22619829367185,-62.92724609375,,-51.29957972196499,-51.5625,-51.5625,-10.926618571706861,-11.36474609375
272,27.200000000000003,-61.94846027660857,-62.68310546875,,-51.28658392474534,-51.5625,-51.5625,-10.661876351863235,-11.12060546875
273,27.3,-61.66794487937466,-62.408447265625,,-51.27371808549788,-51.5625,-51.5625,-10.394226793876776,-10.845947265625
274,27.4,-61.38462432816841,-62.1337890625,,-51.260980904642906,-51.5625,-51.5625,-10.1236434235255,-10.5712890625
275,27.5,-61.098470571450086,-61.859130859375,,-51.248371095596475,-51.5625,-51.5625,-9.850099475853611,-10.296630859375
276,27.6,-60.80945527716459,-61.58447265625,,-51.23588738464051,-51.5625,-51.5625,-9.573567892524075,-10.02197265625
277,27.700000000000003,-60.517549829936236,-61.309814453125,,-51.22352851079411,-51.5625,-51.5625,-9.294021319142125,-9.747314453125
278,27.8,-60.2227253282356,-61.03515625,,-51.21129322568617,-51.5625,-51.5625,-9.011432102549428,-9.47265625
279,27.900000000000002,-59.92495258151796,-60.72998046875,,-51.19918029342931,-51.5625,-51.5625,-8.725772288088649,-9.16748046875
280,28.0,-59.62420210733313,-60.4248046875,,-51.18718849049502,-51.5625,-51.5625,-8.437013616838115,-8.8623046875
281,28.099999999999998,-59.320444128406464,-60.11962890625,,-51.17531660559007,-51.5625,-51.5625,-8.145127522816395,-8.55712890625
282,28.200000000000003,-59.01364856969053,-59.814453125,,-51.163563439534165,-51.5625,-51.5625,-7.850085130156366,-8.251953125
283,28.3,-58.703785055387435,-59.50927734375,,-51.151927805138826,-51.5625,-51.5625,-7.551857250248609,-7.94677734375
284,28.400000000000002,-58.390822905941306,-59.2041015625,,-51.14040852708744,-51.5625,-51.5625,-7.250414378853868,-7.6416015625
285,28.5,-58.074731135000725,-58.89892578125,,-51.12900444181656,-51.5625,-51.5625,-6.945726693184163,-7.33642578125
286,28.6,-57.75547844635073,-58.59375,,-51.117714397398395,-51.5625,-51.5625,-6.637764048952334,-7.03125
287,28.7,-57.43303323081424,-58.28857421875,,-51.10653725342441,-51.5625,-51.5625,-6.3264959773898255,-6.72607421875
288,28.8,-57.10736356312238,-57.9833984375,,-51.095471880890166,-51.5625,-51.5625,-6.011891682232211,-6.4208984375
289,28.900000000000002,-56.77843719875359,-57.67822265625,,-51.08451716208126,-51.5625,-51.5625,-5.693920036672331,-6.11572265625
290,29.0,-56.44622157074113,-57.342529296875,,-51.07367199046045,-51.5625,-51.5625,-5.372549580280683,-5.780029296875
291,29.1,-56.11068378644855,-57.0068359375,,-51.06293527055584,-51.5625,-51.5625,-5.047748515892707,-5.4443359375
292,29.2,-55.771790624313034,-56.671142578125,,-51.05230591785028,-51.5625,-51.5625,-4.719484706462751,-5.108642578125
293,29.300000000000004,-55.42950853055616,-56.33544921875,,-51.04178285867178,-51.5625,-51.5625,-4.3877256718843825,-4.77294921875
294,29.400000000000002,-55.083803615861726,-55.999755859375,,-51.03136503008506,-51.5625,-51.5625,-4.052438585776663,-4.437255859375
295,29.5,-54.73464165202034,-55.6640625,,-51.02105137978421,-51.5625,-51.5625,-3.7135902722361323,-4.1015625
296,29.6,-54.381988068540544,-55.328369140625,,-51.01084086598637,-51.5625,-51.5625,-3.3711472025541767,-3.765869140625
297,29.7,-54.02580794922595,-54.99267578125,,-51.00073245732651,-51.5625,-51.5625,-3.025075491899443,-3.43017578125
298,29.8,-53.666066028718205,-54.656982421875,,-50.99072513275324,-51.5625,-51.5625,-2.6753408959649647,-3.094482421875
299,29.900000000000002,-53.30272668900539,-54.290771484375,,-50.98081788142571,-51.5625,-51.5625,-2.321908807579682,-2.728271484375
300,30.0,-52.93575395589544,-53.924560546875,,-50.971009702611454,-51.5625,-51.5625,-1.964744253283989,-2.362060546875
301,30.1,-52.565111495454396,-53.558349609375,,-50.96129960558534,-51.5625,-51.5625,-1.603811889869057,-1.995849609375
302,30.2,-52.19076261040894,-53.192138671875,,-50.95168660952949,-51.5625,-51.5625,-1.2390760008794501,-1.629638671875
303,30.3,-51.81267023651303,-52.825927734375,,-50.94216974343419,-51.5625,-51.5625,-0.8705004930788363,-1.263427734375
304,30.4,-51.43079693887815,-52.459716796875,,-50.93274804599985,-51.5625,-51.5625,-0.4980488928783018,-0.897216796875
305,30.500000000000004,-51.045104908266936,-52.093505859375,,-50.92342056553985,-51.5625,-51.5625,-0.12168434272708595,-0.531005859375
306,30.6,-50.655555957349605,-51.727294921875,,-50.914186359884454,-51.5625,-51.5625,0.25863040253484826,-0.164794921875
307,30.7,-50.2621115169231,-51.33056640625,,-50.90504449628561,-51.5625,-51.5625,0.6429329793625129,0.23193359375
308,30.8,-70.0,-50.933837890625,,-50.89599405132276,-51.5625,-51.5625,-19.10400594867724,0.628662109375
309,30.9,-70.0,-50.537109375,,-50.88703411080953,-51.5625,-51.5625,-19.11296588919047,1.025390625
310,31.0,-70.0,-50.140380859375,,-50.87816376970144,-51.5625,-51.5625,-19.121836230298562,1.422119140625
311,31.1,-70.0,-70.00732421875,,-50.869382132004425,-51.5625,-51.5625,-19.130617867995575,-18.44482421875
312,31.200000000000003,-70.0,-70.00732421875,,-50.86068831068438,-51.5625,-51.5625,-19.13931168931562,-18.44482421875
313,31.3,-70.0,-70.00732421875,,-50.85208142757754,-51.5625,-51.5625,-19.147918572422462,-18.44482421875
314,31.400000000000002,-70.0,-70.00732421875,,-50.84356061330176,-51.5625,-51.5625,-19.15643938669824,-18.44482421875
315,31.5,-70.0,-70.00732421875,,-50.83512500716874,-51.5625,-51.5625,-19.16487499283126,-18.44482421875
316,31.6,-70.0,-70.00732421875,,-50.82677375709705,-51.5625,-51.5625,-19.17322624290295,-18.44482421875
317,31.7,-70.0,-70.00732421875,,-50.81850601952608,-51.5625,-51.5625,-19.181493980473917,-18.44482421875
318,31.8,-70.0,-70.00732421875,,-50.810320959330824,-51.5625,-51.5625,-19.189679040669176,-18.44482421875
319,31.900000000000006,-70.0,-70.00732421875,,-50.802217749737515,-51.5625,-51.5625,-19.197782250262485,-18.44482421875
320,32.0,-70.0,-70.00732421875,,-50.79419557224014,-51.5625,-51.5625,-19.20580442775986,-18.44482421875
321,32.1,-70.0,-70.00732421875,,-50.78625361651774,-51.5625,-51.5625,-19.21374638348226,-18.44482421875
322,32.199999999999996,-70.0,-70.00732421875,,-50.77839108035256,-51.5625,-51.5625,-19.221608919647437,-18.44482421875
323,32.300000000000004,-70.0,-70.00732421875,,-50.77060716954904,-51.5625,-51.5625,-19.229392830450962,-18.44482421875
324,32.4,-70.0,-70.00732421875,,-50.76290109785355,-51.5625,-51.5625,-19.23709890214645,-18.44482421875
325,32.5,-70.0,-70.00732421875,,-50.75527208687502,-51.5625,-51.5625,-19.244727913124983,-18.44482421875
326,32.6,-70.0,-70.00732421875,,-50.747719366006265,-51.5625,-51.5625,-19.252280633993735,-18.44482421875
327,32.699999999999996,-70.0,-70.00732421875,,-50.7402421723462,-51.5625,-51.5625,-19.2597578276538,-18.44482421875
328,32.800000000000004,-70.0,-70.00732421875,,-50.73283975062274,-51.5625,-51.5625,-19.267160249377262,-18.44482421875
329,32.9,-70.0,-70.00732421875,,-50.72551135311651,-51.5625,-51.5625,-19.27448864688349,-18.44482421875
330,33.0,-70.0,-70.00732421875,,-50.718256239585344,-51.5625,-51.5625,-19.281743760414656,-18.44482421875
331,33.1,-70.0,-70.00732421875,,-50.71107367718949,-51.5625,-51.5625,-19.28892632281051,-18.44482421875
332,33.2,-70.0,-70.00732421875,,-50.7039629404176,-51.5625,-51.5625,-19.296037059582403,-18.44482421875
333,33.300000000000004,-70.0,-70.00732421875,,-50.69692331101342,-51.5625,-51.5625,-19.30307668898658,-18.44482421875
334,33.4,-70.0,-70.00732421875,,-50.68995407790329,-51.5625,-51.5625,-19.310045922096712,-18.44482421875
335,33.5,-70.0,-70.00732421875,,-50.68305453712426,-51.5625,-51.5625,-19.316945462875744,-18.44482421875
336,33.6,-70.0,-70.00732421875,,-50.67622399175301,-51.5625,-51.5625,-19.323776008246988,-18.44482421875
337,33.7,-70.0,-70.00732421875,,-50.669461751835485,-51.5625,-51.5625,-19.330538248164515,-18.44482421875
338,33.800000000000004,-70.0,-70.00732421875,,-50.66276713431713,-51.5625,-51.5625,-19.33723286568287,-18.44482421875
339,33.9,-70.0,-70.00732421875,,-50.656139462973954,-51.5625,-51.5625,-19.343860537026046,-18.44482421875
340,34.0,-70.0,-70.00732421875,,-50.64957806834421,-51.5625,-51.5625,-19.350421931655788,-18.44482421875
341,34.099999999999994,-70.0,-70.00732421875,,-50.64308228766077,-51.5625,-51.5625,-19.356917712339232,-18.44482421875
342,34.2,-70.0,-70.00732421875,,-50.63665146478416,-51.5625,-51.5625,-19.36334853521584,-18.44482421875
343,34.300000000000004,-70.0,-70.00732421875,,-50.630284950136314,-51.5625,-51.5625,-19.369715049863686,-18.44482421875
344,34.4,-70.0,-70.00732421875,,-50.623982100634954,-51.5625,-51.5625,-19.376017899365046,-18.44482421875
345,34.5,-70.0,-70.00732421875,,-50.61774227962861,-51.5625,-51.5625,-19.382257720371392,-18.44482421875
346,34.6,-70.0,-70.00732421875,,-50.611564856832324,-51.5625,-51.5625,-19.388435143167676,-18.44482421875
347,34.7,-70.0,-70.00732421875,,-50.605449208264,-51.5625,-51.5625,-19.394550791736002,-18.44482421875
348,34.800000000000004,-70.0,-70.00732421875,,-50.59939471618136,-51.5625,-51.5625,-19.400605283818642,-18.44482421875
349,34.9,-70.0,-70.00732421875,,-50.593400769019546,-51.5625,-51.5625,-19.406599230980454,-18.44482421875
350,35.0,-70.0,-70.00732421875,,-50.58746676132935,-51.5625,-51.5625,-19.412533238670648,-18.44482421875
351,35.1,-70.0,-70.00732421875,,-50.58159209371606,-51.5625,-51.5625,-19.41840790628394,-18.44482421875
352,35.2,-70.0,-70.00732421875,,-50.5757761727789,-51.5625,-51.5625,-19.4242238272211,-18.44482421875
353,35.300000000000004,-70.0,-70.00732421875,,-50.570018411051116,-51.5625,-51.5625,-19.429981588948884,-18.44482421875
354,35.4,-70.0,-70.00732421875,,-50.56431822694061,-51.5625,-51.5625,-19.435681773059393,-18.44482421875
355,35.5,-70.0,-70.00732421875,,-50.5586750446712,-51.5625,-51.5625,-19.441324955328803,-18.44482421875
356,35.6,-70.0,-70.00732421875,,-50.55308829422449,-51.5625,-51.5625,-19.446911705775513,-18.44482421875
357,35.7,-70.0,-70.00732421875,,-50.54755741128224,-51.5625,-51.5625,-19.45244258871776,-18.44482421875
358,35.8,-69.8,-70.00732421875,,-50.54208183716942,-51.5625,-51.5625,-19.257918162830578,-18.44482421875
359,35.9,-69.598,-70.00732421875,,-50.53666101879772,-51.5625,-51.5625,-19.061338981202276,-18.44482421875
360,36.0,-69.39398000000001,-70.00732421875,,-50.531294408609746,-51.5625,-51.5625,-18.862685591390267,-18.44482421875
361,36.1,-69.1879198,-70.00732421875,,-50.525981464523646,-51.5625,-51.5625,-18.661938335476357,-18.44482421875
362,36.2,-68.979798998,-69.82421875,,-50.52072164987841,-51.5625,-51.5625,-18.459077348121596,-18.26171875
363,36.3,-68.76959698798001,-69.64111328125,,-50.51551443337963,-51.5625,-51.5625,-18.25408255460038,-18.07861328125
364,36.4,-68.55729295785981,-69.4580078125,,-50.51035928904583,-51.5625,-51.5625,-18.046933668813985,-17.8955078125
365,36.50000000000001,-68.3428658874384,-69.27490234375,,-50.50525569615537,-51.5625,-51.5625,-17.837610191283034,-17.71240234375
366,36.6,-68.12629454631279,-69.091796875,,-50.50020313919382,-51.5625,-51.5625,-17.62609140711897,-17.529296875
367,36.7,-67.90755749177592,-68.90869140625,,-50.49520110780188,-51.5625,-51.5625,-17.412356383974036,-17.34619140625
368,36.8,-67.68663306669367,-68.7255859375,,-50.490249096723865,-51.5625,-51.5625,-17.19638396996981,-17.1630859375
369,36.9,-67.46349939736061,-68.54248046875,,-50.485346605756625,-51.5625,-51.5625,-16.978152791603982,-16.97998046875
370,37.00000000000001,-67.23813439133421,-68.29833984375,,-50.48049313969906,-51.5625,-51.5625,-16.757641251635157,-16.73583984375
371,37.1,-67.01051573524757,-68.05419921875,,-50.47568820830207,-51.5625,-51.5625,-16.5348275269455,-16.49169921875
372,37.2,-66.78062089260003,-67.81005859375,,-50.470931326219045,-51.5625,-51.5625,-16.30968956638098,-16.24755859375
373,37.3,-66.54842710152603,-67.56591796875,,-50.466222012956855,-51.5625,-51.5625,-16.082205088569175,-16.00341796875
374,37.4,-66.3139113725413,-67.32177734375,,-50.46155979282729,-51.5625,-51.5625,-15.85235157971401,-15.75927734375
375,37.5,-66.0770504862667,-67.07763671875,,-50.456944194899016,-51.5625,-51.5625,-15.620106291367684,-15.51513671875
376,37.6,-65.83782099112938,-66.83349609375,,-50.45237475295003,-51.5625,-51.5625,-15.385446238179348,-15.27099609375
377,37.7,-65.59619920104068,-66.58935546875,,-50.44785100542053,-51.5625,-51.5625,-15.148348195620144,-15.02685546875
378,37.8,-65.35216119305107,-66.34521484375,,-50.443372495366326,-51.5625,-51.5625,-14.908788697684749,-14.78271484375
379,37.900000000000006,-65.1056828049816,-66.10107421875,,-50.43893877041266,-51.5625,-51.5625,-14.666744034568936,-14.53857421875
380,38.0,-64.85673963303141,-65.85693359375,,-50.43454938270853,-51.5625,-51.5625,-14.422190250322878,-14.29443359375
381,38.1,-64.60530702936174,-65.61279296875,,-50.430203888881444,-51.5625,-51.5625,-14.175103140480296,-14.05029296875
382,38.2,-64.35136009965535,-65.36865234375,,-50.42590184999263,-51.5625,-51.5625,-13.925458249662725,-13.80615234375
383,38.3,-64.0948737006519,-65.12451171875,,-50.421642831492704,-51.5625,-51.5625,-13.673230869159198,-13.56201171875
384,38.400000000000006,-63.83582243765842,-64.88037109375,,-50.41742640317778,-51.5625,-51.5625,-13.418396034480644,-13.31787109375
385,38.5,-63.574180662035005,-64.63623046875,,-50.413252139146,-51.5625,-51.5625,-13.160928522889002,-13.07373046875
386,38.6,-63.30992246865535,-64.39208984375,,-50.40911961775454,-51.5625,-51.5625,-12.90080285090081,-12.82958984375
387,38.7,-63.0430216933419,-64.14794921875,,-50.40502842157699,-51.5625,-51.5625,-12.637993271764906,-12.58544921875
388,38.8,-62.77345191027532,-63.90380859375,,-50.40097813736122,-51.5625,-51.5625,-12.372473772914098,-12.34130859375
389,38.900000000000006,-62.50118642937807,-63.65966796875,,-50.39696835598761,-51.5625,-51.5625,-12.104218073390463,-12.09716796875
390,39.0,-62.22619829367185,-63.41552734375,,-50.39299867242774,-51.5625,-51.5625,-11.833199621244113,-11.85302734375
391,39.1,-61.94846027660857,-63.17138671875,,-50.38906868570346,-51.5625,-51.5625,-11.559391590905115,-11.60888671875
392,39.199999999999996,-61.66794487937466,-62.92724609375,,-50.38517799884642,-51.5625,-51.5625,-11.282766880528236,-11.36474609375
393,39.300000000000004,-61.38462432816841,-62.68310546875,,-50.38132621885796,-51.5625,-51.5625,-11.00329810931045,-11.12060546875
394,39.400000000000006,-61.098470571450086,-62.408447265625,,-50.37751295666938,-51.5625,-51.5625,-10.720957614780708,-10.845947265625
395,39.5,-60.80945527716459,-62.1337890625,,-50.37373782710269,-51.5625,-51.5625,-10.435717450061901,-10.5712890625
396,39.6,-60.517549829936236,-61.859130859375,,-50.37000044883166,-51.5625,-51.5625,-10.147549381104575,-10.296630859375
397,39.699999999999996,-60.2227253282356,-61.58447265625,,-50.366300444343345,-51.5625,-51.5625,-9.856424883892252,-10.02197265625
398,39.800000000000004,-59.92495258151796,-61.309814453125,,-50.36263743989991,-51.5625,-51.5625,-9.562315141618043,-9.747314453125
399,39.900000000000006,-59.62420210733313,-61.03515625,,-50.359011065500916,-51.5625,-51.5625,-9.265191041832217,-9.47265625
400,40.0,-59.320444128406464,-60.72998046875,,-50.355420954845904,-51.5625,-51.5625,-8.96502317356056,-9.16748046875
401,40.1,-59.01364856969053,-60.4248046875,,-50.35186674529744,-51.5625,-51.5625,-8.661781824393088,-8.8623046875
402,40.199999999999996,-58.703785055387435,-60.11962890625,,-50.34834807784447,-51.5625,-51.5625,-8.355436977542965,-8.55712890625
403,40.300000000000004,-58.390822905941306,-59.814453125,,-50.34486459706603,-51.5625,-51.5625,-8.045958308875278,-8.251953125
404,40.400000000000006,-58.074731135000725,-59.50927734375,,-50.34141595109537,-51.5625,-51.5625,-7.733315183905354,-7.94677734375
405,40.5,-57.75547844635073,-59.2041015625,,-50.33800179158442,-51.5625,-51.5625,-7.417476654766311,-7.6416015625
406,40.6,-57.43303323081424,-58.89892578125,,-50.33462177366857,-51.5625,-51.5625,-7.098411457145666,-7.33642578125
407,40.699999999999996,-57.10736356312238,-58.59375,,-50.33127555593189,-51.5625,-51.5625,-6.776088007190488,-7.03125
408,40.800000000000004,-56.77843719875359,-58.28857421875,,-50.32796280037257,-51.5625,-51.5625,-6.450474398381026,-6.72607421875
409,40.9,-56.44622157074113,-57.9833984375,,-50.32468317236884,-51.5625,-51.5625,-6.121538398372287,-6.4208984375
410,41.0,-56.11068378644855,-57.67822265625,,-50.32143634064516,-51.5625,-51.5625,-5.78924744580339,-6.11572265625
411,41.1,-55.771790624313034,-57.342529296875,,-50.31822197723871,-51.5625,-51.5625,-5.453568647074327,-5.780029296875
412,41.2,-55.42950853055616,-57.0068359375,,-50.31503975746632,-51.5625,-51.5625,-5.11446877308984,-5.4443359375
413,41.300000000000004,-55.083803615861726,-56.671142578125,,-50.31188935989166,-51.5625,-51.5625,-4.771914255970067,-5.108642578125
414,41.4,-54.73464165202034,-56.33544921875,,-50.30877046629274,-51.5625,-51.5625,-4.425871185727601,-4.77294921875
415,41.5,-54.381988068540544,-55.999755859375,,-50.30568276162982,-51.5625,-51.5625,-4.076305306910726,-4.437255859375
416,41.6,-54.02580794922595,-55.6640625,,-50.30262593401352,-51.5625,-51.5625,-3.72318201521243,-4.1015625
417,41.7,-53.666066028718205,-55.328369140625,,-50.29959967467339,-51.5625,-51.5625,-3.3664663540448174,-3.765869140625
418,41.800000000000004,-53.30272668900539,-54.99267578125,,-50.296603677926655,-51.5625,-51.5625,-3.006123011078735,-3.43017578125
419,41.9,-52.93575395589544,-54.656982421875,,-50.293637641147384,-51.5625,-51.5625,-2.6421163147480584,-3.094482421875
420,42.0,-52.565111495454396,-54.290771484375,,-50.29070126473591,-51.5625,-51.5625,-2.2744102307184875,-2.728271484375
421,42.1,-52.19076261040894,-53.924560546875,,-50.28779425208855,-51.5625,-51.5625,-1.9029683583203862,-2.362060546875
422,42.2,-51.81267023651303,-53.558349609375,,-50.28491630956767,-51.5625,-51.5625,-1.5277539269453584,-1.995849609375
423,42.300000000000004,-51.43079693887815,-53.192138671875,,-50.282067146471995,-51.5625,-51.5625,-1.148729792406158,-1.629638671875
424,42.4,-51.045104908266936,-52.825927734375,,-50.27924647500728,-51.5625,-51.5625,-0.765858433259659,-1.263427734375
425,42.5,-50.655555957349605,-52.459716796875,,-50.276454010257204,-51.5625,-51.5625,-0.3791019470924013,-0.897216796875
426,42.6,-50.2621115169231,-52.093505859375,,-50.27368947015463,-51.5625,-51.5625,0.011577953231530103,-0.531005859375
427,42.7,-70.0,-51.727294921875,,-50.27095257545308,-51.5625,-51.5625,-19.72904742454692,-0.164794921875
428,42.800000000000004,-70.0,-51.33056640625,,-50.26824304969855,-51.5625,-51.5625,-19.731756950301452,0.23193359375
429,42.9,-70.0,-50.933837890625,,-50.265560619201565,-51.5625,-51.5625,-19.734439380798435,0.628662109375
430,43.0,-70.0,-50.537109375,,-50.26290501300955,-51.5625,-51.5625,-19.73709498699045,1.025390625
431,43.1,-70.0,-50.140380859375,,-50.260275962879454,-51.5625,-51.5625,-19.739724037120546,1.422119140625
432,43.2,-70.0,-70.00732421875,,-50.25767320325066,-51.5625,-51.5625,-19.74232679674934,-18.44482421875
433,43.300000000000004,-70.0,-70.00732421875,,-50.25509647121815,-51.5625,-51.5625,-19.744903528781848,-18.44482421875
434,43.4,-70.0,-70.00732421875,,-50.25254550650597,-51.5625,-51.5625,-19.747454493494033,-18.44482421875
435,43.5,-70.0,-70.00732421875,,-50.250020051440906,-51.5625,-51.5625,-19.749979948559094,-18.44482421875
436,43.6,-70.0,-70.00732421875,,-50.247519850926494,-51.5625,-51.5625,-19.752480149073506,-18.44482421875
437,43.7,-70.0,-70.00732421875,,-50.24504465241723,-51.5625,-51.5625,-19.754955347582772,-18.44482421875
438,43.8,-70.0,-70.00732421875,,-50.242594205893056,-51.5625,-51.5625,-19.757405794106944,-18.44482421875
439,43.9,-70.0,-70.00732421875,,-50.24016826383413,-51.5625,-51.5625,-19.75983173616587,-18.44482421875
440,44.0,-70.0,-70.00732421875,,-50.237766581195785,-51.5625,-51.5625,-19.762233418804215,-18.44482421875
441,44.1,-70.0,-70.00732421875,,-50.23538891538383,-51.5625,-51.5625,-19.76461108461617,-18.44482421875
442,44.2,-70.0,-70.00732421875,,-50.23303502622999,-51.5625,-51.5625,-19.76696497377001,-18.44482421875
443,44.3,-70.0,-70.00732421875,,-50.230704675967694,-51.5625,-51.5625,-19.769295324032306,-18.44482421875
444,44.4,-70.0,-70.00732421875,,-50.22839762920802,-51.5625,-51.5625,-19.77160237079198,-18.44482421875
445,44.50000000000001,-70.0,-70.00732421875,,-50.22611365291594,-51.5625,-51.5625,-19.77388634708406,-18.44482421875
446,44.6,-70.0,-70.00732421875,,-50.223852516386785,-51.5625,-51.5625,-19.776147483613215,-18.44482421875
447,44.7,-70.0,-70.00732421875,,-50.22161399122292,-51.5625,-51.5625,-19.778386008777083,-18.44482421875
448,44.8,-70.0,-70.00732421875,,-50.21939785131069,-51.5625,-51.5625,-19.78060214868931,-18.44482421875
449,44.9,-70.0,-70.00732421875,,-50.21720387279758,-51.5625,-51.5625,-19.782796127202417,-18.44482421875
450,45.00000000000001,-70.0,-70.00732421875,,-50.215031834069606,-51.5625,-51.5625,-19.784968165930394,-18.44482421875
451,45.1,-70.0,-70.00732421875,,-50.21288151572891,-51.5625,-51.5625,-19.78711848427109,-18.44482421875
452,45.2,-70.0,-70.00732421875,,-50.21075270057162,-51.5625,-51.5625,-19.789247299428382,-18.44482421875
453,45.3,-70.0,-70.00732421875,,-50.2086451735659,-51.5625,-51.5625,-19.7913548264341,-18.44482421875
454,45.4,-70.0,-70.00732421875,,-50.20655872183024,-51.5625,-51.5625,-19.79344127816976,-18.44482421875
455,45.5,-70.0,-70.00732421875,,-50.20449313461194,-51.5625,-51.5625,-19.795506865388063,-18.44482421875
456,45.6,-70.0,-70.00732421875,,-50.20244820326582,-51.5625,-51.5625,-19.797551796734183,-18.44482421875
