step,time_ms,v_float64_brian,v_float16_brian,v_posit16_brian,v_float64_manual,v_float16_manual,v_posit16_manual,diff_brian_vs_manual_float64,diff_brian_vs_manual_float16
65,6.5,-51.81267023651303,-52.093505859375,,-60.3027423484761,-60.375,-60.375,8.490072111963073,8.281494140625
66,6.6,-51.43079693887815,-51.727294921875,,-60.19971492499134,-60.28125,-60.28125,8.768917986113188,8.553955078125
67,6.7,-51.045104908266936,-51.33056640625,,-60.09771777574143,-60.1875,-60.1875,9.052612867474494,8.85693359375
68,6.800000000000001,-50.655555957349605,-50.933837890625,,-59.996740597984015,-60.09375,-60.09375,9.34118464063441,9.159912109375
69,6.9,-50.2621115169231,-50.537109375,,-59.896773192004176,-60.0,-60.0,9.634661675081077,9.462890625
70,7.0,-70.0,-50.140380859375,,-59.797805460084135,-59.90625,-59.90625,-10.202194539915865,9.765869140625
71,7.1000000000000005,-70.0,-70.00732421875,,-59.69982740548329,-59.8125,-59.8125,-10.30017259451671,-10.19482421875
72,7.2,-70.0,-70.00732421875,,-59.60282913142846,-59.71875,-59.71875,-10.397170868571543,-10.28857421875
73,7.3,-70.0,-70.00732421875,,-59.506800840114174,-59.625,-59.625,-10.493199159885826,-10.38232421875
74,7.4,-70.0,-70.00732421875,,-59.41173283171303,-59.53125,-59.53125,-10.588267168286968,-10.47607421875
75,7.5,-70.0,-70.00732421875,,-59.3176155033959,-59.4375,-59.4375,-10.6823844966041,-10.56982421875
76,7.6,-70.0,-70.00732421875,,-59.22443934836194,-59.34375,-59.34375,-10.77556065163806,-10.66357421875
77,7.7,-70.0,-70.00732421875,,-59.13219495487832,-59.25,-59.25,-10.867805045121678,-10.75732421875
78,7.800000000000001,-70.0,-70.00732421875,,-59.04087300532954,-59.15625,-59.15625,-10.959126994670463,-10.85107421875
79,7.9,-70.0,-70.00732421875,,-58.95046427527624,-59.0625,-59.0625,-11.04953572472376,-10.94482421875
80,8.0,-70.0,-70.00732421875,,-58.860959632523475,-58.96875,-58.96875,-11.139040367476525,-11.03857421875
81,8.1,-70.0,-70.00732421875,,-58.77235003619824,-58.875,-58.875,-11.22764996380176,-11.13232421875
82,8.200000000000001,-70.0,-70.00732421875,,-58.68462653583626,-58.78125,-58.78125,-11.315373464163741,-11.22607421875
83,8.3,-70.0,-70.00732421875,,-58.5977802704779,-58.6875,-58.6875,-11.402219729522102,-11.31982421875
84,8.4,-70.0,-70.00732421875,,-58.511802467773116,-58.59375,-58.59375,-11.488197532226884,-11.41357421875
85,8.5,-70.0,-70.00732421875,,-58.42668444309538,-58.5,-58.5,-11.573315556904618,-11.50732421875
86,8.6,-70.0,-70.00732421875,,-58.342417598664426,-58.40625,-58.40625,-11.657582401335574,-11.60107421875
87,8.700000000000001,-70.0,-70.00732421875,,-58.25899342267778,-58.3125,-58.3125,-11.741006577322217,-11.69482421875
88,8.8,-70.0,-70.00732421875,,-58.17640348845101,-58.21875,-58.21875,-11.823596511548992,-11.78857421875
89,8.9,-70.0,-70.00732421875,,-58.0946394535665,-58.125,-58.125,-11.9053605464335,-11.88232421875
90,9.0,-70.0,-70.00732421875,,-58.013693059030835,-58.03125,-58.03125,-11.986306940969165,-11.97607421875
91,9.1,-70.0,-70.00732421875,,-57.93355612844053,-57.9375,-57.9375,-12.066443871559471,-12.06982421875
92,9.2,-70.0,-70.00732421875,,-57.854220567156126,-57.84375,-57.84375,-12.145779432843874,-12.16357421875
93,9.3,-70.0,-70.00732421875,,-57.775678361484566,-57.75,-57.75,-12.224321638515434,-12.25732421875
94,9.4,-70.0,-70.00732421875,,-57.69792157786972,-57.6875,-57.6875,-12.302078422130279,-12.31982421875
95,9.5,-70.0,-70.00732421875,,-57.62094236209102,-57.625,-57.625,-12.379057637908979,-12.38232421875
96,9.600000000000001,-70.0,-70.00732421875,,-57.54473293847011,-57.5625,-57.5625,-12.455267061529888,-12.44482421875
97,9.7,-70.0,-70.00732421875,,-57.46928560908541,-57.5,-57.5,-12.53071439091459,-12.50732421875
98,9.799999999999999,-70.0,-70.00732421875,,-57.394592752994555,-57.4375,-57.4375,-12.605407247005445,-12.56982421875
99,9.9,-70.0,-70.00732421875,,-57.32064682546461,-57.375,-57.375,-12.679353174535393,-12.63232421875
100,10.0,-70.0,-70.00732421875,,-57.24744035720996,-57.3125,-57.3125,-12.75255964279004,-12.69482421875
101,10.100000000000001,-70.0,-70.00732421875,,-57.17496595363786,-57.25,-57.25,-12.825034046362141,-12.75732421875
102,10.200000000000001,-70.0,-70.00732421875,,-57.10321629410148,-57.1875,-57.1875,-12.896783705898521,-12.81982421875
103,10.3,-70.0,-70.00732421875,,-57.03218413116046,-57.125,-57.125,-12.967815868839537,-12.88232421875
104,10.4,-70.0,-70.00732421875,,-56.96186228984886,-57.0625,-57.0625,-13.03813771015114,-12.94482421875
105,10.5,-70.0,-70.00732421875,,-56.89224366695037,-57.0,-57.0,-13.107756333049629,-13.00732421875
106,10.6,-70.0,-70.00732421875,,-56.82332123028087,-56.9375,-56.9375,-13.176678769719132,-13.06982421875
107,10.700000000000001,-70.0,-70.00732421875,,-56.75508801797806,-56.875,-56.875,-13.24491198202194,-13.13232421875
108,10.8,-70.0,-70.00732421875,,-56.68753713779828,-56.8125,-56.8125,-13.31246286220172,-13.19482421875
109,10.9,-70.0,-70.00732421875,,-56.6206617664203,-56.75,-56.75,-13.379338233579702,-13.25732421875
110,11.0,-70.0,-70.00732421875,,-56.5544551487561,-56.6875,-56.6875,-13.445544851243902,-13.31982421875
111,11.1,-70.0,-70.00732421875,,-56.488910597268536,-56.625,-56.625,-13.511089402731464,-13.38232421875
112,11.2,-70.0,-70.00732421875,,-56.42402149129585,-56.5625,-56.5625,-13.575978508704146,-13.44482421875
113,11.3,-70.0,-70.00732421875,,-56.3597812763829,-56.5,-56.5,-13.640218723617103,-13.50732421875
114,11.4,-70.0,-70.00732421875,,-56.296183463619066,-56.4375,-56.4375,-13.703816536380934,-13.56982421875
115,11.5,-70.0,-70.00732421875,,-56.233221628982875,-56.375,-56.375,-13.766778371017125,-13.63232421875
116,11.600000000000001,-70.0,-70.00732421875,,-56.17088941269304,-56.3125,-56.3125,-13.829110587306957,-13.69482421875
117,11.7,-70.0,-70.00732421875,,-56.10918051856611,-56.25,-56.25,-13.890819481433887,-13.75732421875
118,11.799999999999999,-70.0,-70.00732421875,,-56.04808871338045,-56.1875,-56.1875,-13.951911286619548,-13.81982421875
119,11.9,-70.0,-70.00732421875,,-55.987607826246645,-56.125,-56.125,-14.012392173753355,-13.88232421875
120,12.0,-69.8,-70.00732421875,,-55.927731747984176,-56.0625,-56.0625,-13.872268252015822,-13.94482421875
121,12.100000000000001,-69.598,-69.82421875,,-55.868454430504336,-56.0,-56.0,-13.729545569495663,-13.82421875
122,12.200000000000001,-69.39398000000001,-69.64111328125,,-55.80976988619929,-55.9375,-55.9375,-13.584210113800722,-13.70361328125
123,12.3,-69.1879198,-69.4580078125,,-55.7516721873373,-55.875,-55.875,-13.436247612662704,-13.5830078125
124,12.4,-68.979798998,-69.27490234375,,-55.69415546546393,-55.8125,-55.8125,-13.285643532536078,-13.46240234375
125,12.5,-68.76959698798001,-69.091796875,,-55.63721391080929,-55.75,-55.75,-13.132383077170722,-13.341796875
126,12.6,-68.55729295785981,-68.90869140625,,-55.580841771701195,-55.6875,-55.6875,-12.97645118615862,-13.22119140625
127,12.700000000000001,-68.3428658874384,-68.7255859375,,-55.525033353984185,-55.625,-55.625,-12.817832533454222,-13.1005859375
128,12.8,-68.12629454631279,-68.54248046875,,-55.469783020444346,-55.5625,-55.5625,-12.656511525868446,-12.97998046875
129,12.9,-67.90755749177592,-68.29833984375,,-55.4150851902399,-55.5,-55.5,-12.492472301536019,-12.79833984375
130,13.0,-67.68663306669367,-68.05419921875,,-55.3609343383375,-55.4375,-55.4375,-12.325698728356173,-12.61669921875
131,13.1,-67.46349939736061,-67.81005859375,,-55.30732499495412,-55.375,-55.375,-12.156174402406485,-12.43505859375
132,13.2,-67.23813439133421,-67.56591796875,,-55.25425174500458,-55.3125,-55.3125,-11.983882646329633,-12.25341796875
133,13.3,-67.01051573524757,-67.32177734375,,-55.20170922755454,-55.25,-55.25,-11.808806507693028,-12.07177734375
134,13.4,-66.78062089260003,-67.07763671875,,-55.14969213527899,-55.1875,-55.1875,-11.630928757321037,-11.89013671875
135,13.5,-66.54842710152603,-66.83349609375,,-55.098195213926196,-55.125,-55.125,-11.450231887599834,-11.70849609375
136,13.600000000000001,-66.3139113725413,-66.58935546875,,-55.047213261786936,-55.0625,-55.0625,-11.266698110754362,-11.52685546875
137,13.7,-66.0770504862667,-66.34521484375,,-54.99674112916907,-55.0,-55.0,-11.080309357097633,-11.34521484375
138,13.8,-65.83782099112938,-66.10107421875,,-54.94677371787738,-54.9375,-54.9375,-10.891047273252,-11.16357421875
139,13.9,-65.59619920104068,-65.85693359375,,-54.897305980698604,-54.875,-54.875,-10.698893220342072,-10.98193359375
140,14.0,-65.35216119305107,-65.61279296875,,-54.84833292089162,-54.8125,-54.8125,-10.503828272159453,-10.80029296875
141,14.100000000000001,-65.1056828049816,-65.36865234375,,-54.79984959168271,-54.75,-54.75,-10.30583321329889,-10.61865234375
142,14.200000000000001,-64.85673963303141,-65.12451171875,,-54.75185109576588,-54.6875,-54.6875,-10.10488853726553,-10.43701171875
143,14.3,-64.60530702936174,-64.88037109375,,-54.70433258480822,-54.625,-54.625,-9.900974444553519,-10.25537109375
144,14.4,-64.35136009965535,-64.63623046875,,-54.65728925896014,-54.59375,-54.59375,-9.694070840695211,-10.04248046875
145,14.5,-64.0948737006519,-64.39208984375,,-54.61071636637054,-54.5625,-54.5625,-9.484157334281363,-9.82958984375
146,14.6,-63.83582243765842,-64.14794921875,,-54.56460920270683,-54.53125,-54.53125,-9.271213234951588,-9.61669921875
147,14.700000000000001,-63.574180662035005,-63.90380859375,,-54.51896311067976,-54.5,-54.5,-9.055217551355241,-9.40380859375
148,14.8,-63.30992246865535,-63.65966796875,,-54.47377347957297,-54.46875,-54.46875,-8.836148989082382,-9.19091796875
149,14.9,-63.0430216933419,-63.41552734375,,-54.42903574477724,-54.4375,-54.4375,-8.613985948564661,-8.97802734375
150,15.0,-62.77345191027532,-63.17138671875,,-54.38474538732947,-54.40625,-54.40625,-8.388706522945853,-8.76513671875
151,15.1,-62.50118642937807,-62.92724609375,,-54.34089793345617,-54.375,-54.375,-8.160288495921904,-8.55224609375
152,15.2,-62.22619829367185,-62.68310546875,,-54.297488954121604,-54.34375,-54.34375,-7.928709339550245,-8.33935546875
153,15.3,-61.94846027660857,-62.408447265625,,-54.25451406458039,-54.3125,-54.3125,-7.69394621202818,-8.095947265625
154,15.4,-61.66794487937466,-62.1337890625,,-54.211968923934585,-54.28125,-54.28125,-7.455975955440074,-7.8525390625
155,15.5,-61.38462432816841,-61.859130859375,,-54.16984923469524,-54.25,-54.25,-7.214775093473165,-7.609130859375
156,15.600000000000001,-61.098470571450086,-61.58447265625,,-54.12815074234829,-54.21875,-54.21875,-6.970319829101797,-7.36572265625
157,15.700000000000001,-60.80945527716459,-61.309814453125,,-54.086869234924805,-54.1875,-54.1875,-6.722586042239783,-7.122314453125
158,15.8,-60.517549829936236,-61.03515625,,-54.046000542575555,-54.15625,-54.15625,-6.471549287360681,-6.87890625
159,15.9,-60.2227253282356,-60.72998046875,,-54.0055405371498,-54.125,-54.125,-6.217184791085799,-6.60498046875
160,16.0,-59.92495258151796,-60.4248046875,,-53.9654851317783,-54.09375,-54.09375,-5.959467449739655,-6.3310546875
161,16.099999999999998,-59.62420210733313,-60.11962890625,,-53.92583028046052,-54.0625,-54.0625,-5.6983718268726165,-6.05712890625
162,16.2,-59.320444128406464,-59.814453125,,-53.88657197765591,-54.03125,-54.03125,-5.4338721507505525,-5.783203125
163,16.3,-59.01364856969053,-59.50927734375,,-53.84770625787935,-54.0,-54.0,-5.165942311811179,-5.50927734375
164,16.400000000000002,-58.703785055387435,-59.2041015625,,-53.80922919530056,-53.96875,-53.96875,-4.894555860086875,-5.2353515625
165,16.5,-58.390822905941306,-58.89892578125,,-53.77113690334755,-53.9375,-53.9375,-4.6196860025937525,-4.96142578125
166,16.6,-58.074731135000725,-58.59375,,-53.73342553431408,-53.90625,-53.90625,-4.3413056006866455,-4.6875
167,16.7,-57.75547844635073,-58.28857421875,,-53.69609127897094,-53.875,-53.875,-4.059387167379789,-4.41357421875
168,16.8,-57.43303323081424,-57.9833984375,,-53.65913036618123,-53.84375,-53.84375,-3.7739028646330084,-4.1396484375
169,16.900000000000002,-57.10736356312238,-57.67822265625,,-53.622539062519415,-53.8125,-53.8125,-3.4848245006029615,-3.86572265625
170,17.0,-56.77843719875359,-57.342529296875,,-53.586313671894224,-53.78125,-53.78125,-3.192123526859369,-3.561279296875
171,17.1,-56.44622157074113,-57.0068359375,,-53.55045053517528,-53.75,-53.75,-2.8957710355658506,-3.2568359375
172,17.2,-56.11068378644855,-56.671142578125,,-53.51494602982353,-53.71875,-53.71875,-2.59573775662502,-2.952392578125
173,17.3,-55.771790624313034,-56.33544921875,,-53.47979656952529,-53.6875,-53.6875,-2.291994054787743,-2.64794921875
174,17.400000000000002,-55.42950853055616,-55.999755859375,,-53.44499860383004,-53.65625,-53.65625,-1.9845099267261261,-2.343505859375
175,17.5,-55.083803615861726,-55.6640625,,-53.41054861779173,-53.625,-53.625,-1.673254998069993,-2.0390625
176,17.6,-54.73464165202034,-55.328369140625,,-53.37644313161382,-53.59375,-53.59375,-1.3581985204065248,-1.734619140625
177,17.7,-54.381988068540544,-54.99267578125,,-53.34267870029768,-53.5625,-53.5625,-1.0393093682428614,-1.43017578125
178,17.8,-54.02580794922595,-54.656982421875,,-53.30925191329471,-53.53125,-53.53125,-0.7165560359312408,-1.125732421875
179,17.9,-53.666066028718205,-54.290771484375,,-53.27615939416176,-53.5,-53.5,-0.38990663455644636,-0.790771484375
180,18.0,-53.30272668900539,-53.924560546875,,-53.243397800220144,-53.46875,-53.46875,-0.059328888785245226,-0.455810546875
181,18.1,-52.93575395589544,-53.558349609375,,-53.21096382221794,-53.4375,-53.4375,0.27520986632249844,-0.120849609375
182,18.2,-52.565111495454396,-53.192138671875,,-53.17885418399576,-53.40625,-53.40625,0.6137426885413646,0.214111328125
183,18.3,-52.19076261040894,-52.825927734375,,-53.1470656421558,-53.375,-53.375,0.956303031746863,0.549072265625
184,18.4,-51.81267023651303,-52.459716796875,,-53.11559498573424,-53.34375,-53.34375,1.3029247492212122,0.884033203125
185,18.500000000000004,-51.43079693887815,-52.093505859375,,-53.0844390358769,-53.3125,-53.3125,1.6536420969987446,1.218994140625
186,18.6,-51.045104908266936,-51.727294921875,,-53.05359464551813,-53.28125,-53.28125,2.008489737251196,1.553955078125
187,18.7,-50.655555957349605,-51.33056640625,,-53.02305869906295,-53.25,-53.25,2.367502741713345,1.91943359375
188,18.8,-50.2621115169231,-50.933837890625,,-52.992828112072324,-53.21875,-53.21875,2.730716595149225,2.284912109375
189,18.9,-70.0,-50.537109375,,-52.9628998309516,-53.1875,-53.1875,-17.0371001690484,2.650390625
190,19.0,-70.0,-50.140380859375,,-52.93327083264208,-53.15625,-53.15625,-17.06672916735792,3.015869140625
191,19.1,-70.0,-70.00732421875,,-52.90393812431566,-53.125,-53.125,-17.09606187568434,-16.88232421875
192,19.200000000000003,-70.0,-70.00732421875,,-52.8748987430725,-53.09375,-53.09375,-17.1251012569275,-16.91357421875
193,19.3,-70.0,-70.00732421875,,-52.846149755641775,-53.0625,-53.0625,-17.153850244358225,-16.94482421875
194,19.4,-70.0,-70.00732421875,,-52.817688258085354,-53.03125,-53.03125,-17.182311741914646,-16.97607421875
195,19.5,-70.0,-70.00732421875,,-52.7895113755045,-53.0,-53.0,-17.210488624495497,-17.00732421875
196,19.599999999999998,-70.0,-70.00732421875,,-52.76161626174946,-52.96875,-52.96875,-17.23838373825054,-17.03857421875
197,19.700000000000003,-70.0,-70.00732421875,,-52.73400009913197,-52.9375,-52.9375,-17.26599990086803,-17.06982421875
198,19.8,-70.0,-70.00732421875,,-52.706660098140645,-52.90625,-52.90625,-17.293339901859355,-17.10107421875
199,19.900000000000002,-70.0,-70.00732421875,,-52.67959349715924,-52.875,-52.875,-17.32040650284076,-17.13232421875
200,20.0,-70.0,-70.00732421875,,-52.652797562187644,-52.84375,-52.84375,-17.347202437812356,-17.16357421875
201,20.099999999999998,-70.0,-70.00732421875,,-52.62626958656577,-52.8125,-52.8125,-17.37373041343423,-17.19482421875
202,20.200000000000003,-70.0,-70.00732421875,,-52.60000689070011,-52.78125,-52.78125,-17.399993109299892,-17.22607421875
203,20.3,-70.0,-70.00732421875,,-52.574006821793105,-52.75,-52.75,-17.425993178206895,-17.25732421875
204,20.400000000000002,-70.0,-70.00732421875,,-52.54826675357518,-52.71875,-52.71875,-17.451733246424823,-17.28857421875
205,20.5,-70.0,-70.00732421875,,-52.52278408603942,-52.6875,-52.6875,-17.477215913960578,-17.31982421875
206,20.6,-70.0,-70.00732421875,,-52.49755624517903,-52.65625,-52.65625,-17.502443754820973,-17.35107421875
207,20.7,-70.0,-70.00732421875,,-52.472580682727234,-52.625,-52.625,-17.527419317272766,-17.38232421875
208,20.8,-70.0,-70.00732421875,,-52.447854875899964,-52.59375,-52.59375,-17.552145124100036,-17.41357421875
209,20.900000000000002,-70.0,-70.00732421875,,-52.423376327140964,-52.5625,-52.5625,-17.576623672859036,-17.44482421875
210,21.0,-70.0,-70.00732421875,,-52.39914256386955,-52.53125,-52.53125,-17.600857436130447,-17.47607421875
211,21.1,-70.0,-70.00732421875,,-52.375151138230855,-52.5,-52.5,-17.624848861769145,-17.50732421875
212,21.2,-70.0,-70.00732421875,,-52.35139962684855,-52.46875,-52.46875,-17.648600373151453,-17.53857421875
213,21.3,-70.0,-70.00732421875,,-52.32788563058006,-52.4375,-52.4375,-17.672114369419937,-17.56982421875
214,21.400000000000002,-70.0,-70.00732421875,,-52.30460677427426,-52.40625,-52.40625,-17.695393225725738,-17.60107421875
215,21.5,-70.0,-70.00732421875,,-52.28156070653152,-52.375,-52.375,-17.718439293468478,-17.63232421875
216,21.6,-70.0,-70.00732421875,,-52.2587450994662,-52.34375,-52.34375,-17.741254900533797,-17.66357421875
217,21.7,-70.0,-70.00732421875,,-52.23615764847154,-52.3125,-52.3125,-17.76384235152846,-17.69482421875
218,21.8,-70.0,-70.00732421875,,-52.21379607198683,-52.28125,-52.28125,-17.786203928013173,-17.72607421875
219,21.9,-70.0,-70.00732421875,,-52.19165811126696,-52.25,-52.25,-17.80834188873304,-17.75732421875
220,22.0,-70.0,-70.00732421875,,-52.16974153015429,-52.21875,-52.21875,-17.83025846984571,-17.78857421875
221,22.1,-70.0,-70.00732421875,,-52.148044114852745,-52.1875,-52.1875,-17.851955885147255,-17.81982421875
222,22.2,-70.0,-70.00732421875,,-52.12656367370422,-52.15625,-52.15625,-17.87343632629578,-17.85107421875
223,22.3,-70.0,-70.00732421875,,-52.10529803696718,-52.125,-52.125,-17.894701963032823,-17.88232421875
224,22.4,-70.0,-70.00732421875,,-52.0842450565975,-52.09375,-52.09375,-17.915754943402497,-17.91357421875
225,22.500000000000004,-70.0,-70.00732421875,,-52.06340260603153,-52.0625,-52.0625,-17.93659739396847,-17.94482421875
226,22.6,-70.0,-70.00732421875,,-52.04276857997122,-52.03125,-52.03125,-17.957231420028783,-17.97607421875
227,22.7,-70.0,-70.00732421875,,-52.022340894171506,-52.0,-52.0,-17.977659105828494,-18.00732421875
228,22.8,-70.0,-70.00732421875,,-52.00211748522979,-51.96875,-51.96875,-17.99788251477021,-18.03857421875
229,22.9,-70.0,-70.00732421875,,-51.98209631037749,-51.9375,-51.9375,-18.017903689622507,-18.06982421875
