pair,fmt,I,rmse,rate_Hz,rel
16bits,float16,1.6562814070351757,9.93177657078913e-06,9990.0,5.877374459227316e-09
16bits,posit16,1.6562814070351757,9.93177657078913e-06,9990.0,5.877374459227316e-09
16bits,float16,1.665326633165829,9.093782922720781e-05,9990.0,5.3905955633054626e-08
16bits,posit16,1.665326633165829,6.347025964820134e-05,9990.0,3.76237813205985e-08
16bits,float16,1.6743718592964822,0.0001368722958674165,9990.0,8.127270475559397e-08
16bits,posit16,1.6743718592964822,1.7535793007992654e-05,9990.0,1.0412489384808158e-08
16bits,float16,1.6834170854271355,5.586624321122251e-05,9990.0,3.32289697542641e-08
16bits,posit16,1.6834170854271355,5.586624321122251e-05,9990.0,3.32289697542641e-08
16bits,float16,1.6924623115577888,2.5139809444971483e-05,9990.0,1.4978519693197924e-08
16bits,posit16,1.6924623115577888,2.5139809444971483e-05,9990.0,1.4978519693197924e-08
16bits,float16,1.701507537688442,0.00010614586210139016,9990.0,6.335060223830054e-08
16bits,posit16,1.701507537688442,4.826222677424368e-05,9990.0,2.8804148093774136e-08
16bits,float16,1.7105527638190954,0.00012166426299345883,9990.0,7.273655709681412e-08
16bits,posit16,1.7105527638190954,3.274382588217501e-05,9990.0,1.957578258600893e-08
16bits,float16,1.7195979899497487,4.0658210337040146e-05,9990.0,2.4349007898741997e-08
16bits,posit16,1.7195979899497487,4.0658210337040146e-05,9990.0,2.4349007898741997e-08
16bits,float16,1.728643216080402,4.034784231892914e-05,9990.0,2.420459961852008e-08
16bits,posit16,1.728643216080402,4.034784231892914e-05,9990.0,2.420459961852008e-08
16bits,float16,1.7376884422110552,0.00012135389497534782,9990.0,7.292512175318564e-08
16bits,posit16,1.7376884422110552,3.305419389983663e-05,9990.0,1.986323648770123e-08
16bits,float16,1.7467336683417085,0.00010645623011905178,9990.0,6.408282714745727e-08
16bits,posit16,1.7467336683417085,4.795185875635737e-05,9990.0,2.8865296776397856e-08
16bits,float16,1.7557788944723618,2.5450177462857796e-05,9990.0,1.534651686468452e-08
16bits,posit16,1.7557788944723618,2.5450177462857796e-05,9990.0,1.534651686468452e-08
16bits,float16,1.7648241206030149,5.555587519333619e-05,9990.0,3.35582045498006e-08
16bits,posit16,1.7648241206030149,5.555587519333619e-05,9990.0,3.35582045498006e-08
16bits,float16,1.7738693467336681,0.00013656192784975487,9990.0,8.263221153854877e-08
16bits,posit16,1.7738693467336681,1.7846161025654272e-05,9990.0,1.0798527644141742e-08
16bits,float16,1.7829145728643214,9.124819724509412e-05,9990.0,5.530906858031197e-08
16bits,posit16,1.7829145728643214,6.315989163009033e-05,9990.0,3.82836580136552e-08
16bits,float16,1.7919597989949747,1.0242144588900136e-05,9990.0,6.218942975793951e-09
16bits,posit16,1.7919597989949747,1.0242144588900136e-05,9990.0,6.218942975793951e-09
16bits,float16,1.801005025125628,7.076390806751855e-05,9990.0,4.304199690701293e-08
16bits,posit16,1.801005025125628,7.076390806751855e-05,9990.0,4.304199690701293e-08
16bits,float16,1.8100502512562813,0.00015176996072393723,9990.0,9.247464417128586e-08
16bits,posit16,1.8100502512562813,2.6381281516966117e-06,9990.0,1.6074324651776677e-09
16bits,float16,1.8190954773869346,7.604016437091176e-05,9990.0,4.6412766731393374e-08
16bits,posit16,1.8190954773869346,7.604016437091176e-05,9990.0,4.6412766731393374e-08
16bits,float16,1.8281407035175878,4.965888285282219e-06,9990.0,3.036338903906396e-09
16bits,posit16,1.8281407035175878,4.965888285282219e-06,9990.0,3.036338903906396e-09
16bits,float16,1.8371859296482411,8.59719409417009e-05,9990.0,5.265871374343867e-08
16bits,posit16,1.8371859296482411,6.843614793370825e-05,9990.0,4.191785696903758e-08
16bits,float16,1.8462311557788944,0.00014183818415314809,9990.0,8.702984838159289e-08
16bits,posit16,1.8462311557788944,1.2569904722485742e-05,9990.0,7.71271085216246e-09
16bits,float16,1.8552763819095477,6.0832131496729415e-05,9990.0,3.739133619852827e-08
16bits,posit16,1.8552763819095477,6.0832131496729415e-05,9990.0,3.739133619852827e-08
16bits,float16,1.864321608040201,2.017392115946457e-05,9990.0,1.2422027886412697e-08
16bits,posit16,1.864321608040201,2.017392115946457e-05,9990.0,1.2422027886412697e-08
16bits,float16,1.8733668341708543,0.00010117997381565855,9990.0,6.241116937843638e-08
16bits,posit16,1.8733668341708543,5.3228115059750586e-05,9990.0,3.283286978055018e-08
16bits,float16,1.8824120603015073,0.00012663015127896575,9990.0,7.824774155552664e-08
16bits,posit16,1.8824120603015073,2.77779375964434e-05,9990.0,1.7164639385162735e-08
16bits,float16,1.8914572864321606,4.562409862254706e-05,9990.0,2.8242118335667845e-08
16bits,posit16,1.8914572864321606,4.562409862254706e-05,9990.0,2.8242118335667845e-08
16bits,float16,1.9005025125628139,3.5381954033871616e-05,9990.0,2.1940899684734412e-08
16bits,posit16,1.9005025125628139,3.5381954033871616e-05,9990.0,2.1940899684734412e-08
16bits,float16,1.9095477386934672,0.00011638800669006561,9990.0,7.230225814416141e-08
16bits,posit16,1.9095477386934672,3.802008218534354e-05,9990.0,2.3618737660377667e-08
16bits,float16,1.9185929648241205,0.0001114221184045587,9990.0,6.934057308148103e-08
16bits,posit16,1.9185929648241205,4.298597047085045e-05,9990.0,2.67511681665392e-08
16bits,float16,1.9276381909547737,3.0416065748364708e-05,9990.0,1.896237864080307e-08
16bits,posit16,1.9276381909547737,3.0416065748364708e-05,9990.0,1.896237864080307e-08
16bits,float16,1.936683417085427,5.0589986907829276e-05,9990.0,3.1595809348888824e-08
16bits,posit16,1.936683417085427,5.0589986907829276e-05,9990.0,3.1595809348888824e-08
16bits,float16,1.9457286432160803,0.00013159603956424795,9990.0,8.233495724801034e-08
16bits,posit16,1.9457286432160803,2.2812049311161184e-05,9990.0,1.4272687164395772e-08
16bits,float16,1.9547738693467336,9.621408553037634e-05,9990.0,6.030565239041864e-08
16bits,posit16,1.9547738693467336,5.819400334503281e-05,9990.0,3.647519297810532e-08
16bits,float16,1.9638190954773869,1.520803287395766e-05,9990.0,9.549304031003703e-09
16bits,posit16,1.9638190954773869,1.520803287395766e-05,9990.0,9.549304031003703e-09
16bits,float16,1.9728643216080402,6.579801978178694e-05,9990.0,4.138969412216343e-08
16bits,posit16,1.9728643216080402,6.579801978178694e-05,9990.0,4.138969412216343e-08
16bits,float16,1.9819095477386934,0.00014680407243820563,9990.0,9.25123297615869e-08
16bits,posit16,1.9819095477386934,7.604016437203523e-06,9990.0,4.791864860882588e-09
16bits,float16,1.9909547738693467,8.100605265619398e-05,9990.0,5.1140211175729344e-08
16bits,posit16,1.9909547738693467,7.340203621921515e-05,9990.0,4.6339693268490215e-08
16bits,float16,2.0,0.0,9990.0,0.0
16bits,posit16,2.0,0.0,9990.0,0.0
24bits,float24,0.2,2.8913738024769637e-05,1990.0,4.3690090771521165e-07
24bits,posit20,0.2,1.9275825360314485e-05,1990.0,2.9126727198170037e-07
24bits,posit24,0.2,1.2047390915172948e-06,1990.0,1.8204204599778886e-08
24bits,float24,0.20904522613065327,4.3540118075914626e-05,1990.0,6.614903972269028e-07
24bits,posit20,0.20904522613065327,4.64944531786583e-06,1990.0,7.063746186374934e-08
24bits,posit24,0.20904522613065327,1.3742501141670836e-06,1990.0,2.0878520651836237e-08
24bits,float24,0.21809045226130655,9.908106819865767e-06,1990.0,1.5166005436093207e-07
24bits,posit20,0.21809045226130655,9.908106819865767e-06,1990.0,1.5166005436093207e-07
24bits,posit24,0.21809045226130655,2.0561726530969155e-06,1990.0,3.1473142338279765e-08
24bits,float24,0.2271356783919598,2.4433583810938965e-05,1990.0,3.760380610361701e-07
24bits,posit20,0.2271356783919598,2.4433583810938965e-05,1990.0,3.760380610361701e-07
24bits,posit24,0.2271356783919598,5.050248654234054e-07,1990.0,7.772440296928589e-09
24bits,float24,0.2361809045226131,3.895906079804376e-05,1990.0,6.028841244814845e-07
24bits,posit20,0.2361809045226131,3.895906079804376e-05,1990.0,6.028841244814845e-07
24bits,posit24,0.2361809045226131,3.066222377844893e-06,1990.0,4.744921350427137e-08
24bits,float24,0.24522613065326634,4.29869850680725e-06,2490.0,6.342607991749472e-08
24bits,posit20,0.24522613065326634,3.225860933365602e-05,2490.0,4.759666513811462e-07
24bits,posit24,0.24522613065326634,2.709649786549253e-07,2490.0,3.998011587880904e-09
24bits,float24,0.2542713567839196,5.19517922535595e-05,2490.0,7.697092305579864e-07
24bits,posit20,0.2542713567839196,2.1162823437318773e-05,2490.0,3.135449199493099e-07
24bits,posit24,0.2542713567839196,2.8841695084312827e-06,2490.0,4.2731382238385204e-08
24bits,float24,0.2633165829145729,6.304757814693883e-05,2490.0,9.379926155325892e-07
24bits,posit20,0.2633165829145729,6.304757814693883e-05,2490.0,9.379926155325892e-07
24bits,posit24,0.2633165829145729,9.277105766500512e-07,2490.0,1.3802047526307232e-08
24bits,float24,0.2723618090452261,1.0287483641937729e-06,2490.0,1.536932217194097e-08
24bits,posit20,0.2723618090452261,1.0287483641937729e-06,2490.0,1.536932217194097e-08
24bits,posit24,0.2723618090452261,1.0287483641937729e-06,2490.0,1.536932217194097e-08
24bits,float24,0.2814070351758794,1.2038357673325264e-05,2490.0,1.8098282159900115e-07
24bits,posit20,0.2814070351758794,6.0556587086732054e-05,2490.0,9.103984359281519e-07
24bits,posit24,0.2814070351758794,2.96398957665053e-06,2490.0,4.4560164361616414e-08
24bits,float24,0.2904522613065327,2.3055278940030716e-05,2490.0,3.480606328516039e-07
24bits,posit20,0.2904522613065327,2.3055278940030716e-05,2490.0,3.480606328516039e-07
24bits,posit24,0.2904522613065327,4.167825346576852e-06,2490.0,6.292077103510085e-08
24bits,float24,0.29949748743718596,3.407220020496025e-05,2490.0,5.165456001285852e-07
24bits,posit20,0.29949748743718596,3.85227445567419e-05,2490.0,5.84017295199569e-07
24bits,posit24,0.29949748743718596,2.2252721755279e-06,2490.0,3.373584755003161e-08
24bits,float24,0.3085427135678392,4.50891214621354e-05,2490.0,6.864578677891998e-07
24bits,posit20,0.3085427135678392,4.50891214621354e-05,2490.0,6.864578677891998e-07
24bits,posit24,0.3085427135678392,2.8271901019849057e-07,2490.0,4.3042464024738755e-09
24bits,float24,0.31758793969849247,5.610604273735138e-05,2490.0,8.578179991165648e-07
24bits,posit20,0.31758793969849247,1.6488902019793543e-05,2490.0,2.5210255880693383e-07
24bits,posit24,0.31758793969849247,1.659834169956618e-06,2490.0,2.5377580682407084e-08
24bits,float24,0.3266331658291457,4.632544531105616e-05,3320.0,6.562904753541955e-07
24bits,posit20,0.3266331658291457,4.632544531105616e-05,3320.0,6.562904753541955e-07
24bits,posit24,0.3266331658291457,2.4862161579498793e-06,3320.0,3.522211114742316e-08
24bits,float24,0.335678391959799,3.826884612656973e-06,3320.0,5.4372126748936036e-08
24bits,posit20,0.335678391959799,3.826884612656973e-06,3320.0,5.4372126748936036e-08
24bits,posit24,0.335678391959799,2.4358624084354608e-06,3320.0,3.4608574063525994e-08
24bits,float24,0.34472361809045227,1.1430300088841892e-05,3320.0,1.6287240269503133e-07
24bits,posit20,0.34472361809045227,3.867167608564217e-05,3320.0,5.510396710016769e-07
24bits,posit24,0.34472361809045227,1.0951939516787217e-06,3320.0,1.5605615676083538e-08
24bits,float24,0.35376884422110555,1.903371557563148e-05,3320.0,2.7200498600542533e-07
24bits,posit20,0.35376884422110555,1.903371557563148e-05,3320.0,2.7200498600542533e-07
24bits,posit24,0.35376884422110555,2.454745050175802e-07,3320.0,3.5080007971573886e-09
24bits,float24,0.36281407035175883,2.6637131058920568e-05,3320.0,3.8177606315319007e-07
24bits,posit20,0.36281407035175883,2.34648451208222e-05,3320.0,3.363093484975712e-07
24bits,posit24,0.36281407035175883,1.5861429671754818e-06,3320.0,2.2733357304866044e-08
24bits,float24,0.37185929648241206,3.424054653499018e-05,3320.0,4.921919103988379e-07
24bits,posit20,0.37185929648241206,3.424054653499018e-05,3320.0,4.921919103988379e-07
24bits,posit24,0.37185929648241206,2.9268114219606462e-06,3320.0,4.207155115262798e-08
24bits,float24,0.38090452261306534,4.1843962018361666e-05,3320.0,6.032588958625569e-07
24bits,posit20,0.38090452261306534,8.258014165084127e-06,3320.0,1.1905470386907126e-07
24bits,posit24,0.38090452261306534,1.9952671439588516e-06,3320.0,2.8765503925030753e-08
24bits,float24,0.38994974874371857,4.944737749607368e-05,3320.0,7.149834806202656e-07
24bits,posit20,0.38994974874371857,4.944737749607368e-05,3320.0,7.149834806202656e-07
24bits,posit24,0.38994974874371857,6.545986836906691e-07,3320.0,9.465158088109925e-09
24bits,float24,0.39899497487437185,6.8982382376068584e-06,3320.0,1.0032540759874714e-07
24bits,posit20,0.39899497487437185,6.8982382376068584e-06,3320.0,1.0032540759874714e-07
24bits,posit24,0.39899497487437185,6.810760513340646e-07,3320.0,9.905316410262458e-09
24bits,float24,0.40804020100502514,1.4446310517690147e-05,3320.0,2.1071980513728777e-07
24bits,posit20,0.40804020100502514,3.5290986941308e-05,3320.0,5.14768797313444e-07
24bits,posit24,0.40804020100502514,2.011986150706148e-06,3320.0,2.9347654481729926e-08
24bits,float24,0.4170854271356784,2.1994382797879766e-05,3320.0,3.2176614956453894e-07
24bits,posit20,0.4170854271356784,2.1994382797879766e-05,3320.0,3.2176614956453894e-07
24bits,posit24,0.4170854271356784,2.8742659343560122e-06,3320.0,4.204898549003476e-08
24bits,float24,0.42613065326633165,2.9542455072737346e-05,3320.0,4.3347080598155685e-07
24bits,posit20,0.42613065326633165,2.019484238821505e-05,3320.0,2.963150687907067e-07
24bits,posit24,0.42613065326633165,1.5433558330096256e-06,3320.0,2.2645365638962635e-08
24bits,float24,0.43517587939698493,3.709052734921679e-05,3320.0,5.458402279908994e-07
24bits,posit20,0.43517587939698493,3.709052734921679e-05,3320.0,5.458402279908994e-07
24bits,posit24,0.43517587939698493,2.1244574285813131e-07,3320.0,3.126443351220492e-09
24bits,float24,0.44422110552763816,4.463859962393682e-05,3320.0,6.588809590378559e-07
24bits,posit20,0.44422110552763816,5.098697833340287e-06,3320.0,7.525851945009632e-08
24bits,posit24,0.44422110552763816,1.1184643529103775e-06,3320.0,1.65089154326042e-08
24bits,float24,0.45326633165829144,2.449374454093267e-06,3320.0,3.6261860332997344e-08
24bits,posit20,0.45326633165829144,4.7287923006831397e-05,3320.0,7.000759139213794e-07
24bits,posit24,0.45326633165829144,2.449374454093267e-06,3320.0,3.6261860332997344e-08
24bits,float24,0.4623115577889447,9.997446727059222e-06,3320.0,1.484523820436671e-07
24bits,posit20,0.4623115577889447,9.997446727059222e-06,3320.0,1.484523820436671e-07
24bits,posit24,0.4623115577889447,2.4368776382642234e-06,3320.0,3.618526811788156e-08
24bits,float24,0.471356783919598,1.754551900349468e-05,3320.0,2.613197157424266e-07
24bits,posit20,0.471356783919598,3.219177845372193e-05,3320.0,4.794583957863516e-07
24bits,posit24,0.471356783919598,1.1059675425234571e-06,3320.0,1.6472076075186825e-08
24bits,float24,0.48040201005025124,2.509359127282343e-05,3320.0,3.7487062552797365e-07
24bits,posit20,0.48040201005025124,2.509359127282343e-05,3320.0,3.7487062552797365e-07
24bits,posit24,0.48040201005025124,2.2494254781540675e-07,3320.0,3.3603940091007857e-09
24bits,float24,0.4894472361809045,1.8186419640249238e-05,4980.0,2.3082787262854826e-07
24bits,posit20,0.4894472361809045,9.524893588597669e-06,4980.0,1.2089300519226956e-07
24bits,posit24,0.4894472361809045,8.668488722212675e-07,4980.0,1.1002323990489397e-08
24bits,float24,0.4984924623115578,2.2060837358826875e-05,4990.0,2.8274003136070523e-07
24bits,posit20,0.4984924623115578,2.2060837358826875e-05,4990.0,2.8274003136070523e-07
24bits,posit24,0.4984924623115578,1.5845937256528943e-06,4990.0,2.030875221992288e-08
24bits,float24,0.507537688442211,5.350576224599709e-05,4990.0,6.868985458702368e-07
24bits,posit20,0.507537688442211,1.0975540957427203e-06,4990.0,1.409022656121839e-08
24bits,posit24,0.507537688442211,1.0975540957427203e-06,4990.0,1.409022656121839e-08
24bits,float24,0.5165829145728643,3.0347370791357605e-05,4990.0,3.902483977173371e-07
24bits,posit20,0.5165829145728643,2.4255945550442476e-05,4990.0,3.119164408423106e-07
24bits,posit24,0.5165829145728643,3.04571262051748e-06,4990.0,3.916597843792281e-08
24bits,float24,0.5256281407035176,7.188979336707885e-06,4990.0,9.260119638970753e-08
24bits,posit20,0.5256281407035176,4.741433700492223e-05,4990.0,6.107437686264934e-07
24bits,posit24,0.5256281407035176,3.635647940078561e-07,4990.0,4.683075762698305e-09
24bits,float24,0.5346733668341708,3.8633904228882004e-05,4990.0,4.98480943557802e-07
24bits,posit20,0.5346733668341708,3.8633904228882004e-05,4990.0,4.98480943557802e-07
24bits,posit24,0.5346733668341708,2.318583032431973e-06,4990.0,2.99159373302033e-08
24bits,float24,0.543718592964824,1.547551276929828e-05,4990.0,2.000123940057089e-07
24bits,posit20,0.543718592964824,1.547551276929828e-05,4990.0,2.000123940057089e-07
24bits,posit24,0.543718592964824,1.8246836887723653e-06,4990.0,2.3583021664429995e-08
24bits,float24,0.5527638190954773,4.692043766132278e-05,4990.0,6.074452193578152e-07
24bits,posit20,0.5527638190954773,7.682878680427259e-06,4990.0,9.946471426767187e-08
24bits,posit24,0.5527638190954773,8.574641376373806e-07,4990.0,1.1100972563997992e-08
24bits,float24,0.5618090452261306,2.3762046201888673e-05,4990.0,3.0815088168557304e-07
24bits,posit20,0.5618090452261306,3.084127013496727e-05,4990.0,3.999556479138307e-07
24bits,posit24,0.5618090452261306,3.539611969091241e-06,4990.0,4.590238314725894e-08
24bits,float24,0.5708542713567839,6.036547522830666e-07,4990.0,7.841588237111876e-09
24bits,posit20,0.5708542713567839,5.3999661589486824e-05,4990.0,7.014657129420606e-07
24bits,posit24,0.5708542713567839,6.036547522830666e-07,4990.0,7.841588237111876e-09
24bits,float24,0.5798994974874372,3.2048579639373265e-05,4990.0,4.1702428815025084e-07
24bits,posit20,0.5798994974874372,3.2048579639373265e-05,4990.0,4.1702428815025084e-07
24bits,posit24,0.5798994974874372,2.0784930693126007e-06,4990.0,2.7045881670681926e-08
24bits,float24,0.5889447236180905,8.890188189577734e-06,4990.0,1.1587826876306245e-07
24bits,posit20,0.5889447236180905,8.890188189577734e-06,4990.0,1.1587826876306245e-07
24bits,posit24,0.5889447236180905,2.0647736419636496e-06,4990.0,2.6913085517417373e-08
24bits,float24,0.5979899497487438,4.033511307678787e-05,4990.0,5.26640357800194e-07
24bits,posit20,0.5979899497487438,1.4268203259918065e-05,4990.0,1.8629454826694184e-07
24bits,posit24,0.5979899497487438,6.173741745980303e-07,4990.0,8.060821734311016e-09
24bits,float24,0.607035175879397,1.7176721622268203e-05,4990.0,2.2465303465492e-07
24bits,posit20,0.607035175879397,3.7426594724476016e-05,4990.0,4.894995835990175e-07
24bits,posit24,0.607035175879397,3.525892536798152e-06,4990.0,4.611488010776986e-08
24bits,float24,0.6160804020100503,4.862164650936852e-05,4990.0,6.370069534915727e-07
24bits,posit20,0.6160804020100503,4.862164650936852e-05,4990.0,6.370069534915727e-07
24bits,posit24,0.6160804020100503,8.437447102585462e-07,4990.0,1.1054155628072608e-08
24bits,float24,0.6251256281407035,2.546325505964279e-05,4990.0,3.3417371156571197e-07
24bits,posit20,0.6251256281407035,2.546325505964279e-05,4990.0,3.3417371156571197e-07
24bits,posit24,0.6251256281407035,1.8384031111771783e-06,4990.0,2.4126765787202632e-08
24bits,float24,0.6341708542713568,2.304863605193125e-06,4990.0,3.030043057676924e-08
24bits,posit20,0.6341708542713568,2.304863605193125e-06,4990.0,3.030043057676924e-08
24bits,posit24,0.6341708542713568,2.304863605193125e-06,4990.0,3.030043057676924e-08
24bits,float24,0.6432160804020101,3.3749788497187544e-05,4990.0,4.444482457520176e-07
24bits,posit20,0.6432160804020101,2.085352784955667e-05,4990.0,2.746184282376185e-07
24bits,posit24,0.6432160804020101,3.7728421647253585e-07,4990.0,4.968425450325734e-09
24bits,float24,0.6522613065326632,1.0591397037583665e-05,4990.0,1.3971766856132253e-07
24bits,posit20,0.6522613065326632,4.401191930421641e-05,4990.0,5.805884466675482e-07
24bits,posit24,0.6522613065326632,3.059432052800441e-06,4990.0,4.0358860312147813e-08
24bits,float24,0.6613065326633165,4.1657870517240274e-05,4990.0,5.519225334802256e-07
24bits,posit20,0.6613065326633165,4.1657870517240274e-05,4990.0,5.519225334802256e-07
24bits,posit24,0.6613065326633165,1.0740769460880944e-06,4990.0,1.423037860266213e-08
24bits,float24,0.6703517587939698,1.870797318512372e-05,4990.0,2.482835250419207e-07
24bits,posit20,0.6703517587939698,1.870797318512372e-05,4990.0,2.482835250419207e-07
24bits,posit24,0.6703517587939698,1.5839236004322848e-06,4990.0,2.1021097850873753e-08
24bits,float24,0.6793969849246231,4.986980060942031e-05,4990.0,6.629796088260352e-07
24bits,posit20,0.6793969849246231,4.241924157091565e-06,4990.0,5.639303113270835e-08
24bits,posit24,0.6793969849246231,2.5220414430627214e-06,4990.0,3.352854892022962e-08
24bits,float24,0.6884422110552764,2.6919903277243443e-05,4990.0,3.584913533659511e-07
24bits,posit20,0.6884422110552764,2.7191821484299514e-05,4990.0,3.6211247804199e-07
24bits,posit24,0.6884422110552764,1.3595910350794902e-07,4990.0,1.8105623378435886e-09
24bits,float24,0.6974874371859296,3.970005935118521e-06,4990.0,5.2959061070453786e-08
24bits,posit20,0.6974874371859296,5.01417188214454e-05,4990.0,6.688801963145604e-07
24bits,posit24,0.6974874371859296,2.7939596551279834e-06,4990.0,3.7270846044525856e-08
24bits,float24,0.7065326633165829,3.51318333644243e-05,4990.0,4.6945627666718696e-07
24bits,posit20,0.7065326633165829,3.51318333644243e-05,4990.0,4.6945627666718696e-07
24bits,posit24,0.7065326633165829,1.3120053834784508e-06,4990.0,1.7531939079352596e-08
24bits,float24,0.7155778894472362,1.2181936027268397e-05,4990.0,1.6306364814314225e-07
24bits,posit20,0.7155778894472362,1.2181936027268397e-05,4990.0,1.6306364814314225e-07
24bits,posit24,0.7155778894472362,1.345995163152529e-06,4990.0,1.801707718643453e-08
24bits,float24,0.7246231155778895,4.3343763451605166e-05,4990.0,5.811861481403585e-07
24bits,posit20,0.7246231155778895,1.0767961309917659e-05,4990.0,1.4438501548256789e-07
24bits,posit24,0.7246231155778895,2.759969880483133e-06,4990.0,3.700777542334104e-08
24bits,float24,0.7336683417085428,2.0393866114499547e-05,4990.0,2.739285487568363e-07
24bits,posit20,0.7336683417085428,3.3717858642064374e-05,4990.0,4.5289520060415397e-07
24bits,posit24,0.7336683417085428,1.0196932893352573e-07,4990.0,1.3696427213432714e-09
24bits,float24,0.7427135678391961,5.155569354378519e-05,4990.0,6.936889306192599e-07
24bits,posit20,0.7427135678391961,5.155569354378519e-05,4990.0,6.936889306192599e-07
24bits,posit24,0.7427135678391961,2.556031217757764e-06,4990.0,3.439175074923571e-08
24bits,float24,0.7517587939698491,2.8605796201620098e-05,4990.0,3.855616910599999e-07
24bits,posit20,0.7517587939698491,2.8605796201620098e-05,4990.0,3.855616910599999e-07
24bits,posit24,0.7517587939698491,1.5499338208486705e-06,4990.0,2.0890699940014932e-08
24bits,float24,0.7608040201005024,5.655898869443232e-06,4990.0,7.636502331516525e-08
24bits,posit20,0.7608040201005024,5.655898869443232e-06,4990.0,7.636502331516525e-08
24bits,posit24,0.7608040201005024,1.1080667257521546e-06,4990.0,1.4960936059819614e-08
24bits,float24,0.7698492462311557,3.681772629381015e-05,4990.0,4.979711144901618e-07
24bits,posit20,0.7698492462311557,1.7293998467722688e-05,4990.0,2.3390666827834344e-07
24bits,posit24,0.7698492462311557,2.9978983178734886e-06,4990.0,4.0547500260015053e-08
24bits,float24,0.778894472361809,1.386782895663421e-05,4990.0,1.8789331037185108e-07
24bits,posit20,0.778894472361809,4.0243895804908754e-05,4990.0,5.452590184591825e-07
24bits,posit24,0.778894472361809,3.398977712224723e-07,4990.0,4.605228231848905e-09
24bits,float24,0.7879396984924623,4.5029656385970044e-05,4990.0,6.111649716147279e-07
24bits,posit20,0.7879396984924623,4.5029656385970044e-05,4990.0,6.111649716147279e-07
24bits,posit24,0.7879396984924623,2.3181027803775258e-06,4990.0,3.146244794357013e-08
24bits,float24,0.7969849246231155,2.2079759043794937e-05,4990.0,3.0020122697405375e-07
24bits,posit20,0.7969849246231155,2.2079759043794937e-05,4990.0,3.0020122697405375e-07
24bits,posit24,0.7969849246231155,1.7878622632179628e-06,4990.0,2.430816586431758e-08
24bits,float24,0.8060301507537688,5.3241586473151e-05,4990.0,7.251515302940952e-07
24bits,posit20,0.8060301507537688,8.701382883617984e-07,4990.0,1.1851301833370762e-08
24bits,posit24,0.8060301507537688,8.701382883617984e-07,4990.0,1.1851301833370762e-08
24bits,float24,0.8150753768844221,3.0291689136005116e-05,4990.0,4.1329700472644167e-07
24bits,posit20,0.8150753768844221,2.3820035620548783e-05,4990.0,3.249983627604978e-07
24bits,posit24,0.8150753768844221,3.235826755223572e-06,4990.0,4.414932094871669e-08
24bits,float24,0.8241206030150754,7.341791803798097e-06,4990.0,1.003467157354829e-07
24bits,posit20,0.8241206030150754,4.676993295774486e-05,4990.0,6.392457444850901e-07
24bits,posit24,0.8241206030150754,5.778262036136558e-07,4990.0,7.89765813939701e-09
24bits,float24,0.8331658291457287,3.8503619228144876e-05,4990.0,5.27188992146639e-07
24bits,posit20,0.8331658291457287,3.8503619228144876e-05,4990.0,5.27188992146639e-07
24bits,posit24,0.8331658291457287,2.080174337998115e-06,4990.0,2.8481608604853132e-08
24bits,float24,0.842211055276382,1.555372189097896e-05,4990.0,2.1333599858001186e-07
24bits,posit20,0.842211055276382,1.555372189097896e-05,4990.0,2.1333599858001186e-07
24bits,posit24,0.842211055276382,2.025790700588182e-06,4990.0,2.7785894916592127e-08
24bits,float24,0.8512562814070352,4.671554931536602e-05,4990.0,6.418856569179559e-07
24bits,posit20,0.8512562814070352,7.396175446176947e-06,4990.0,1.0162566863789241e-07
24bits,posit24,0.8512562814070352,6.32209855970615e-07,4990.0,8.686753012253863e-09
24bits,float24,0.8603015075376885,2.3765651983169005e-05,4990.0,3.271249767075765e-07
24bits,posit20,0.8603015075376885,3.0346072783363006e-05,4990.0,4.1770191532963955e-07
24bits,posit24,0.8603015075376885,3.29021039761254e-06,4990.0,4.5288469276608524e-08
24bits,float24,0.8693467336683416,8.157546459427752e-07,4990.0,1.1248449348331773e-08
24bits,posit20,0.8693467336683416,5.3295970115570026e-05,4990.0,7.348986895566146e-07
24bits,posit24,0.8693467336683416,8.157546459427752e-07,4990.0,1.1248449348331773e-08
24bits,float24,0.8783919597989949,3.1977582070339846e-05,4990.0,4.4172220084611704e-07
24bits,posit20,0.8783919597989949,3.1977582070339846e-05,4990.0,4.4172220084611704e-07
24bits,posit24,0.8783919597989949,1.8422459056169495e-06,4990.0,2.5447856380773568e-08
24bits,float24,0.8874371859296482,9.027684738112689e-06,4990.0,1.2492572337619424e-07
24bits,posit20,0.8874371859296482,9.027684738112689e-06,4990.0,1.2492572337619424e-07
24bits,posit24,0.8874371859296482,2.263719142947457e-06,4990.0,3.132550146119123e-08
24bits,float24,0.8964824120603014,4.018951215752071e-05,4990.0,5.571363451341177e-07
24bits,posit20,0.8964824120603014,1.3922212609011305e-05,4990.0,1.9299987068219046e-07
24bits,posit24,0.8964824120603014,3.9428141363147735e-07,4990.0,5.465816675976189e-09
24bits,float24,0.9055276381909547,1.7239614825313686e-05,4990.0,2.394147879979716e-07
24bits,posit20,0.9055276381909547,3.6872109936199116e-05,4990.0,5.120606505919374e-07
24bits,posit24,0.9055276381909547,3.0522819602423206e-06,4990.0,4.238850147313703e-08
24bits,float24,0.914572864321608,4.8401442249730895e-05,4990.0,6.73376209171276e-07
