pair,fmt,I,rmse,rate_Hz,rel
16bits,posit16,0.7608040201005024,0.0004385496969566971,4990.0,5.921226423244839e-06
16bits,float16,0.7698492462311557,0.0012077519432213758,4990.0,1.633521788918388e-05
16bits,posit16,0.7698492462311557,0.0005238232491475961,4990.0,7.084871159406203e-06
16bits,float16,0.778894472361809,0.0006090968013384548,4990.0,8.252568927580207e-06
16bits,posit16,0.778894472361809,0.0006090968013384548,4990.0,8.252568927580207e-06
16bits,float16,0.7879396984924623,0.0010372048388496366,4990.0,1.4077461761213189e-05
16bits,posit16,0.7879396984924623,0.0006943703535243344,4990.0,9.424341011270577e-06
16bits,float16,0.7969849246231155,0.0007796439057102243,4990.0,1.0600208844351577e-05
16bits,posit16,0.7969849246231155,0.0007796439057102243,4990.0,1.0600208844351577e-05
16bits,float16,0.8060301507537688,0.0008666577344728779,4990.0,1.18038966158757e-05
16bits,posit16,0.8060301507537688,0.0008649174578961241,4990.0,1.178019401220871e-05
16bits,float16,0.8150753768844221,0.000950191010082034,4990.0,1.296431825316551e-05
16bits,posit16,0.8150753768844221,0.0007813841822819487,4990.0,1.0661133508533615e-05
16bits,float16,0.8241206030150754,0.0006961106300961195,4990.0,9.514355267131039e-06
16bits,posit16,0.8241206030150754,0.0006961106300961195,4990.0,9.514355267131039e-06
16bits,float16,0.8331658291457287,0.0011207381144637514,4990.0,1.534507168075437e-05
16bits,posit16,0.8331658291457287,0.0006108370779102095,4990.0,8.36354062097672e-06
16bits,float16,0.842211055276382,0.0005255635257293189,4990.0,7.208668148023374e-06
16bits,posit16,0.842211055276382,0.0005255635257293189,4990.0,7.208668148023374e-06
16bits,float16,0.8512562814070352,0.0012912852188305922,4990.0,1.7742646144700713e-05
16bits,posit16,0.8512562814070352,0.00044028997353841987,4990.0,6.049716273084006e-06
16bits,float16,0.8603015075376885,0.0003550164213475813,4990.0,4.886663267069781e-06
16bits,posit16,0.8603015075376885,0.0003550164213475813,4990.0,4.886663267069781e-06
16bits,float16,0.8693467336683416,0.0014618323232072903,4990.0,2.0157221199786624e-05
16bits,posit16,0.8693467336683416,0.00026974286916173174,4990.0,3.7194872451773864e-06
16bits,float16,0.8783919597989949,0.00018446931697577157,4990.0,2.5481661654059016e-06
16bits,posit16,0.8783919597989949,0.00018446931697577157,4990.0,2.5481661654059016e-06
16bits,float16,0.8874371859296482,0.00163237942757908,4990.0,2.258897898296187e-05
16bits,posit16,0.8874371859296482,9.919576478492293e-05,4990.0,1.3726778272672316e-06
16bits,float16,0.8964824120603014,1.3922212609011305e-05,4990.0,1.9299987068219046e-07
16bits,posit16,0.8964824120603014,1.3922212609011305e-05,4990.0,1.9299987068219046e-07
16bits,float16,0.9055276381909547,0.0016602238527821255,4990.0,2.3056323808294344e-05
16bits,posit16,0.9055276381909547,7.135133958185747e-05,4990.0,9.908902265185193e-07
16bits,float16,0.914572864321608,0.00015662489177276654,4990.0,2.17901514875675e-06
16bits,posit16,0.914572864321608,0.00015662489177276654,4990.0,2.17901514875675e-06
16bits,float16,0.9236180904522613,0.0014896767484053768,4990.0,2.076198899054069e-05
16bits,posit16,0.9236180904522613,0.0002418984439636353,4990.0,3.3713977450332056e-06
16bits,float16,0.9326633165829146,0.0003271719961494949,4990.0,4.568061030163451e-06
16bits,posit16,0.9326633165829146,0.0003271719961494949,4990.0,4.568061030163451e-06
16bits,float16,0.9417085427135679,0.0013191296440385764,4990.0,1.8451153440356216e-05
16bits,posit16,0.9417085427135679,0.0004124455483303955,4990.0,5.769028186446615e-06
16bits,float16,0.9507537688442211,0.0004977191005163155,4990.0,6.974322565282459e-06
16bits,posit16,0.9507537688442211,0.0004977191005163155,4990.0,6.974322565282459e-06
16bits,float16,0.9597989949748744,0.0011485825396617977,4990.0,1.6123637833971673e-05
16bits,posit16,0.9597989949748744,0.0005829926527071943,4990.0,8.183967688456146e-06
16bits,float16,0.9688442211055277,0.0006682662048980329,4990.0,9.397987249790316e-06
16bits,posit16,0.9688442211055277,0.0006682662048980329,4990.0,9.397987249790316e-06
16bits,float16,0.977889447236181,0.0009780354352900685,4990.0,1.3779260220884022e-05
16bits,posit16,0.977889447236181,0.0007535397570838825,4990.0,1.06164051168162e-05
16bits,float16,0.986934673366834,0.0008388133092648537,4990.0,1.1839245332463391e-05
16bits,posit16,0.986934673366834,0.0008388133092648537,4990.0,1.1839245332463391e-05
16bits,float16,0.9959798994974873,3.600269006941955e-05,9990.0,1.896237864076449e-08
16bits,posit16,0.9959798994974873,3.600269006941955e-05,9990.0,1.896237864076449e-08
16bits,float16,1.0050251256281406,4.5003362586774444e-05,9990.0,2.3738736378861492e-08
16bits,posit16,1.0050251256281406,4.5003362586774444e-05,9990.0,2.3738736378861492e-08
16bits,float16,1.014070351758794,0.00012600941524274373,9990.0,6.656890110796466e-08
16bits,posit16,1.014070351758794,2.8398673632440724e-05,9990.0,1.5002597170961582e-08
16bits,float16,1.0231155778894472,0.00010180070985143118,9990.0,5.386119051617558e-08
16bits,posit16,1.0231155778894472,5.260737902397797e-05,9990.0,2.783375546499002e-08
16bits,float16,1.0321608040201005,2.0794657195237196e-05,9990.0,1.1018808942381331e-08
16bits,posit16,1.0321608040201005,2.0794657195237196e-05,9990.0,1.1018808942381331e-08
16bits,float16,1.0412060301507537,6.0211395460732097e-05,9990.0,3.195363889345058e-08
16bits,posit16,1.0412060301507537,6.0211395460732097e-05,9990.0,3.195363889345058e-08
16bits,float16,1.050251256281407,0.00014121744811737547,9990.0,7.505674619941188e-08
16bits,posit16,1.050251256281407,1.3190640758258366e-05,9990.0,7.01079497469265e-09
16bits,float16,1.0592964824120603,8.659267697724882e-05,9990.0,4.609388216877508e-08
16bits,posit16,1.0592964824120603,6.781541189816031e-05,9990.0,3.609861381329088e-08
16bits,float16,1.0683417085427136,5.5866243210548425e-06,9990.0,2.97833361568852e-09
16bits,posit16,1.0683417085427136,5.5866243210548425e-06,9990.0,2.97833361568852e-09
16bits,float16,1.0773869346733669,7.541942833513914e-05,9990.0,4.026891014763993e-08
16bits,posit16,1.0773869346733669,7.541942833513914e-05,9990.0,4.026891014763993e-08
16bits,float16,1.0864321608040202,0.00015239069675926047,9990.0,8.149085443565576e-08
16bits,posit16,1.0864321608040202,2.017392116148681e-06,9990.0,1.0787994987411958e-09
16bits,float16,1.0954773869346734,7.138464410306648e-05,9990.0,3.823138297864897e-08
16bits,posit16,1.0954773869346734,7.138464410306648e-05,9990.0,3.823138297864897e-08
16bits,float16,1.1045226130653265,9.621408552902819e-06,9990.0,5.1608314864585834e-09
16bits,posit16,1.1045226130653265,9.621408552902819e-06,9990.0,5.1608314864585834e-09
16bits,float16,1.1135678391959798,9.06274612093215e-05,9990.0,4.868640088784511e-08
16bits,posit16,1.1135678391959798,6.378062766608765e-05,9990.0,3.4263888296036e-08
16bits,float16,1.122613065326633,0.0001371826638853028,9990.0,7.380995639535547e-08
16bits,posit16,1.122613065326633,1.722542499010634e-05,9990.0,9.267992262303846e-09
16bits,float16,1.1316582914572864,5.61766112293335e-05,9990.0,3.0271932265954786e-08
16bits,posit16,1.1316582914572864,5.61766112293335e-05,9990.0,3.0271932265954786e-08
16bits,float16,1.1407035175879396,2.4829441427309865e-05,9990.0,1.3400514579818134e-08
16bits,posit16,1.1407035175879396,2.4829441427309865e-05,9990.0,1.3400514579818134e-08
16bits,float16,1.149748743718593,0.00010583549408327916,9990.0,5.720800764464326e-08
16bits,posit16,1.149748743718593,4.857259479190529e-05,9990.0,2.625528796595365e-08
16bits,float16,1.1587939698492462,0.00012197463101112045,9990.0,6.603390614245907e-08
16bits,posit16,1.1587939698492462,3.24334578642887e-05,9990.0,1.755863407605292e-08
16bits,float16,1.1678391959798995,4.096857835492646e-05,9990.0,2.2213725659165316e-08
16bits,posit16,1.1678391959798995,4.096857835492646e-05,9990.0,2.2213725659165316e-08
16bits,float16,1.1768844221105528,4.003747430126753e-05,9990.0,2.174258931648246e-08
16bits,posit16,1.1768844221105528,4.003747430126753e-05,9990.0,2.174258931648246e-08
16bits,float16,1.185929648241206,0.0001210435269576862,9990.0,6.583567415734521e-08
16bits,posit16,1.185929648241206,3.3364561917722945e-05,9990.0,1.8147012748444166e-08
16bits,float16,1.1949748743718593,0.00010676659813693809,9990.0,5.816092451521908e-08
16bits,posit16,1.1949748743718593,4.7641490738695746e-05,9990.0,2.5952621840511296e-08
16bits,float16,1.2040201005025124,2.5760545480968802e-05,9990.0,1.4054913733444879e-08
16bits,posit16,1.2040201005025124,2.5760545480968802e-05,9990.0,1.4054913733444879e-08
16bits,float16,1.2130653266331657,5.5245507175449875e-05,9990.0,3.018897620697569e-08
16bits,posit16,1.2130653266331657,5.5245507175449875e-05,9990.0,3.018897620697569e-08
16bits,float16,1.222110552763819,0.00013625155983186855,9990.0,7.457139285098431e-08
16bits,posit16,1.222110552763819,1.8156529043540584e-05,9990.0,9.937190163451524e-09
16bits,float16,1.2311557788944723,9.155856526275574e-05,9990.0,5.0189187717741934e-08
16bits,posit16,1.2311557788944723,6.28495236126534e-05,9990.0,3.445190004358064e-08
16bits,float16,1.2402010050251255,1.0552512606786447e-05,9990.0,5.793600593388581e-09
16bits,posit16,1.2402010050251255,1.0552512606786447e-05,9990.0,5.793600593388581e-09
16bits,float16,1.2492462311557788,7.045354004985692e-05,9990.0,3.87416440930688e-08
16bits,posit16,1.2492462311557788,7.045354004985692e-05,9990.0,3.87416440930688e-08
16bits,float16,1.258291457286432,0.00015145959270582623,9990.0,8.341720637137551e-08
16bits,posit16,1.258291457286432,2.948496169582924e-06,9990.0,1.623900533926682e-09
16bits,float16,1.2673366834170854,7.635053238879809e-05,9990.0,4.2116825911724916e-08
16bits,posit16,1.2673366834170854,7.635053238879809e-05,9990.0,4.2116825911724916e-08
16bits,float16,1.2763819095477387,4.6555202676205995e-06,9990.0,2.57215759439222e-09
16bits,posit16,1.2763819095477387,4.6555202676205995e-06,9990.0,2.57215759439222e-09
16bits,float16,1.285427135678392,8.566157292403928e-05,9990.0,4.740261167791177e-08
16bits,posit16,1.285427135678392,6.874651595136987e-05,9990.0,3.804231335726084e-08
16bits,float16,1.2944723618090452,0.00014214855217058503,9990.0,7.878556015493059e-08
16bits,posit16,1.2944723618090452,1.225953670459943e-05,9990.0,6.794824511140308e-09
16bits,float16,1.3035175879396983,6.114249951461574e-05,9990.0,3.3941921753777735e-08
16bits,posit16,1.3035175879396983,6.114249951461574e-05,9990.0,3.3941921753777735e-08
16bits,float16,1.3125628140703516,1.9863553141802953e-05,9990.0,1.1044354126193734e-08
16bits,posit16,1.3125628140703516,1.9863553141802953e-05,9990.0,1.1044354126193734e-08
16bits,float16,1.3216080402010049,0.00010086960579799694,9990.0,5.617394911503822e-08
16bits,posit16,1.3216080402010049,5.353848307741221e-05,9990.0,2.981540376106645e-08
16bits,float16,1.3306532663316581,0.00012694051929685205,9990.0,7.080554201398478e-08
16bits,posit16,1.3306532663316581,2.7467569578781783e-05,9990.0,1.5321003589755394e-08
16bits,float16,1.3396984924623114,4.593446664020868e-05,9990.0,2.5662508877776738e-08
16bits,posit16,1.3396984924623114,4.593446664020868e-05,9990.0,2.5662508877776738e-08
16bits,float16,1.3487437185929647,3.507158601576061e-05,9990.0,1.96250333450987e-08
16bits,posit16,1.3487437185929647,3.507158601576061e-05,9990.0,1.96250333450987e-08
16bits,float16,1.357788944723618,0.00011607763867217929,9990.0,6.505777965800365e-08
16bits,posit16,1.357788944723618,3.833045020322985e-05,9990.0,2.1482983389732587e-08
16bits,float16,1.3668341708542713,0.00011173248642244501,9990.0,6.272301516505165e-08
16bits,posit16,1.3668341708542713,4.267560245296414e-05,9990.0,2.3956707181066332e-08
16bits,float16,1.3758793969849246,3.072643376625102e-05,9990.0,1.727657031813419e-08
16bits,posit16,1.3758793969849246,3.072643376625102e-05,9990.0,1.727657031813419e-08
16bits,float16,1.3849246231155778,5.027961889016766e-05,9990.0,2.8316292285710335e-08
16bits,posit16,1.3849246231155778,5.027961889016766e-05,9990.0,2.8316292285710335e-08
16bits,float16,1.3939698492462311,0.00013128567154613695,9990.0,7.405628137314309e-08
16bits,posit16,1.3939698492462311,2.3122417329047496e-05,9990.0,1.3043009367137346e-08
16bits,float16,1.4030150753768844,9.652445354826267e-05,9990.0,5.453599165021509e-08
16bits,posit16,1.4030150753768844,5.78836353271465e-05,9990.0,3.270405930148023e-08
16bits,float16,1.4120603015075377,1.5518400892068666e-05,9990.0,8.782036870541776e-09
16bits,posit16,1.4120603015075377,1.5518400892068666e-05,9990.0,8.782036870541776e-09
16bits,float16,1.4211055276381908,6.548765176435001e-05,9990.0,3.7120282381612365e-08
16bits,posit16,1.4211055276381908,6.548765176435001e-05,9990.0,3.7120282381612365e-08
16bits,float16,1.430150753768844,0.000146493704420544,9990.0,8.317168892099706e-08
16bits,posit16,1.430150753768844,7.914384455089836e-06,9990.0,4.493385736292395e-09
16bits,float16,1.4391959798994973,8.131642067408029e-05,9990.0,4.624243177299497e-08
16bits,posit16,1.4391959798994973,7.309166820132884e-05,9990.0,4.156523924634196e-08
16bits,float16,1.4482412060301506,3.1036801788631203e-07,9990.0,1.7678539104736488e-10
16bits,posit16,1.4482412060301506,3.1036801788631203e-07,9990.0,1.7678539104736488e-10
16bits,float16,1.457286432160804,8.069568463830769e-05,9990.0,4.603921124201084e-08
16bits,posit16,1.457286432160804,7.371240423710148e-05,9990.0,4.2055048730788995e-08
16bits,float16,1.4663316582914572,0.00014711444045654133,9990.0,8.407021885237268e-08
16bits,posit16,1.4663316582914572,7.293648419092518e-06,9990.0,4.1680382763411144e-09
16bits,float16,1.4753768844221105,6.610838779989795e-05,9990.0,3.7840242404932595e-08
16bits,posit16,1.4753768844221105,6.610838779989795e-05,9990.0,3.7840242404932595e-08
16bits,float16,1.4844221105527637,1.4897664856520736e-05,9990.0,8.54136297387536e-09
16bits,posit16,1.4844221105527637,1.4897664856520736e-05,9990.0,8.54136297387536e-09
16bits,float16,1.493467336683417,9.590371751249004e-05,9990.0,5.507534449712656e-08
16bits,posit16,1.493467336683417,5.850437136291912e-05,9990.0,3.359774251692547e-08
16bits,float16,1.5025125628140703,0.00013190640758213427,9990.0,7.587551416826147e-08
16bits,posit16,1.5025125628140703,2.2501681293274875e-05,9990.0,1.2943470063912391e-08
16bits,float16,1.5115577889447236,5.090035492571559e-05,9990.0,2.9327275224290033e-08
16bits,posit16,1.5115577889447236,5.090035492571559e-05,9990.0,2.9327275224290033e-08
16bits,float16,1.5206030150753769,3.01056977304784e-05,9990.0,1.737464462582311e-08
16bits,posit16,1.5206030150753769,3.01056977304784e-05,9990.0,1.737464462582311e-08
16bits,float16,1.5296482412060302,0.00011111175038667238,9990.0,6.42310077163004e-08
16bits,posit16,1.5296482412060302,4.329633848851207e-05,9990.0,2.5028563062550255e-08
16bits,float16,1.5386934673366832,0.00011669837470795192,9990.0,6.757223040123733e-08
16bits,posit16,1.5386934673366832,3.770971416745723e-05,9990.0,2.1835175515212994e-08
16bits,float16,1.5477386934673365,3.569232205175793e-05,9990.0,2.0701324884882613e-08
16bits,posit16,1.5477386934673365,3.569232205175793e-05,9990.0,2.0701324884882613e-08
16bits,float16,1.5567839195979898,4.531373060466075e-05,9990.0,2.632535542837042e-08
16bits,posit16,1.5567839195979898,4.531373060466075e-05,9990.0,2.632535542837042e-08
16bits,float16,1.565829145728643,0.00012631978326085476,9990.0,7.350858840390042e-08
16bits,posit16,1.565829145728643,2.8088305614779102e-05,9990.0,1.634527580003854e-08
16bits,float16,1.5748743718592964,0.00010149034183354487,9990.0,5.9158195164792515e-08
16bits,posit16,1.5748743718592964,5.291774704186427e-05,9990.0,3.084548096525399e-08
16bits,float16,1.5839195979899496,2.0484289177350884e-05,9990.0,1.1960127110728258e-08
16bits,posit16,1.5839195979899496,2.0484289177350884e-05,9990.0,1.1960127110728258e-08
16bits,float16,1.592964824120603,6.052176347839372e-05,9990.0,3.539585269492691e-08
16bits,posit16,1.592964824120603,6.052176347839372e-05,9990.0,3.539585269492691e-08
16bits,float16,1.6020100502512562,0.0001415278161350371,9990.0,8.291053807483823e-08
16bits,posit16,1.6020100502512562,1.2880272740372054e-05,9990.0,7.545586250239204e-09
16bits,float16,1.6110552763819095,8.628230895936251e-05,9990.0,5.063117773209312e-08
16bits,posit16,1.6110552763819095,6.812577991604662e-05,9990.0,3.9976775223891764e-08
16bits,float16,1.6201005025125628,5.276256303393223e-06,9990.0,3.1013567159265764e-09
16bits,posit16,1.6201005025125628,5.276256303393223e-06,9990.0,3.1013567159265764e-09
16bits,float16,1.629145728643216,7.572979635302545e-05,9990.0,4.4588557260514106e-08
16bits,posit16,1.629145728643216,7.572979635302545e-05,9990.0,4.4588557260514106e-08
16bits,float16,1.6381909547738693,0.00015208032874159885,9990.0,8.969365042173552e-08
16bits,posit16,1.6381909547738693,2.3277601338102998e-06,9990.0,1.3728619962571392e-09
16bits,float16,1.6472361809045226,7.107427608540487e-05,9990.0,4.1988887063485483e-08
16bits,posit16,1.6472361809045226,7.107427608540487e-05,9990.0,4.1988887063485483e-08
