step,time_ms,v_float64,v_float32,diff_float32,v_float16,diff_float16,v_posit16,diff_posit16
209,20.900000000000002,-52.423376327140964,-52.423377990722656,1.6635816919574609e-06,-52.5625,0.1391236728590357,-52.5625,0.1391236728590357
210,21.0,-52.39914256386955,-52.39914321899414,6.55124587467526e-07,-52.53125,0.13210743613044684,-52.53125,0.13210743613044684
211,21.1,-52.375151138230855,-52.375152587890625,1.4496597700031089e-06,-52.5,0.124848861769145,-52.5,0.124848861769145
212,21.200000000000003,-52.35139962684855,-52.351402282714844,2.6558662966635893e-06,-52.46875,0.11735037315145291,-52.46875,0.11735037315145291
213,21.3,-52.32788563058006,-52.32788848876953,2.858189468213368e-06,-52.4375,0.10961436941993696,-52.4375,0.10961436941993696
214,21.400000000000002,-52.30460677427426,-52.30461120605469,4.431780425306897e-06,-52.40625,0.1016432257257378,-52.40625,0.1016432257257378
215,21.5,-52.28156070653152,-52.28156661987305,5.913341524887983e-06,-52.375,0.09343929346847801,-52.375,0.09343929346847801
216,21.6,-52.2587450994662,-52.258750915527344,5.8160611402513496e-06,-52.34375,0.0850049005337965,-52.34375,0.0850049005337965
217,21.700000000000003,-52.23615764847154,-52.23616409301758,6.444546038153476e-06,-52.3125,0.07634235152846003,-52.3125,0.07634235152846003
218,21.8,-52.21379607198683,-52.213802337646484,6.265659656889966e-06,-52.28125,0.06745392801317251,-52.28125,0.06745392801317251
219,21.900000000000002,-52.19165811126696,-52.19166564941406,7.5381471020818935e-06,-52.25,0.05834188873303958,-52.25,0.05834188873303958
220,22.0,-52.16974153015429,-52.16975021362305,8.6834687564874e-06,-52.21875,0.04900846984570961,-52.21875,0.04900846984570961
221,22.1,-52.148044114852745,-52.14805221557617,8.100723427162393e-06,-52.1875,0.03945588514725529,-52.1875,0.03945588514725529
222,22.200000000000003,-52.12656367370422,-52.12657165527344,7.981569218884488e-06,-52.15625,0.029686326295781384,-52.15625,0.029686326295781384
223,22.3,-52.10529803696718,-52.10530471801758,6.681050400914046e-06,-52.125,0.01970196303282279,-52.125,0.01970196303282279
224,22.400000000000002,-52.0842450565975,-52.084251403808594,6.3472110909401636e-06,-52.09375,0.00950494340249719,-52.09375,0.00950494340249719
225,22.5,-52.06340260603153,-52.06340789794922,5.291917688055037e-06,-52.0625,0.000902606031530695,-52.0625,0.000902606031530695
226,22.6,-52.04276857997122,-52.04277420043945,5.620468236600118e-06,-52.03125,0.011518579971216525,-52.03125,0.011518579971216525
227,22.700000000000003,-52.022340894171506,-52.02234649658203,5.602410524829793e-06,-52.0,0.02234089417150642,-52.0,0.02234089417150642
228,22.8,-52.00211748522979,-52.00212478637695,7.30114716418484e-06,-51.96875,0.03336748522978894,-51.96875,0.03336748522978894
229,22.900000000000002,-51.98209631037749,-51.98210525512695,8.94474946022683e-06,-51.9375,0.0445963103774929,-51.9375,0.0445963103774929
230,23.0,-51.96227534727372,-51.962284088134766,8.740861048295301e-06,-51.90625,0.05602534727371733,-51.90625,0.05602534727371733
231,23.1,-51.94265259380098,-51.94266128540039,8.691599411747575e-06,-51.875,0.06765259380097888,-51.875,0.06765259380097888
232,23.200000000000003,-51.92322606786297,-51.92323303222656,6.9643635924876435e-06,-51.84375,0.07947606786297001,-51.84375,0.07947606786297001
233,23.3,-51.90399380718434,-51.90399932861328,5.521428938948247e-06,-51.8125,0.0914938071843423,-51.8125,0.0914938071843423
234,23.400000000000002,-51.8849538691125,-51.88496017456055,6.305448046362017e-06,-51.78125,0.10370386911250051,-51.78125,0.10370386911250051
235,23.5,-51.86610433042137,-51.866111755371094,7.424949721723806e-06,-51.75,0.11610433042137203,-51.75,0.11610433042137203
236,23.6,-51.84744328711716,-51.847450256347656,6.9692304975887964e-06,-51.71875,0.12869328711715866,-51.71875,0.12869328711715866
237,23.700000000000003,-51.828968854245986,-51.828975677490234,6.823244248721494e-06,-51.6875,0.14146885424598565,-51.6875,0.14146885424598565
238,23.8,-51.810679165703526,-51.81068420410156,5.0383980365609204e-06,-51.65625,0.15442916570352594,-51.65625,0.15442916570352594
239,23.900000000000002,-51.79257237404649,-51.79257583618164,3.4621351474584117e-06,-51.625,0.16757237404649317,-51.625,0.16757237404649317
240,24.0,-51.774646650306025,-51.77465057373047,3.923424443996737e-06,-51.59375,0.18089665030602475,-51.59375,0.18089665030602475
241,24.1,-51.75690018380296,-51.75690460205078,4.418247819160115e-06,-51.5625,0.1944001838029621,-51.5625,0.1944001838029621
242,24.200000000000003,-51.739331181964936,-51.73933410644531,2.92448037697568e-06,-51.5625,0.17683118196493552,-51.5625,0.17683118196493552
243,24.3,-51.72193787014529,-51.72193908691406,1.2167687728492638e-06,-51.5625,0.15943787014528965,-51.5625,0.15943787014528965
244,24.400000000000002,-51.704718491443835,-51.70471954345703,1.052013196556345e-06,-51.5625,0.1422184914438347,-51.5625,0.1422184914438347
245,24.5,-51.687671306529396,-51.68767166137695,3.548475575598786e-07,-51.5625,0.12517130652939557,-51.5625,0.12517130652939557
246,24.6,-51.6707945934641,-51.67079544067383,8.472097263734213e-07,-51.5625,0.10829459346410175,-51.5625,0.10829459346410175
247,24.700000000000003,-51.65408664752946,-51.65408706665039,4.1912092996199135e-07,-51.5625,0.09158664752946066,-51.5625,0.09158664752946066
248,24.8,-51.637545781054165,-51.63754653930664,7.582524759186526e-07,-51.5625,0.0750457810541647,-51.5625,0.0750457810541647
249,24.900000000000002,-51.621170323243625,-51.62117004394531,2.792983124777493e-07,-51.5625,0.05867032324362498,-51.5625,0.05867032324362498
250,25.0,-51.60495862001119,-51.604957580566406,1.0394447826911346e-06,-51.5625,0.04245862001118894,-51.5625,0.04245862001118894
251,25.1,-51.58890903381108,-51.58890914916992,1.1535884425484255e-07,-51.5625,0.02640903381107762,-51.5625,0.02640903381107762
252,25.200000000000003,-51.573019943472964,-51.573020935058594,9.915856296061065e-07,-51.5625,0.010519943472964144,-51.5625,0.010519943472964144
253,25.3,-51.557289744038236,-51.557289123535156,6.205030800288114e-07,-51.5625,0.005210255961763721,-51.5625,0.005210255961763721
254,25.400000000000002,-51.54171684659785,-51.541717529296875,6.826990244235276e-07,-51.5625,0.020783153402149424,-51.5625,0.020783153402149424
255,25.5,-51.52629967813187,-51.52629852294922,1.1551826517575137e-06,-51.5625,0.03620032186812949,-51.5625,0.03620032186812949
256,25.6,-51.511036681350554,-51.51103591918945,7.621611004537954e-07,-51.5625,0.05146331864944642,-51.5625,0.05146331864944642
257,25.700000000000003,-51.49592631453705,-51.49592590332031,4.112167388825583e-07,-51.5625,0.06657368546294862,-51.5625,0.06657368546294862
258,25.8,-51.48096705139168,-51.4809684753418,1.4239501169299729e-06,-51.5625,0.08153294860832005,-51.5625,0.08153294860832005
259,25.900000000000002,-51.46615738087776,-51.46615982055664,2.43967888025054e-06,-51.5625,0.09634261912223963,-51.5625,0.09634261912223963
260,26.0,-51.45149580706898,-51.451499938964844,4.131895863679347e-06,-51.5625,0.11100419293101993,-51.5625,0.11100419293101993
261,26.1,-51.43698084899829,-51.43698501586914,4.166870851918247e-06,-51.5625,0.1255191510017113,-51.5625,0.1255191510017113
262,26.200000000000003,-51.42261104050831,-51.42261505126953,4.010761223582904e-06,-51.5625,0.13988895949169233,-51.5625,0.13988895949169233
263,26.3,-51.408384930103225,-51.408390045166016,5.115062791105629e-06,-51.5625,0.15411506989677548,-51.5625,0.15411506989677548
264,26.400000000000002,-51.394301080802194,-51.39430618286133,5.102059134287629e-06,-51.5625,0.16819891919780616,-51.5625,0.16819891919780616
265,26.5,-51.38035806999417,-51.38036346435547,5.394361295429917e-06,-51.5625,0.18214193000582668,-51.5625,0.18214193000582668
266,26.6,-51.36655448929423,-51.36655807495117,3.585656941140769e-06,-51.5625,0.19594551070576927,-51.5625,0.19594551070576927
267,26.700000000000003,-51.352888944401286,-51.3528938293457,4.884944416971848e-06,-51.5625,0.20961105559871385,-51.5625,0.20961105559871385
268,26.8,-51.339360054957275,-51.33936309814453,3.04318725596886e-06,-51.5625,0.22313994504272472,-51.5625,0.22313994504272472
269,26.900000000000002,-51.325966454407705,-51.32596969604492,3.241637216433446e-06,-51.5625,0.23653354559229456,-51.5625,0.23653354559229456
270,27.0,-51.312706789863626,-51.31270980834961,3.0184859838300326e-06,-51.5625,0.24979321013637446,-51.5625,0.24979321013637446
271,27.1,-51.29957972196499,-51.299583435058594,3.7130936050289165e-06,-51.5625,0.2629202780350113,-51.5625,0.2629202780350113
272,27.200000000000003,-51.28658392474534,-51.28658676147461,2.836729272814864e-06,-51.5625,0.27591607525466344,-51.5625,0.27591607525466344
273,27.3,-51.27371808549788,-51.273719787597656,1.7020997731265197e-06,-51.5625,0.2887819145021169,-51.5625,0.2887819145021169
274,27.400000000000002,-51.260980904642906,-51.260982513427734,1.6087848280221806e-06,-51.5625,0.30151909535709365,-51.5625,0.30151909535709365
275,27.5,-51.248371095596475,-51.24837112426758,2.8671102825228445e-08,-51.5625,0.3141289044035247,-51.5625,0.3141289044035247
276,27.6,-51.23588738464051,-51.23588562011719,1.764523325675782e-06,-51.5625,0.3266126153594868,-51.5625,0.3266126153594868
277,27.700000000000003,-51.22352851079411,-51.22352600097656,2.5098175484572494e-06,-51.5625,0.33897148920588904,-51.5625,0.33897148920588904
278,27.8,-51.21129322568617,-51.2112922668457,9.588404665805683e-07,-51.5625,0.3512067743138303,-51.5625,0.3512067743138303
279,27.900000000000002,-51.19918029342931,-51.199180603027344,3.0959803609675873e-07,-51.5625,0.36331970657069235,-51.5625,0.36331970657069235
280,28.0,-51.18718849049502,-51.18718719482422,1.2956707990952054e-06,-51.5625,0.37531150950498215,-51.5625,0.37531150950498215
281,28.1,-51.17531660559007,-51.175315856933594,7.486564754799474e-07,-51.5625,0.38718339440993077,-51.5625,0.38718339440993077
282,28.200000000000003,-51.163563439534165,-51.1635627746582,6.648759622862599e-07,-51.5625,0.3989365604658346,-51.5625,0.3989365604658346
283,28.3,-51.151927805138826,-51.15192794799805,1.4285922134149587e-07,-51.5625,0.41057219486117447,-51.5625,0.41057219486117447
284,28.400000000000002,-51.14040852708744,-51.14040756225586,9.648315781873862e-07,-51.5625,0.42209147291256244,-51.5625,0.42209147291256244
285,28.5,-51.12900444181656,-51.12900161743164,2.8243849214959482e-06,-51.5625,0.4334955581834379,-51.5625,0.4334955581834379
286,28.6,-51.117714397398395,-51.11771011352539,4.283873003885219e-06,-51.5625,0.4447856026016055,-51.5625,0.4447856026016055
287,28.700000000000003,-51.10653725342441,-51.10653305053711,4.2028873039612336e-06,-51.5625,0.45596274657558666,-51.5625,0.45596274657558666
288,28.8,-51.095471880890166,-51.09546661376953,5.267120634755429e-06,-51.5625,0.467028119109834,-51.5625,0.467028119109834
289,28.900000000000002,-51.08451716208126,-51.084510803222656,6.358858605892692e-06,-51.5625,0.47798283791873786,-51.5625,0.47798283791873786
290,29.0,-51.07367199046045,-51.073665618896484,6.371563962659366e-06,-51.5625,0.48882800953955297,-51.5625,0.48882800953955297
291,29.1,-51.06293527055584,-51.06292724609375,8.02446209036134e-06,-51.5625,0.49956472944415964,-51.5625,0.49956472944415964
292,29.200000000000003,-51.05230591785028,-51.05229949951172,6.418338564628812e-06,-51.5625,0.5101940821497166,-51.5625,0.5101940821497166
293,29.3,-51.04178285867178,-51.04177474975586,8.10891592095686e-06,-51.5625,0.5207171413282197,-51.5625,0.5207171413282197
294,29.400000000000002,-51.03136503008506,-51.03135681152344,8.218561625028542e-06,-51.5625,0.5311349699149375,-51.5625,0.5311349699149375
295,29.5,-51.02105137978421,-51.02104187011719,9.50966702362166e-06,-51.5625,0.5414486202157889,-51.5625,0.5414486202157889
296,29.6,-51.01084086598637,-51.01082992553711,1.0940449257645923e-05,-51.5625,0.551659134013633,-51.5625,0.551659134013633
297,29.700000000000003,-51.00073245732651,-51.0007209777832,1.147954330349421e-05,-51.5625,0.5617675426734934,-51.5625,0.5617675426734934
298,29.8,-50.99072513275324,-50.99071502685547,1.0105897771950367e-05,-51.5625,0.5717748672467593,-51.5625,0.5717748672467593
299,29.900000000000002,-50.98081788142571,-50.98080825805664,9.623369066957821e-06,-51.5625,0.5816821185742924,-51.5625,0.5816821185742924
300,30.0,-50.971009702611454,-50.97100067138672,9.031224735167598e-06,-51.5625,0.5914902973885461,-51.5625,0.5914902973885461
301,30.1,-50.96129960558534,-50.9612922668457,7.338739635542879e-06,-51.5625,0.6012003944146613,-51.5625,0.6012003944146613
302,30.200000000000003,-50.95168660952949,-50.95167922973633,7.3797931605668055e-06,-51.5625,0.6108133904705113,-51.5625,0.6108133904705113
303,30.3,-50.94216974343419,-50.942161560058594,8.183375598491693e-06,-51.5625,0.6203302565658078,-51.5625,0.6203302565658078
304,30.400000000000002,-50.93274804599985,-50.9327392578125,8.788187351171928e-06,-51.5625,0.6297519540001488,-51.5625,0.6297519540001488
305,30.5,-50.92342056553985,-50.92341232299805,8.242541802871983e-06,-51.5625,0.6390794344601503,-51.5625,0.6390794344601503
306,30.6,-50.914186359884454,-50.91417694091797,9.418966484986413e-06,-51.5625,0.6483136401155463,-51.5625,0.6483136401155463
307,30.700000000000003,-50.90504449628561,-50.90503692626953,7.570016080649111e-06,-51.5625,0.6574555037143881,-51.5625,0.6574555037143881
308,30.8,-50.89599405132276,-50.89598846435547,5.586967290582834e-06,-51.5625,0.6665059486772407,-51.5625,0.6665059486772407
309,30.900000000000002,-50.88703411080953,-50.887027740478516,6.37033101469342e-06,-51.5625,0.6754658891904697,-51.5625,0.6754658891904697
310,31.0,-50.87816376970144,-50.87815856933594,5.200365500002135e-06,-51.5625,0.6843362302985625,-51.5625,0.6843362302985625
311,31.1,-50.869382132004425,-50.86937713623047,4.995773956295579e-06,-51.5625,0.693117867995575,-51.5625,0.693117867995575
312,31.200000000000003,-50.86068831068438,-50.86068344116211,4.8695222716332864e-06,-51.5625,0.701811689315619,-51.5625,0.701811689315619
313,31.3,-50.85208142757754,-50.85207748413086,3.943446678533746e-06,-51.5625,0.7104185724224621,-51.5625,0.7104185724224621
314,31.400000000000002,-50.84356061330176,-50.84355545043945,5.162862308338845e-06,-51.5625,0.7189393866982385,-51.5625,0.7189393866982385
315,31.5,-50.83512500716874,-50.835121154785156,3.852383585467578e-06,-51.5625,0.7273749928312583,-51.5625,0.7273749928312583
316,31.6,-50.82677375709705,-50.8267707824707,2.9746263479069057e-06,-51.5625,0.735726242902949,-51.5625,0.735726242902949
317,31.700000000000003,-50.81850601952608,-50.818504333496094,1.6860299894005948e-06,-51.5625,0.7439939804739168,-51.5625,0.7439939804739168
318,31.8,-50.810320959330824,-50.81031799316406,2.9661667610980658e-06,-51.5625,0.7521790406691764,-51.5625,0.7521790406691764
319,31.900000000000002,-50.802217749737515,-50.802215576171875,2.173565640362085e-06,-51.5625,0.7602822502624846,-51.5625,0.7602822502624846
320,32.0,-50.79419557224014,-50.794193267822266,2.304417876075604e-06,-51.5625,0.7683044277598583,-51.5625,0.7683044277598583
321,32.1,-50.78625361651774,-50.786251068115234,2.548402505908598e-06,-51.5625,0.7762463834822597,-51.5625,0.7762463834822597
322,32.2,-50.77839108035256,-50.77838897705078,2.103301781630762e-06,-51.5625,0.7841089196474371,-51.5625,0.7841089196474371
323,32.300000000000004,-50.77060716954904,-50.770606994628906,1.749201317124971e-07,-51.5625,0.791892830450962,-51.5625,0.791892830450962
324,32.4,-50.76290109785355,-50.762901306152344,2.0829879332495693e-07,-51.5625,0.7995989021464496,-51.5625,0.7995989021464496
325,32.5,-50.75527208687502,-50.755271911621094,1.7525392337347512e-07,-51.5625,0.8072279131249829,-51.5625,0.8072279131249829
326,32.6,-50.747719366006265,-50.747718811035156,5.549711090679921e-07,-51.5625,0.8147806339937347,-51.5625,0.8147806339937347
327,32.7,-50.7402421723462,-50.74024200439453,1.679516685726412e-07,-51.5625,0.8222578276538002,-51.5625,0.8222578276538002
328,32.800000000000004,-50.73283975062274,-50.73284149169922,1.7410764812098023e-06,-51.5625,0.8296602493772625,-51.5625,0.8296602493772625
329,32.9,-50.72551135311651,-50.72551345825195,2.1051354437418013e-06,-51.5625,0.8369886468834906,-51.5625,0.8369886468834906
330,33.0,-50.718256239585344,-50.718257904052734,1.6644673905830132e-06,-51.5625,0.8442437604146562,-51.5625,0.8442437604146562
331,33.1,-50.71107367718949,-50.71107482910156,1.1519120732828014e-06,-51.5625,0.8514263228105108,-51.5625,0.8514263228105108
332,33.2,-50.7039629404176,-50.70396423339844,1.2929808406170196e-06,-51.5625,0.8585370595824031,-51.5625,0.8585370595824031
333,33.300000000000004,-50.69692331101342,-50.69692611694336,2.8059299381766323e-06,-51.5625,0.8655766889865788,-51.5625,0.8655766889865788
334,33.4,-50.68995407790329,-50.68995666503906,2.5871357749451818e-06,-51.5625,0.8725459220967124,-51.5625,0.8725459220967124
335,33.5,-50.68305453712426,-50.68305587768555,1.3405612904193731e-06,-51.5625,0.8794454628757435,-51.5625,0.8794454628757435
336,33.6,-50.67622399175301,-50.67622375488281,2.3687019989893088e-07,-51.5625,0.8862760082469876,-51.5625,0.8862760082469876
337,33.7,-50.669461751835485,-50.66946029663086,1.4552046252447326e-06,-51.5625,0.8930382481645154,-51.5625,0.8930382481645154
338,33.800000000000004,-50.66276713431713,-50.66276550292969,1.6313874411366669e-06,-51.5625,0.8997328656828714,-51.5625,0.8997328656828714
339,33.9,-50.656139462973954,-50.6561393737793,8.919465699364082e-08,-51.5625,0.9063605370260461,-51.5625,0.9063605370260461
340,34.0,-50.64957806834421,-50.64957809448242,2.6138209818782343e-08,-51.5625,0.9129219316557879,-51.5625,0.9129219316557879
341,34.1,-50.64308228766077,-50.64308166503906,6.226217053040273e-07,-51.5625,0.9194177123392322,-51.5625,0.9194177123392322
342,34.2,-50.63665146478416,-50.63665008544922,1.3793349395996302e-06,-51.5625,0.9258485352158417,-51.5625,0.9258485352158417
343,34.300000000000004,-50.630284950136314,-50.63028335571289,1.5944234235121257e-06,-51.5625,0.9322150498636859,-51.5625,0.9322150498636859
344,34.4,-50.623982100634954,-50.62398147583008,6.248048762813596e-07,-51.5625,0.9385178993650456,-51.5625,0.9385178993650456
345,34.5,-50.61774227962861,-50.617740631103516,1.6485250924347383e-06,-51.5625,0.9447577203713919,-51.5625,0.9447577203713919
346,34.6,-50.611564856832324,-50.61156463623047,2.2060185500549778e-07,-51.5625,0.9509351431676762,-51.5625,0.9509351431676762
347,34.7,-50.605449208264,-50.60544967651367,4.682496737018482e-07,-51.5625,0.9570507917360018,-51.5625,0.9570507917360018
348,34.800000000000004,-50.59939471618136,-50.599395751953125,1.0357717670217426e-06,-51.5625,0.963105283818642,-51.5625,0.963105283818642
349,34.9,-50.593400769019546,-50.59340286254883,2.093529282376494e-06,-51.5625,0.9690992309804543,-51.5625,0.9690992309804543
350,35.0,-50.58746676132935,-50.587467193603516,4.322741631312965e-07,-51.5625,0.9750332386706475,-51.5625,0.9750332386706475
351,35.1,-50.58159209371606,-50.58159255981445,4.660983918824968e-07,-51.5625,0.9809079062839388,-51.5625,0.9809079062839388
352,35.2,-50.5757761727789,-50.575775146484375,1.0262945266958923e-06,-51.5625,0.9867238272210983,-51.5625,0.9867238272210983
353,35.300000000000004,-50.570018411051116,-50.57001876831055,3.5725943092757007e-07,-51.5625,0.992481588948884,-51.5625,0.992481588948884
354,35.4,-50.56431822694061,-50.5643196105957,1.3836550962764704e-06,-51.5625,0.9981817730593932,-51.5625,0.9981817730593932
355,35.5,-50.5586750446712,-50.558677673339844,2.6286686463095066e-06,-51.5625,1.0038249553288026,-51.5625,1.0038249553288026
356,35.6,-50.55308829422449,-50.5530891418457,8.476212158825547e-07,-51.5625,1.0094117057755128,-51.5625,1.0094117057755128
357,35.7,-50.54755741128224,-50.54755783081055,4.195283054286847e-07,-51.5625,1.0149425887177586,-51.5625,1.0149425887177586
358,35.800000000000004,-50.54208183716942,-50.542083740234375,1.9030649553997137e-06,-51.5625,1.0204181628305804,-51.5625,1.0204181628305804
359,35.9,-50.53666101879772,-50.53666305541992,2.036622198886562e-06,-51.5625,1.025838981202277,-51.5625,1.025838981202277
360,36.0,-50.531294408609746,-50.53129577636719,1.3677574415282834e-06,-51.5625,1.031205591390254,-51.5625,1.031205591390254
361,36.1,-50.525981464523646,-50.52598190307617,4.385525258499001e-07,-51.5625,1.036518535476354,-51.5625,1.036518535476354
362,36.2,-50.52072164987841,-50.520721435546875,2.1433153563066298e-07,-51.5625,1.0417783501215894,-51.5625,1.0417783501215894
363,36.300000000000004,-50.51551443337963,-50.5155143737793,5.960033178098456e-08,-51.5625,1.0469855666203713,-51.5625,1.0469855666203713
364,36.4,-50.51035928904583,-50.51036071777344,1.4287276073332578e-06,-51.5625,1.0521407109541698,-51.5625,1.0521407109541698
365,36.5,-50.50525569615537,-50.50525665283203,9.566766578927854e-07,-51.5625,1.0572443038446266,-51.5625,1.0572443038446266
366,36.6,-50.50020313919382,-50.500205993652344,2.8544585219947294e-06,-51.5625,1.0622968608061782,-51.5625,1.0622968608061782
367,36.7,-50.49520110780188,-50.49520492553711,3.817735226618879e-06,-51.5625,1.0672988921981172,-51.5625,1.0672988921981172
368,36.800000000000004,-50.490249096723865,-50.49025344848633,4.351762463272735e-06,-51.5625,1.0722509032761351,-51.5625,1.0722509032761351
369,36.9,-50.485346605756625,-50.4853515625,4.9567433748620715e-06,-51.5625,1.0771533942433749,-51.5625,1.0771533942433749
370,37.0,-50.48049313969906,-50.480499267578125,6.127879068174025e-06,-51.5625,1.0820068603009432,-51.5625,1.0820068603009432
371,37.1,-50.47568820830207,-50.47569274902344,4.5407213704606875e-06,-51.5625,1.086811791697933,-51.5625,1.086811791697933
372,37.2,-50.470931326219045,-50.4709358215332,4.49531415824822e-06,-51.5625,1.0915686737809551,-51.5625,1.0915686737809551
373,37.300000000000004,-50.466222012956855,-50.466224670410156,2.657453300969337e-06,-51.5625,1.0962779870431447,-51.5625,1.0962779870431447
374,37.4,-50.46155979282729,-50.46156311035156,3.317524274848438e-06,-51.5625,1.1009402071727123,-51.5625,1.1009402071727123
375,37.5,-50.456944194899016,-50.456947326660156,3.1317611401959766e-06,-51.5625,1.105555805100984,-51.5625,1.105555805100984
376,37.6,-50.45237475295003,-50.45237731933594,2.5663859091196173e-06,-51.5625,1.1101252470499716,-51.5625,1.1101252470499716
377,37.7,-50.44785100542053,-50.447853088378906,2.0829583746717617e-06,-51.5625,1.1146489945794684,-51.5625,1.1146489945794684
378,37.800000000000004,-50.443372495366326,-50.44337463378906,2.1384227366638697e-06,-51.5625,1.1191275046336742,-51.5625,1.1191275046336742
379,37.9,-50.43893877041266,-50.438941955566406,3.1851537443117195e-06,-51.5625,1.123561229587338,-51.5625,1.123561229587338
380,38.0,-50.43454938270853,-50.43455123901367,1.8563051398245989e-06,-51.5625,1.127950617291468,-51.5625,1.127950617291468
381,38.1,-50.430203888881444,-50.430206298828125,2.4099466813254367e-06,-51.5625,1.1322961111185563,-51.5625,1.1322961111185563
382,38.2,-50.42590184999263,-50.4259033203125,1.4703198729648648e-06,-51.5625,1.136598150007373,-51.5625,1.136598150007373
383,38.300000000000004,-50.421642831492704,-50.42164611816406,3.2866713581825024e-06,-51.5625,1.1408571685072957,-51.5625,1.1408571685072957
384,38.400000000000006,-50.41742640317778,-50.41743087768555,4.474507768748026e-06,-51.5625,1.1450735968222219,-51.5625,1.1450735968222219
385,38.5,-50.413252139146,-50.41325759887695,5.459730950008179e-06,-51.5625,1.1492478608539969,-51.5625,1.1492478608539969
386,38.6,-50.40911961775454,-50.40912628173828,6.663983739940704e-06,-51.5625,1.1533803822454587,-51.5625,1.1533803822454587
387,38.7,-50.40502842157699,-50.40503692626953,8.504692537769643e-06,-51.5625,1.1574715784230065,-51.5625,1.1574715784230065
388,38.800000000000004,-50.40097813736122,-50.40098571777344,7.5804122161571286e-06,-51.5625,1.1615218626387787,-51.5625,1.1615218626387787
389,38.900000000000006,-50.39696835598761,-50.396976470947266,8.114959655358689e-06,-51.5625,1.1655316440123897,-51.5625,1.1655316440123897
390,39.0,-50.39299867242774,-50.39300537109375,6.698666012994181e-06,-51.5625,1.169501327572263,-51.5625,1.169501327572263
391,39.1,-50.38906868570346,-50.389076232910156,7.547206699598519e-06,-51.5625,1.1734313142965433,-51.5625,1.1734313142965433
392,39.2,-50.38517799884642,-50.38518524169922,7.242852795741328e-06,-51.5625,1.177322001153577,-51.5625,1.177322001153577
393,39.300000000000004,-50.38132621885796,-50.38133239746094,6.178602980355663e-06,-51.5625,1.1811737811420429,-51.5625,1.1811737811420429
394,39.400000000000006,-50.37751295666938,-50.37751770019531,4.7435259347139436e-06,-51.5625,1.1849870433306222,-51.5625,1.1849870433306222
395,39.5,-50.37373782710269,-50.373741149902344,3.3227996567575246e-06,-51.5625,1.188762172897313,-51.5625,1.188762172897313
396,39.6,-50.37000044883166,-50.37000274658203,2.2977503704169067e-06,-51.5625,1.1924995511683392,-51.5625,1.1924995511683392
397,39.7,-50.366300444343345,-50.366302490234375,2.0458910299225863e-06,-51.5625,1.196199555656655,-51.5625,1.196199555656655
398,39.800000000000004,-50.36263743989991,-50.362640380859375,2.940959461739112e-06,-51.5625,1.1998625601000867,-51.5625,1.1998625601000867
399,39.900000000000006,-50.359011065500916,-50.359012603759766,1.5382588500756356e-06,-51.5625,1.2034889344990845,-51.5625,1.2034889344990845
400,40.0,-50.355420954845904,-50.35542297363281,2.0187869083088117e-06,-51.5625,1.2070790451540958,-51.5625,1.2070790451540958
401,40.1,-50.35186674529744,-50.35186767578125,9.304838073376231e-07,-51.5625,1.2106332547025573,-51.5625,1.2106332547025573
402,40.2,-50.34834807784447,-50.348350524902344,2.447057873666836e-06,-51.5625,1.21415192215553,-51.5625,1.21415192215553
403,40.300000000000004,-50.34486459706603,-50.34486770629883,3.1092328001136593e-06,-51.5625,1.217635402933972,-51.5625,1.217635402933972
404,40.400000000000006,-50.34141595109537,-50.3414192199707,3.2688753321963304e-06,-51.5625,1.221084048904629,-51.5625,1.221084048904629
405,40.5,-50.33800179158442,-50.33800506591797,3.274333550962183e-06,-51.5625,1.2244982084155822,-51.5625,1.2244982084155822
406,40.6,-50.33462177366857,-50.334625244140625,3.4704720519584953e-06,-51.5625,1.227878226331427,-51.5625,1.227878226331427
407,40.7,-50.33127555593189,-50.33127975463867,4.198706783142825e-06,-51.5625,1.2312244440681113,-51.5625,1.2312244440681113
408,40.800000000000004,-50.32796280037257,-50.32796859741211,5.797039541732829e-06,-51.5625,1.2345371996274324,-51.5625,1.2345371996274324
409,40.900000000000006,-50.32468317236884,-50.32468795776367,4.785394828843437e-06,-51.5625,1.237816827631157,-51.5625,1.237816827631157
410,41.0,-50.32143634064516,-50.321441650390625,5.30974546819607e-06,-51.5625,1.2410636593548432,-51.5625,1.2410636593548432
411,41.1,-50.31822197723871,-50.3182258605957,3.883356995970644e-06,-51.5625,1.2442780227612928,-51.5625,1.2442780227612928
412,41.2,-50.31503975746632,-50.31504440307617,4.645609848807908e-06,-51.5625,1.247460242533677,-51.5625,1.247460242533677
413,41.300000000000004,-50.31188935989166,-50.311893463134766,4.103243107067556e-06,-51.5625,1.2506106401083414,-51.5625,1.2506106401083414
414,41.400000000000006,-50.30877046629274,-50.308773040771484,2.5744787421899673e-06,-51.5625,1.2537295337072578,-51.5625,1.2537295337072578
415,41.5,-50.30568276162982,-50.305686950683594,4.18905377586043e-06,-51.5625,1.256817238370182,-51.5625,1.256817238370182
416,41.6,-50.30262593401352,-50.30263137817383,5.444160308343271e-06,-51.5625,1.2598740659864802,-51.5625,1.2598740659864802
417,41.7,-50.29959967467339,-50.29960632324219,6.648568799505483e-06,-51.5625,1.262900325326612,-51.5625,1.262900325326612
418,41.800000000000004,-50.296603677926655,-50.29661178588867,8.107962017334103e-06,-51.5625,1.2658963220733455,-51.5625,1.2658963220733455
