pair,fmt,I,pearson,spike_rmse,spec_entropy
16bits,float16,1.518796992481203,0.9999999818011617,0.0,6.029469752340757
16bits,posit16,1.518796992481203,0.9999999818011617,0.0,6.029469752340757
16bits,float16,1.5288220551378444,0.9999999313004263,0.0,6.024465136488947
16bits,posit16,1.5288220551378444,0.9999999999447635,0.0,6.024691218259977
16bits,float16,1.5388471177944858,0.9999999860951445,0.0,6.019972900124356
16bits,posit16,1.5388471177944858,0.9999999860951445,0.0,6.019972900124356
16bits,float16,1.5488721804511276,0.9999999994278521,0.0,6.0155391530567295
16bits,posit16,1.5488721804511276,0.9999999994278521,0.0,6.0155391530567295
16bits,float16,1.5588972431077694,0.9999999732988673,0.0,6.011167422828118
16bits,posit16,1.5588972431077694,0.9999999901054085,0.0,6.010950525417281
16bits,float16,1.5689223057644108,0.9999999512769251,0.0,6.006434169864443
16bits,posit16,1.5689223057644108,0.9999999984123832,0.0,6.006647540084975
16bits,float16,1.5789473684210522,0.999999993344013,0.0,6.002203469169982
16bits,posit16,1.5789473684210522,0.999999993344013,0.0,6.002203469169982
16bits,float16,1.588972431077694,0.9999999969522869,0.0,5.998044739017769
16bits,posit16,1.588972431077694,0.9999999969522869,0.0,5.998044739017769
16bits,float16,1.5989974937343359,0.999999964036627,0.0,5.99396087579706
16bits,posit16,1.5989974937343359,0.9999999958706302,0.0,5.993758697770817
16bits,float16,1.6090225563909772,0.9999999670220518,0.0,5.989558369082113
16bits,posit16,1.6090225563909772,0.999999995099128,0.0,5.989756396300381
16bits,float16,1.6190476190476186,0.9999999977436762,0.0,5.9856404820470335
16bits,posit16,1.6190476190476186,0.9999999977436762,0.0,5.9856404820470335
16bits,float16,1.6290726817042605,0.999999992902263,0.0,5.981805485074981
16bits,posit16,1.6290726817042605,0.999999992902263,0.0,5.981805485074981
16bits,float16,1.6390977443609023,0.9999999543520546,0.0,5.9780556643123
16bits,posit16,1.6390977443609023,0.9999999990200505,0.0,5.977870448186899
16bits,float16,1.6491228070175437,0.9999999790492419,0.0,5.9740317928856275
16bits,posit16,1.6491228070175437,0.9999999904083782,0.0,5.974212365804698
16bits,float16,1.659147869674185,0.9999999997544782,0.0,5.97046764775213
16bits,posit16,1.659147869674185,0.9999999997544782,0.0,5.97046764775213
16bits,float16,1.6691729323308269,0.9999999876614469,0.0,5.966994864480748
16bits,posit16,1.6691729323308269,0.9999999876614469,0.0,5.966994864480748
16bits,float16,1.6791979949874687,0.9999999445330503,0.0,5.963615156939114
16bits,posit16,1.6791979949874687,0.9999999999996719,0.0,5.963448643723645
16bits,float16,1.68922305764411,0.9999999878612753,0.0,5.960006864721765
16bits,posit16,1.68922305764411,0.9999999878612753,0.0,5.960006864721765
16bits,float16,1.6992481203007515,0.9999999998058123,0.0,5.956827609672997
16bits,posit16,1.6992481203007515,0.9999999998058123,0.0,5.956827609672997
16bits,float16,1.7092731829573933,0.9999999815698711,0.0,5.953745915855771
16bits,posit16,1.7092731829573933,0.999999991212212,0.0,5.953594414026676
16bits,float16,1.719298245614035,0.9999999602529336,0.0,5.950470153952617
16bits,posit16,1.719298245614035,0.9999999992206094,0.0,5.950616439333964
16bits,float16,1.7293233082706765,0.9999999939360612,0.0,5.947597073887694
16bits,posit16,1.7293233082706765,0.9999999939360612,0.0,5.947597073887694
16bits,float16,1.7393483709273179,0.9999999982889866,0.0,5.944824864055678
16bits,posit16,1.7393483709273179,0.9999999982889866,0.0,5.944824864055678
16bits,float16,1.7493734335839597,0.9999999749221788,0.0,5.942154357624899
16bits,posit16,1.7493734335839597,0.9999999960869721,0.0,5.942023515471901
16bits,float16,1.7593984962406015,0.9999999729526091,0.0,5.939335129942452
16bits,posit16,1.7593984962406015,0.9999999970531276,0.0,5.939460575837545
16bits,float16,1.769423558897243,0.9999999977167591,0.0,5.936880435094907
16bits,posit16,1.769423558897243,0.9999999977167591,0.0,5.936880435094907
16bits,float16,1.7794486215538843,0.9999999955526152,0.0,5.934529353872231
16bits,posit16,1.7794486215538843,0.9999999955526152,0.0,5.934529353872231
16bits,float16,1.789473684210526,0.9999999679675561,0.0,5.9322822978757594
16bits,posit16,1.789473684210526,0.9999999988744118,0.0,5.932172681829427
16bits,float16,1.799498746867168,0.9999999826218553,0.0,5.92993106202646
16bits,posit16,1.799498746867168,0.9999999938240803,0.0,5.930035192744148
16bits,float16,1.8095238095238093,0.9999999996061583,0.0,5.9279033859037495
16bits,posit16,1.8095238095238093,0.9999999996061583,0.0,5.9279033859037495
16bits,float16,1.8195488721804507,0.999999991901467,0.0,5.925980430642381
16bits,posit16,1.8195488721804507,0.999999991901467,0.0,5.925980430642381
16bits,float16,1.8295739348370925,0.9999999609121576,0.0,5.924162245595069
16bits,posit16,1.8295739348370925,0.9999999999557019,0.0,5.924074086349174
16bits,float16,1.8395989974937343,0.9999999897186035,0.0,5.9222832132985985
16bits,posit16,1.8395989974937343,0.9999999898162613,0.0,5.922365876137041
16bits,float16,1.8496240601503757,0.9999999999636799,0.0,5.92068485653094
16bits,posit16,1.8496240601503757,0.9999999999636799,0.0,5.92068485653094
16bits,float16,1.859649122807017,0.9999999875971897,0.0,5.919190932223502
16bits,posit16,1.859649122807017,0.9999999924335895,0.0,5.919118973059051
16bits,float16,1.869674185463659,0.9999999682666518,0.0,5.917667927684446
16bits,posit16,1.869674185463659,0.9999999996683286,0.0,5.917734426326734
16bits,float16,1.8796992481203008,0.9999999946573022,0.0,5.9163923999556
16bits,posit16,1.8796992481203008,0.9999999946573022,0.0,5.9163923999556
16bits,float16,1.8897243107769421,0.9999999991049716,0.0,5.9152202997672445
16bits,posit16,1.8897243107769421,0.9999999991049716,0.0,5.9152202997672445
16bits,float16,1.8997493734335835,0.9999999828602408,0.0,5.914151175826747
16bits,posit16,1.8997493734335835,0.9999999964345496,0.0,5.914100413873001
16bits,float16,1.9097744360902253,0.9999999782310248,0.0,5.913093468647707
16bits,posit16,1.9097744360902253,0.9999999983065422,0.0,5.913138866842032
16bits,float16,1.9197994987468672,0.999999997807374,0.0,5.91223887512176
16bits,posit16,1.9197994987468672,0.999999997807374,0.0,5.91223887512176
16bits,float16,1.9298245614035086,0.9999999973032971,0.0,5.911485507682945
16bits,posit16,1.9298245614035086,0.9999999973032971,0.0,5.911485507682945
16bits,float16,1.93984962406015,0.9999999778735517,0.0,5.910832697168186
16bits,posit16,1.93984962406015,0.9999999988149726,0.0,5.910802683605289
16bits,float16,1.9498746867167918,0.9999999858284114,0.0,5.910229892187661
16bits,posit16,1.9498746867167918,0.9999999961232355,0.0,5.910254685771164
16bits,float16,1.9598997493734336,0.9999999994939806,0.0,5.909785863700358
16bits,posit16,1.9598997493734336,0.9999999994939806,0.0,5.909785863700358
16bits,float16,1.969924812030075,0.9999999947919967,0.0,5.9094400213197185
16bits,posit16,1.969924812030075,0.9999999947919967,0.0,5.9094400213197185
16bits,float16,1.9799498746867163,0.9999999727860962,0.0,5.9091915049891295
16bits,posit16,1.9799498746867163,0.9999999998784662,0.0,5.909181617847053
16bits,float16,1.9899749373433582,0.9999999914355231,0.0,5.909029454775916
16bits,posit16,1.9899749373433582,0.9999999933330558,0.0,5.909034308178943
16bits,float16,2.0,1.0,0.0,5.9089822321165135
16bits,posit16,2.0,1.0,0.0,5.9089822321165135
24bits,float24,-2.0,1.0,0.0,2.4092320895202457
24bits,posit20,-2.0,1.0,0.0,2.4092320895202457
24bits,posit24,-2.0,1.0,0.0,2.4092320895202457
24bits,float24,-1.9899749373433584,1.0,0.0,2.409232089520251
24bits,posit20,-1.9899749373433584,1.0,0.0,2.4092320895202475
24bits,posit24,-1.9899749373433584,1.0,0.0,2.409232089520251
24bits,float24,-1.9799498746867168,0.9999999999999993,0.0,2.4092320895202457
24bits,posit20,-1.9799498746867168,0.9999999999999998,0.0,2.4092320895202484
24bits,posit24,-1.9799498746867168,0.9999999999999998,0.0,2.4092320895202484
24bits,float24,-1.9699248120300752,1.0,0.0,2.4092320895202493
24bits,posit20,-1.9699248120300752,1.0,0.0,2.4092320895202493
24bits,posit24,-1.9699248120300752,0.9999999999999996,0.0,2.4092320895202475
24bits,float24,-1.9598997493734336,0.9999999999999999,0.0,2.409232089520248
24bits,posit20,-1.9598997493734336,0.9999999999999999,0.0,2.4092320895202484
24bits,posit24,-1.9598997493734336,0.9999999999999999,0.0,2.4092320895202484
24bits,float24,-1.949874686716792,0.9999999999999998,0.0,2.4092320895202475
24bits,posit20,-1.949874686716792,0.9999999999999998,0.0,2.4092320895202475
24bits,posit24,-1.949874686716792,0.9999999999999993,0.0,2.4092320895202493
24bits,float24,-1.9398496240601504,1.0,0.0,2.409232089520252
24bits,posit20,-1.9398496240601504,1.0,0.0,2.409232089520246
24bits,posit24,-1.9398496240601504,1.0,0.0,2.409232089520246
24bits,float24,-1.9298245614035088,1.0,0.0,2.409232089520251
24bits,posit20,-1.9298245614035088,1.0,0.0,2.409232089520251
24bits,posit24,-1.9298245614035088,0.9999999999999998,0.0,2.4092320895202484
24bits,float24,-1.9197994987468672,1.0,0.0,2.4092320895202475
24bits,posit20,-1.9197994987468672,0.9999999999999998,0.0,2.409232089520252
24bits,posit24,-1.9197994987468672,0.9999999999999998,0.0,2.409232089520252
24bits,float24,-1.9097744360902256,1.0,0.0,2.4092320895202475
24bits,posit20,-1.9097744360902256,1.0,0.0,2.4092320895202475
24bits,posit24,-1.9097744360902256,1.0,0.0,2.4092320895202484
24bits,float24,-1.899749373433584,1.0,0.0,2.4092320895202475
24bits,posit20,-1.899749373433584,1.0,0.0,2.409232089520246
24bits,posit24,-1.899749373433584,1.0,0.0,2.409232089520246
24bits,float24,-1.8897243107769424,1.0,0.0,2.409232089520246
24bits,posit20,-1.8897243107769424,1.0,0.0,2.409232089520246
24bits,posit24,-1.8897243107769424,1.0,0.0,2.409232089520248
24bits,float24,-1.8796992481203008,0.999999999999999,0.0,2.4092320895202457
24bits,posit20,-1.8796992481203008,1.0,0.0,2.409232089520246
24bits,posit24,-1.8796992481203008,1.0,0.0,2.409232089520246
24bits,float24,-1.8696741854636592,1.0,0.0,2.409232089520248
24bits,posit20,-1.8696741854636592,1.0,0.0,2.409232089520248
24bits,posit24,-1.8696741854636592,1.0,0.0,2.4092320895202515
24bits,float24,-1.8596491228070176,0.9999999999999999,0.0,2.409232089520251
24bits,posit20,-1.8596491228070176,0.9999999999999996,0.0,2.409232089520251
24bits,posit24,-1.8596491228070176,0.9999999999999996,0.0,2.409232089520251
24bits,float24,-1.849624060150376,0.9999999999999997,0.0,2.4092320895202484
24bits,posit20,-1.849624060150376,0.9999999999999997,0.0,2.4092320895202484
24bits,posit24,-1.849624060150376,1.0,0.0,2.4092320895202484
24bits,float24,-1.8395989974937343,0.9999999999999997,0.0,2.409232089520248
24bits,posit20,-1.8395989974937343,1.0,0.0,2.409232089520248
24bits,posit24,-1.8395989974937343,1.0,0.0,2.409232089520248
24bits,float24,-1.8295739348370927,1.0,0.0,2.409232089520251
24bits,posit20,-1.8295739348370927,1.0,0.0,2.409232089520251
24bits,posit24,-1.8295739348370927,1.0,0.0,2.4092320895202484
24bits,float24,-1.8195488721804511,1.0,0.0,2.4092320895202475
24bits,posit20,-1.8195488721804511,1.0,0.0,2.4092320895202475
24bits,posit24,-1.8195488721804511,1.0,0.0,2.4092320895202475
24bits,float24,-1.8095238095238095,1.0,0.0,2.4092320895202475
24bits,posit20,-1.8095238095238095,1.0,0.0,2.4092320895202475
24bits,posit24,-1.8095238095238095,1.0,0.0,2.4092320895202524
24bits,float24,-1.799498746867168,0.9999999999999987,0.0,2.409232089520251
24bits,posit20,-1.799498746867168,0.9999999999999993,0.0,2.4092320895202484
24bits,posit24,-1.799498746867168,0.9999999999999993,0.0,2.4092320895202484
24bits,float24,-1.7894736842105263,1.0,0.0,2.4092320895202475
24bits,posit20,-1.7894736842105263,1.0,0.0,2.4092320895202475
24bits,posit24,-1.7894736842105263,1.0,0.0,2.4092320895202484
24bits,float24,-1.7794486215538847,1.0,0.0,2.409232089520249
24bits,posit20,-1.7794486215538847,1.0,0.0,2.4092320895202475
24bits,posit24,-1.7794486215538847,1.0,0.0,2.4092320895202475
24bits,float24,-1.7694235588972431,1.0,0.0,2.409232089520251
24bits,posit20,-1.7694235588972431,1.0,0.0,2.409232089520251
24bits,posit24,-1.7694235588972431,0.9999999999999998,0.0,2.4092320895202475
24bits,float24,-1.7593984962406015,0.9999999999999998,0.0,2.4092320895202506
24bits,posit20,-1.7593984962406015,0.9999999999999998,0.0,2.409232089520251
24bits,posit24,-1.7593984962406015,0.9999999999999998,0.0,2.409232089520251
24bits,float24,-1.74937343358396,1.0,0.0,2.4092320895202484
24bits,posit20,-1.74937343358396,1.0,0.0,2.4092320895202484
24bits,posit24,-1.74937343358396,0.9999999999999999,0.0,2.409232089520251
24bits,float24,-1.7393483709273183,1.0,0.0,2.409232089520252
24bits,posit20,-1.7393483709273183,0.9999999999999997,0.0,2.409232089520248
24bits,posit24,-1.7393483709273183,0.9999999999999997,0.0,2.409232089520248
24bits,float24,-1.7293233082706767,1.0,0.0,2.4092320895202475
24bits,posit20,-1.7293233082706767,1.0,0.0,2.4092320895202475
24bits,posit24,-1.7293233082706767,0.9999999999999994,0.0,2.409232089520248
24bits,float24,-1.719298245614035,1.0,0.0,2.4092320895202484
24bits,posit20,-1.719298245614035,0.9999999999999992,0.0,2.4092320895202484
24bits,posit24,-1.719298245614035,1.0,0.0,2.4092320895202484
24bits,float24,-1.7092731829573935,0.9999999999999993,0.0,2.409232089520251
24bits,posit20,-1.7092731829573935,0.9999999999999993,0.0,2.409232089520251
24bits,posit24,-1.7092731829573935,1.0,0.0,2.409232089520252
24bits,float24,-1.699248120300752,1.0,0.0,2.4092320895202475
24bits,posit20,-1.699248120300752,1.0,0.0,2.4092320895202475
24bits,posit24,-1.699248120300752,1.0,0.0,2.4092320895202506
24bits,float24,-1.6892230576441103,0.9999999999999998,0.0,2.409232089520249
24bits,posit20,-1.6892230576441103,0.9999999999999998,0.0,2.409232089520249
24bits,posit24,-1.6892230576441103,0.9999999999999996,0.0,2.4092320895202515
24bits,float24,-1.6791979949874687,0.9999999999999996,0.0,2.409232089520248
24bits,posit20,-1.6791979949874687,0.9999999999999992,0.0,2.4092320895202475
24bits,posit24,-1.6791979949874687,1.0,0.0,2.409232089520249
24bits,float24,-1.669172932330827,0.9999999999999998,0.0,2.4092320895202475
24bits,posit20,-1.669172932330827,0.9999999999999998,0.0,2.4092320895202475
24bits,posit24,-1.669172932330827,1.0,0.0,2.4092320895202484
24bits,float24,-1.6591478696741855,1.0,0.0,2.409232089520251
24bits,posit20,-1.6591478696741855,1.0,0.0,2.4092320895202506
24bits,posit24,-1.6591478696741855,0.9999999999999998,0.0,2.4092320895202506
24bits,float24,-1.6491228070175439,1.0,0.0,2.4092320895202475
24bits,posit20,-1.6491228070175439,1.0,0.0,2.4092320895202475
24bits,posit24,-1.6491228070175439,1.0,0.0,2.4092320895202475
24bits,float24,-1.6390977443609023,0.9999999999999996,0.0,2.4092320895202515
24bits,posit20,-1.6390977443609023,0.9999999999999999,0.0,2.4092320895202493
24bits,posit24,-1.6390977443609023,1.0,0.0,2.409232089520251
24bits,float24,-1.6290726817042607,1.0,0.0,2.4092320895202457
24bits,posit20,-1.6290726817042607,1.0,0.0,2.4092320895202457
24bits,posit24,-1.6290726817042607,1.0,0.0,2.4092320895202484
24bits,float24,-1.619047619047619,0.9999999999999996,0.0,2.409232089520248
24bits,posit20,-1.619047619047619,1.0,0.0,2.4092320895202506
24bits,posit24,-1.619047619047619,0.9999999999999996,0.0,2.4092320895202493
24bits,float24,-1.6090225563909775,1.0,0.0,2.409232089520246
24bits,posit20,-1.6090225563909775,1.0,0.0,2.409232089520246
24bits,posit24,-1.6090225563909775,1.0,0.0,2.409232089520246
24bits,float24,-1.5989974937343359,1.0,0.0,2.4092320895202493
24bits,posit20,-1.5989974937343359,0.9999999999999997,0.0,2.4092320895202444
24bits,posit24,-1.5989974937343359,1.0,0.0,2.409232089520252
24bits,float24,-1.5889724310776943,1.0,0.0,2.409232089520249
24bits,posit20,-1.5889724310776943,1.0,0.0,2.409232089520249
24bits,posit24,-1.5889724310776943,0.9999999999999997,0.0,2.4092320895202524
24bits,float24,-1.5789473684210527,1.0,0.0,2.4092320895202515
24bits,posit20,-1.5789473684210527,1.0,0.0,2.4092320895202515
24bits,posit24,-1.5789473684210527,0.9999999999999994,0.0,2.4092320895202457
24bits,float24,-1.568922305764411,0.9999999999999997,0.0,2.4092320895202493
24bits,posit20,-1.568922305764411,0.9999999999999997,0.0,2.4092320895202493
24bits,posit24,-1.568922305764411,1.0,0.0,2.409232089520251
24bits,float24,-1.5588972431077694,1.0,0.0,2.409232089520248
24bits,posit20,-1.5588972431077694,0.9999999999999997,0.0,2.4092320895202524
24bits,posit24,-1.5588972431077694,1.0,0.0,2.4092320895202475
24bits,float24,-1.5488721804511278,1.0,0.0,2.4092320895202484
24bits,posit20,-1.5488721804511278,1.0,0.0,2.4092320895202484
24bits,posit24,-1.5488721804511278,1.0,0.0,2.4092320895202475
24bits,float24,-1.5388471177944862,1.0,0.0,2.409232089520246
24bits,posit20,-1.5388471177944862,0.9999999999999996,0.0,2.4092320895202506
24bits,posit24,-1.5388471177944862,0.9999999999999997,0.0,2.4092320895202524
24bits,float24,-1.5288220551378446,0.9999999999999997,0.0,2.4092320895202475
24bits,posit20,-1.5288220551378446,0.9999999999999997,0.0,2.4092320895202475
24bits,posit24,-1.5288220551378446,1.0,0.0,2.4092320895202475
24bits,float24,-1.518796992481203,0.9999999999999999,0.0,2.4092320895202524
24bits,posit20,-1.518796992481203,1.0,0.0,2.409232089520249
24bits,posit24,-1.518796992481203,1.0,0.0,2.4092320895202524
24bits,float24,-1.5087719298245614,1.0,0.0,2.4092320895202493
24bits,posit20,-1.5087719298245614,1.0,0.0,2.4092320895202493
24bits,posit24,-1.5087719298245614,0.999999999999999,0.0,2.4092320895202493
24bits,float24,-1.4987468671679198,1.0,0.0,2.4092320895202515
24bits,posit20,-1.4987468671679198,1.0,0.0,2.4092320895202457
24bits,posit24,-1.4987468671679198,1.0,0.0,2.409232089520251
24bits,float24,-1.4887218045112782,1.0,0.0,2.4092320895202475
24bits,posit20,-1.4887218045112782,1.0,0.0,2.4092320895202475
24bits,posit24,-1.4887218045112782,1.0,0.0,2.409232089520246
24bits,float24,-1.4786967418546366,1.0,0.0,2.4092320895202457
24bits,posit20,-1.4786967418546366,0.9999999999999999,0.0,2.409232089520252
24bits,posit24,-1.4786967418546366,1.0,0.0,2.4092320895202453
24bits,float24,-1.468671679197995,0.9999999999999991,0.0,2.4092320895202457
24bits,posit20,-1.468671679197995,0.9999999999999991,0.0,2.4092320895202457
24bits,posit24,-1.468671679197995,0.9999999999999999,0.0,2.4092320895202453
24bits,float24,-1.4586466165413534,1.0,0.0,2.409232089520253
24bits,posit20,-1.4586466165413534,0.9999999999999997,0.0,2.4092320895202457
24bits,posit24,-1.4586466165413534,1.0,0.0,2.4092320895202533
24bits,float24,-1.4486215538847118,1.0,0.0,2.409232089520251
24bits,posit20,-1.4486215538847118,1.0,0.0,2.409232089520251
24bits,posit24,-1.4486215538847118,0.9999999999999993,0.0,2.4092320895202484
24bits,float24,-1.4385964912280702,1.0,0.0,2.409232089520246
24bits,posit20,-1.4385964912280702,0.9999999999999999,0.0,2.4092320895202506
24bits,posit24,-1.4385964912280702,0.9999999999999989,0.0,2.4092320895202493
24bits,float24,-1.4285714285714286,1.0,0.0,2.409232089520248
24bits,posit20,-1.4285714285714286,1.0,0.0,2.409232089520248
24bits,posit24,-1.4285714285714286,1.0,0.0,2.4092320895202493
24bits,float24,-1.418546365914787,0.9999999999999996,0.0,2.409232089520251
24bits,posit20,-1.418546365914787,0.9999999999999996,0.0,2.409232089520248
24bits,posit24,-1.418546365914787,1.0,0.0,2.4092320895202506
24bits,float24,-1.4085213032581454,1.0,0.0,2.4092320895202475
24bits,posit20,-1.4085213032581454,1.0,0.0,2.4092320895202475
24bits,posit24,-1.4085213032581454,0.9999999999999997,0.0,2.409232089520246
24bits,float24,-1.3984962406015038,0.9999999999999999,0.0,2.4092320895202475
24bits,posit20,-1.3984962406015038,0.999999999999999,0.0,2.4092320895202484
24bits,posit24,-1.3984962406015038,1.0,0.0,2.4092320895202493
24bits,float24,-1.3884711779448622,1.0,0.0,2.409232089520248
24bits,posit20,-1.3884711779448622,1.0,0.0,2.409232089520248
24bits,posit24,-1.3884711779448622,1.0,0.0,2.4092320895202484
24bits,float24,-1.3784461152882206,1.0,0.0,2.409232089520251
24bits,posit20,-1.3784461152882206,1.0,0.0,2.4092320895202475
24bits,posit24,-1.3784461152882206,1.0,0.0,2.4092320895202475
24bits,float24,-1.368421052631579,1.0,0.0,2.4092320895202475
24bits,posit20,-1.368421052631579,1.0,0.0,2.4092320895202475
24bits,posit24,-1.368421052631579,0.9999999999999997,0.0,2.409232089520246
24bits,float24,-1.3583959899749374,0.9999999999999989,0.0,2.4092320895202475
24bits,posit20,-1.3583959899749374,0.9999999999999992,0.0,2.4092320895202493
24bits,posit24,-1.3583959899749374,0.9999999999999993,0.0,2.409232089520248
24bits,float24,-1.3483709273182958,0.9999999999999987,0.0,2.4092320895202475
24bits,posit20,-1.3483709273182958,0.9999999999999987,0.0,2.4092320895202475
24bits,posit24,-1.3483709273182958,1.0,0.0,2.4092320895202484
24bits,float24,-1.3383458646616542,0.9999999999999996,0.0,2.409232089520251
24bits,posit20,-1.3383458646616542,0.9999999999999996,0.0,2.409232089520251
24bits,posit24,-1.3383458646616542,1.0,0.0,2.409232089520249
24bits,float24,-1.3283208020050126,0.9999999999999998,0.0,2.4092320895202493
24bits,posit20,-1.3283208020050126,0.9999999999999998,0.0,2.4092320895202493
24bits,posit24,-1.3283208020050126,1.0,0.0,2.4092320895202475
24bits,float24,-1.318295739348371,0.9999999999999993,0.0,2.409232089520252
24bits,posit20,-1.318295739348371,1.0,0.0,2.409232089520246
24bits,posit24,-1.318295739348371,1.0,0.0,2.4092320895202524
24bits,float24,-1.3082706766917294,1.0,0.0,2.4092320895202515
24bits,posit20,-1.3082706766917294,1.0,0.0,2.4092320895202515
24bits,posit24,-1.3082706766917294,0.9999999999999993,0.0,2.4092320895202484
24bits,float24,-1.2982456140350878,0.9999999999999994,0.0,2.4092320895202457
24bits,posit20,-1.2982456140350878,1.0,0.0,2.4092320895202506
24bits,posit24,-1.2982456140350878,0.9999999999999998,0.0,2.409232089520246
24bits,float24,-1.2882205513784462,0.9999999999999994,0.0,2.4092320895202475
24bits,posit20,-1.2882205513784462,0.9999999999999994,0.0,2.4092320895202475
24bits,posit24,-1.2882205513784462,1.0,0.0,2.4092320895202506
24bits,float24,-1.2781954887218046,0.9999999999999998,0.0,2.409232089520252
24bits,posit20,-1.2781954887218046,1.0,0.0,2.4092320895202515
24bits,posit24,-1.2781954887218046,1.0,0.0,2.4092320895202493
24bits,float24,-1.268170426065163,1.0,0.0,2.4092320895202493
24bits,posit20,-1.268170426065163,1.0,0.0,2.4092320895202493
24bits,posit24,-1.268170426065163,1.0,0.0,2.4092320895202475
24bits,float24,-1.2581453634085213,1.0,0.0,2.4092320895202457
24bits,posit20,-1.2581453634085213,1.0,0.0,2.4092320895202475
24bits,posit24,-1.2581453634085213,1.0,0.0,2.4092320895202475
24bits,float24,-1.2481203007518797,0.9999999999999991,0.0,2.4092320895202484
24bits,posit20,-1.2481203007518797,0.9999999999999991,0.0,2.4092320895202484
24bits,posit24,-1.2481203007518797,1.0,0.0,2.4092320895202475
24bits,float24,-1.2380952380952381,1.0,0.0,2.4092320895202493
24bits,posit20,-1.2380952380952381,0.9999999999999997,0.0,2.4092320895202475
24bits,posit24,-1.2380952380952381,0.9999999999999998,0.0,2.4092320895202457
24bits,float24,-1.2280701754385965,1.0,0.0,2.409232089520248
24bits,posit20,-1.2280701754385965,1.0,0.0,2.409232089520248
24bits,posit24,-1.2280701754385965,0.9999999999999998,0.0,2.4092320895202515
24bits,float24,-1.218045112781955,1.0,0.0,2.4092320895202493
24bits,posit20,-1.218045112781955,1.0,0.0,2.409232089520246
24bits,posit24,-1.218045112781955,0.9999999999999997,0.0,2.4092320895202457
24bits,float24,-1.2080200501253133,1.0,0.0,2.4092320895202493
24bits,posit20,-1.2080200501253133,1.0,0.0,2.4092320895202493
24bits,posit24,-1.2080200501253133,0.9999999999999994,0.0,2.409232089520246
24bits,float24,-1.1979949874686717,1.0,0.0,2.409232089520252
24bits,posit20,-1.1979949874686717,0.9999999999999997,0.0,2.4092320895202515
24bits,posit24,-1.1979949874686717,0.9999999999999998,0.0,2.4092320895202457
24bits,float24,-1.1879699248120301,1.0,0.0,2.409232089520248
24bits,posit20,-1.1879699248120301,1.0,0.0,2.409232089520248
24bits,posit24,-1.1879699248120301,1.0,0.0,2.4092320895202475
24bits,float24,-1.1779448621553885,0.9999999999999992,0.0,2.4092320895202515
24bits,posit20,-1.1779448621553885,0.9999999999999997,0.0,2.409232089520248
24bits,posit24,-1.1779448621553885,1.0,0.0,2.4092320895202457
24bits,float24,-1.167919799498747,1.0,0.0,2.409232089520246
24bits,posit20,-1.167919799498747,1.0,0.0,2.409232089520246
24bits,posit24,-1.167919799498747,1.0,0.0,2.4092320895202506
24bits,float24,-1.1578947368421053,0.9999999999999997,0.0,2.409232089520249
24bits,posit20,-1.1578947368421053,1.0,0.0,2.4092320895202475
24bits,posit24,-1.1578947368421053,1.0,0.0,2.409232089520245
24bits,float24,-1.1478696741854637,1.0,0.0,2.4092320895202457
24bits,posit20,-1.1478696741854637,1.0,0.0,2.4092320895202457
24bits,posit24,-1.1478696741854637,0.9999999999999997,0.0,2.4092320895202515
24bits,float24,-1.137844611528822,1.0,0.0,2.409232089520246
24bits,posit20,-1.137844611528822,1.0,0.0,2.4092320895202484
24bits,posit24,-1.137844611528822,1.0,0.0,2.4092320895202493
24bits,float24,-1.1278195488721805,0.9999999999999996,0.0,2.4092320895202484
24bits,posit20,-1.1278195488721805,0.9999999999999996,0.0,2.4092320895202484
24bits,posit24,-1.1278195488721805,1.0,0.0,2.4092320895202484
24bits,float24,-1.117794486215539,1.0,0.0,2.409232089520246
24bits,posit20,-1.117794486215539,1.0,0.0,2.409232089520248
24bits,posit24,-1.117794486215539,0.9999999999999996,0.0,2.409232089520245
24bits,float24,-1.1077694235588973,1.0,0.0,2.409232089520248
24bits,posit20,-1.1077694235588973,1.0,0.0,2.409232089520248
24bits,posit24,-1.1077694235588973,0.9999999999999988,0.0,2.409232089520245
24bits,float24,-1.0977443609022557,1.0,0.0,2.4092320895202515
24bits,posit20,-1.0977443609022557,1.0,0.0,2.4092320895202475
24bits,posit24,-1.0977443609022557,1.0,0.0,2.409232089520253
24bits,float24,-1.087719298245614,0.9999999999999998,0.0,2.409232089520248
24bits,posit20,-1.087719298245614,0.9999999999999998,0.0,2.409232089520248
24bits,posit24,-1.087719298245614,1.0,0.0,2.4092320895202484
24bits,float24,-1.0776942355889725,0.9999999999999993,0.0,2.4092320895202546
24bits,posit20,-1.0776942355889725,0.9999999999999993,0.0,2.4092320895202457
24bits,posit24,-1.0776942355889725,0.9999999999999996,0.0,2.409232089520244
24bits,float24,-1.0676691729323309,0.999999999999999,0.0,2.4092320895202475
24bits,posit20,-1.0676691729323309,0.999999999999999,0.0,2.4092320895202475
24bits,posit24,-1.0676691729323309,0.9999999999999996,0.0,2.409232089520249
24bits,float24,-1.0576441102756893,1.0,0.0,2.4092320895202506
24bits,posit20,-1.0576441102756893,1.0,0.0,2.409232089520249
24bits,posit24,-1.0576441102756893,1.0,0.0,2.4092320895202475
24bits,float24,-1.0476190476190477,1.0,0.0,2.409232089520246
24bits,posit20,-1.0476190476190477,1.0,0.0,2.409232089520246
