pair,fmt,I,rmse,rate_Hz
24bits,posit20,-1.7794486215538847,3.394343077218073e+17,0.0
24bits,posit24,-1.7794486215538847,3.394343077218073e+17,0.0
24bits,float24,-1.7694235588972431,5.801240904975767e+18,0.0
24bits,posit20,-1.7694235588972431,5.801240904975767e+18,0.0
24bits,posit24,-1.7694235588972431,3.548631450929673e+17,0.0
24bits,float24,-1.7593984962406015,5.785812069416836e+18,0.0
24bits,posit20,-1.7593984962406015,3.702919744249137e+17,0.0
24bits,posit24,-1.7593984962406015,3.702919744249137e+17,0.0
24bits,float24,-1.74937343358396,5.770383247615194e+18,0.0
24bits,posit20,-1.74937343358396,5.770383247615194e+18,0.0
24bits,posit24,-1.74937343358396,3.857208070394409e+17,0.0
24bits,float24,-1.7393483709273183,5.75495441502915e+18,0.0
24bits,posit20,-1.7393483709273183,4.0114963910023264e+17,0.0
24bits,posit24,-1.7393483709273183,4.0114963910023264e+17,0.0
24bits,float24,-1.7293233082706767,5.739525586577391e+18,0.0
24bits,posit20,-1.7293233082706767,5.739525586577391e+18,0.0
24bits,posit24,-1.7293233082706767,3.5293453424111546e+17,0.0
24bits,float24,-1.719298245614035,5.724096748320726e+18,0.0
24bits,posit20,-1.719298245614035,4.3200730071074643e+17,0.0
24bits,posit24,-1.719298245614035,3.375057053691379e+17,0.0
24bits,float24,-1.7092731829573935,5.708667914339719e+18,0.0
24bits,posit20,-1.7092731829573935,5.708667914339719e+18,0.0
24bits,posit24,-1.7092731829573935,3.22076873200537e+17,0.0
24bits,float24,-1.699248120300752,5.693239086264915e+18,0.0
24bits,posit20,-1.699248120300752,4.628649657262623e+17,0.0
24bits,posit24,-1.699248120300752,3.06648036370219e+17,0.0
24bits,float24,-1.6892230576441103,5.67781025179989e+18,0.0
24bits,posit20,-1.6892230576441103,5.67781025179989e+18,0.0
24bits,posit24,-1.6892230576441103,2.9121920811947846e+17,0.0
24bits,float24,-1.6791979949874687,5.662381422437232e+18,0.0
24bits,posit20,-1.6791979949874687,4.9372263316577504e+17,0.0
24bits,posit24,-1.6791979949874687,2.7579038276984144e+17,0.0
24bits,float24,-1.669172932330827,5.646952586959722e+18,0.0
24bits,posit20,-1.669172932330827,5.646952586959722e+18,0.0
24bits,posit24,-1.669172932330827,2.6036153908959286e+17,0.0
24bits,float24,-1.6591478696741855,5.631523759245678e+18,0.0
24bits,posit20,-1.6591478696741855,5.245802946326662e+17,0.0
24bits,posit24,-1.6591478696741855,2.44932710785724e+17,0.0
24bits,float24,-1.6491228070175439,5.616094927560125e+18,0.0
24bits,posit20,-1.6491228070175439,5.616094927560125e+18,0.0
24bits,posit24,-1.6491228070175439,2.2950387882235798e+17,0.0
24bits,float24,-1.6390977443609023,5.600666085865295e+18,0.0
24bits,posit20,-1.6390977443609023,5.554379593080668e+17,0.0
24bits,posit24,-1.6390977443609023,2.140750448681804e+17,0.0
24bits,float24,-1.6290726817042607,5.585237259029358e+18,0.0
24bits,posit20,-1.6290726817042607,5.585237259029358e+18,0.0
24bits,posit24,-1.6290726817042607,1.9864621282551427e+17,0.0
24bits,float24,-1.619047619047619,5.569808426827007e+18,0.0
24bits,posit20,-1.619047619047619,5.862956225287457e+17,0.0
24bits,posit24,-1.619047619047619,1.8321738067019926e+17,0.0
24bits,float24,-1.6090225563909775,5.554379592589725e+18,0.0
24bits,posit20,-1.6090225563909775,5.554379592589725e+18,0.0
24bits,posit24,-1.6090225563909775,1.6778854766751046e+17,0.0
24bits,float24,-1.5989974937343359,5.538950765400518e+18,0.0
24bits,posit20,-1.5989974937343359,6.17153287582289e+17,0.0
24bits,posit24,-1.5989974937343359,1.5235971932503994e+17,0.0
24bits,float24,-1.5889724310776943,5.523521929903522e+18,0.0
24bits,posit20,-1.5889724310776943,5.523521929903522e+18,0.0
24bits,posit24,-1.5889724310776943,1.3693088882130186e+17,0.0
24bits,float24,-1.5789473684210527,5.508093098195036e+18,0.0
24bits,posit20,-1.5789473684210527,6.480109502440157e+17,0.0
24bits,posit24,-1.5789473684210527,1.2150205903393354e+17,0.0
24bits,float24,-1.568922305764411,5.492664258816406e+18,0.0
24bits,posit20,-1.568922305764411,5.492664258816406e+18,0.0
24bits,posit24,-1.568922305764411,1.0607321991793107e+17,0.0
24bits,float24,-1.5588972431077694,5.477235435346634e+18,0.0
24bits,posit20,-1.5588972431077694,6.788686152188714e+17,0.0
24bits,posit24,-1.5588972431077694,9.06443883766145e+16,0.0
24bits,float24,-1.5488721804511278,5.461806601236647e+18,0.0
24bits,posit20,-1.5488721804511278,5.461806601236647e+18,0.0
24bits,posit24,-1.5488721804511278,7.521555562426243e+16,0.0
24bits,float24,-1.5388471177944862,5.446377770739806e+18,0.0
24bits,posit20,-1.5388471177944862,7.097262794103521e+17,0.0
24bits,posit24,-1.5388471177944862,5.978672644785779e+16,0.0
24bits,float24,-1.5288220551378446,5.430948940049488e+18,0.0
24bits,posit20,-1.5288220551378446,5.430948940049488e+18,0.0
24bits,posit24,-1.5288220551378446,4.435789489825664e+16,0.0
24bits,float24,-1.518796992481203,5.415520103056084e+18,0.0
24bits,posit20,-1.518796992481203,7.405839503749101e+17,0.0
24bits,posit24,-1.518796992481203,2.892905798776557e+16,0.0
24bits,float24,-1.5087719298245614,5.40009126922113e+18,0.0
24bits,posit20,-1.5087719298245614,5.40009126922113e+18,0.0
24bits,posit24,-1.5087719298245614,1.3500223711827234e+16,0.0
24bits,float24,-1.4987468671679198,5.384662440247336e+18,0.0
24bits,posit20,-1.4987468671679198,7.714416090215556e+17,0.0
24bits,posit24,-1.4987468671679198,1928605738731219.2,0.0
24bits,float24,-1.4887218045112782,5.369233608452282e+18,0.0
24bits,posit20,-1.4887218045112782,5.369233608452282e+18,0.0
24bits,posit24,-1.4887218045112782,1.7357432670801486e+16,0.0
24bits,float24,-1.4786967418546366,5.353804778848694e+18,0.0
24bits,posit20,-1.4786967418546366,8.022992704813044e+17,0.0
24bits,posit24,-1.4786967418546366,3.278626773116596e+16,0.0
24bits,float24,-1.468671679197995,5.338375941388047e+18,0.0
24bits,posit20,-1.468671679197995,5.338375941388047e+18,0.0
24bits,posit24,-1.468671679197995,4.821510565620018e+16,0.0
24bits,float24,-1.4586466165413534,5.32294711060197e+18,0.0
24bits,posit20,-1.4586466165413534,8.331569422388946e+17,0.0
24bits,posit24,-1.4586466165413534,6.364393178762399e+16,0.0
24bits,float24,-1.4486215538847118,5.307518277742048e+18,0.0
24bits,posit20,-1.4486215538847118,5.307518277742048e+18,0.0
24bits,posit24,-1.4486215538847118,7.907276314114472e+16,0.0
24bits,float24,-1.4385964912280702,5.292089447847375e+18,0.0
24bits,posit20,-1.4385964912280702,8.640146023645876e+17,0.0
24bits,posit24,-1.4385964912280702,9.450159750198501e+16,0.0
24bits,float24,-1.4285714285714286,5.276660615747824e+18,0.0
24bits,posit20,-1.4285714285714286,5.276660615747824e+18,0.0
24bits,posit24,-1.4285714285714286,1.099304327637819e+17,0.0
24bits,float24,-1.418546365914787,5.261231784172755e+18,0.0
24bits,posit20,-1.418546365914787,8.948722693261444e+17,0.0
24bits,posit24,-1.418546365914787,1.2535926113576058e+17,0.0
24bits,float24,-1.4085213032581454,5.245802945717081e+18,0.0
24bits,posit20,-1.4085213032581454,5.245802945717081e+18,0.0
24bits,posit24,-1.4085213032581454,1.4078809874806421e+17,0.0
24bits,float24,-1.3984962406015038,5.230374119571548e+18,0.0
24bits,posit20,-1.3984962406015038,9.257299327801242e+17,0.0
24bits,posit24,-1.3984962406015038,1.5621692125161674e+17,0.0
24bits,float24,-1.3884711779448622,5.214945291666012e+18,0.0
24bits,posit20,-1.3884711779448622,5.214945291666012e+18,0.0
24bits,posit24,-1.3884711779448622,1.716457582762914e+17,0.0
24bits,float24,-1.3784461152882206,5.199516450511188e+18,0.0
24bits,posit20,-1.3784461152882206,9.565875998798532e+17,0.0
24bits,posit24,-1.3784461152882206,1.870745966960672e+17,0.0
24bits,float24,-1.368421052631579,5.184087621104488e+18,0.0
24bits,posit20,-1.368421052631579,5.184087621104488e+18,0.0
24bits,posit24,-1.368421052631579,2.0250342188638346e+17,0.0
24bits,float24,-1.3583959899749374,5.168658787166257e+18,0.0
24bits,posit20,-1.3583959899749374,9.874452632103182e+17,0.0
24bits,posit24,-1.3583959899749374,2.1793225679284598e+17,0.0
24bits,float24,-1.3483709273182958,5.153229961378105e+18,0.0
24bits,posit20,-1.3483709273182958,5.153229961378105e+18,0.0
24bits,posit24,-1.3483709273182958,2.3336108286883296e+17,0.0
24bits,float24,-1.3383458646616542,5.137801121208354e+18,0.0
24bits,posit20,-1.3383458646616542,1.0183029290433225e+18,0.0
24bits,posit24,-1.3383458646616542,2.4878991970982685e+17,0.0
24bits,float24,-1.3283208020050126,5.122372291259519e+18,0.0
24bits,posit20,-1.3283208020050126,5.122372291259519e+18,0.0
24bits,posit24,-1.3283208020050126,2.642187511406049e+17,0.0
24bits,float24,-1.318295739348371,5.106943461406074e+18,0.0
24bits,posit20,-1.318295739348371,1.0491605917286912e+18,0.0
24bits,posit24,-1.318295739348371,2.7964758131124563e+17,0.0
24bits,float24,-1.3082706766917294,5.091514626754432e+18,0.0
24bits,posit20,-1.3082706766917294,5.091514626754432e+18,0.0
24bits,posit24,-1.3082706766917294,2.950764133532305e+17,0.0
24bits,float24,-1.2982456140350878,5.076085795488108e+18,0.0
24bits,posit20,-1.2982456140350878,1.0800182525949846e+18,0.0
24bits,posit24,-1.2982456140350878,3.105052457634553e+17,0.0
24bits,float24,-1.2882205513784462,5.060656965852123e+18,0.0
24bits,posit20,-1.2882205513784462,5.060656965852123e+18,0.0
24bits,posit24,-1.2882205513784462,3.259340786841344e+17,0.0
24bits,float24,-1.2781954887218046,5.045228134702063e+18,0.0
24bits,posit20,-1.2781954887218046,1.110875923528975e+18,0.0
24bits,posit24,-1.2781954887218046,3.4136290926761837e+17,0.0
24bits,float24,-1.268170426065163,5.029799301827048e+18,0.0
24bits,posit20,-1.268170426065163,5.029799301827048e+18,0.0
24bits,posit24,-1.268170426065163,3.567917436683931e+17,0.0
24bits,float24,-1.2581453634085213,5.014370468675642e+18,0.0
24bits,posit20,-1.2581453634085213,1.1417335797295343e+18,0.0
24bits,posit24,-1.2581453634085213,3.972924311275511e+17,0.0
24bits,float24,-1.2481203007518797,4.998941633323735e+18,0.0
24bits,posit20,-1.2481203007518797,4.998941633323735e+18,0.0
24bits,posit24,-1.2481203007518797,3.818636004832601e+17,0.0
24bits,float24,-1.2380952380952381,4.98351280594166e+18,0.0
24bits,posit20,-1.2380952380952381,1.1725912462307617e+18,0.0
24bits,posit24,-1.2380952380952381,3.6643476438807245e+17,0.0
24bits,float24,-1.2280701754385965,4.968083969930393e+18,0.0
24bits,posit20,-1.2280701754385965,4.968083969930393e+18,0.0
24bits,posit24,-1.2280701754385965,3.510059335005357e+17,0.0
24bits,float24,-1.218045112781955,4.952655137768958e+18,0.0
24bits,posit20,-1.218045112781955,1.2034489125870597e+18,0.0
24bits,posit24,-1.218045112781955,3.355771018500595e+17,0.0
24bits,float24,-1.2080200501253133,4.937226306030445e+18,0.0
24bits,posit20,-1.2080200501253133,4.937226306030445e+18,0.0
24bits,posit24,-1.2080200501253133,3.2014826410751616e+17,0.0
24bits,float24,-1.1979949874686717,4.9217974746551e+18,0.0
24bits,posit20,-1.1979949874686717,1.234306577830358e+18,0.0
24bits,posit24,-1.1979949874686717,3.047194364727436e+17,0.0
24bits,float24,-1.1879699248120301,4.906368639877341e+18,0.0
24bits,posit20,-1.1879699248120301,4.906368639877341e+18,0.0
24bits,posit24,-1.1879699248120301,2.8929060333502675e+17,0.0
24bits,float24,-1.1779448621553885,4.890939807071478e+18,0.0
24bits,posit20,-1.1779448621553885,1.2651642459518523e+18,0.0
24bits,posit24,-1.1779448621553885,2.7386176724340918e+17,0.0
24bits,float24,-1.167919799498747,4.875510978952916e+18,0.0
24bits,posit20,-1.167919799498747,4.875510978952916e+18,0.0
24bits,posit24,-1.167919799498747,2.5843293849936128e+17,0.0
24bits,float24,-1.1578947368421053,4.860082142671466e+18,0.0
24bits,posit20,-1.1578947368421053,1.2960219050162066e+18,0.0
24bits,posit24,-1.1578947368421053,2.4300410578159456e+17,0.0
24bits,float24,-1.1478696741854637,4.844653313976342e+18,0.0
24bits,posit20,-1.1478696741854637,4.844653313976342e+18,0.0
24bits,posit24,-1.1478696741854637,2.275752735541715e+17,0.0
24bits,float24,-1.137844611528822,4.829224480787074e+18,0.0
24bits,posit20,-1.137844611528822,1.3268795727679155e+18,0.0
24bits,posit24,-1.137844611528822,2.121464425132827e+17,0.0
24bits,float24,-1.1278195488721805,4.813795645015675e+18,0.0
24bits,posit20,-1.1278195488721805,4.813795645015675e+18,0.0
24bits,posit24,-1.1278195488721805,1.967176099612206e+17,0.0
24bits,float24,-1.117794486215539,4.798366813574888e+18,0.0
24bits,posit20,-1.117794486215539,1.3577372326814044e+18,0.0
24bits,posit24,-1.117794486215539,1.8128877596061133e+17,0.0
24bits,float24,-1.1077694235588973,4.782937983552294e+18,0.0
24bits,posit20,-1.1077694235588973,4.782937983552294e+18,0.0
24bits,posit24,-1.1077694235588973,1.6585994466289072e+17,0.0
24bits,float24,-1.0977443609022557,4.767509146504967e+18,0.0
24bits,posit20,-1.0977443609022557,1.3885949014219825e+18,0.0
24bits,posit24,-1.0977443609022557,1.5043111082545952e+17,0.0
24bits,float24,-1.087719298245614,4.752080319162994e+18,0.0
24bits,posit20,-1.087719298245614,4.752080319162994e+18,0.0
24bits,posit24,-1.087719298245614,1.3500227956931365e+17,0.0
24bits,float24,-1.0776942355889725,4.736651483984554e+18,0.0
24bits,posit20,-1.0776942355889725,1.4194525671131574e+18,0.0
24bits,posit24,-1.0776942355889725,1.1957344683006514e+17,0.0
24bits,float24,-1.0676691729323309,4.721222654781971e+18,0.0
24bits,posit20,-1.0676691729323309,4.721222654781971e+18,0.0
24bits,posit24,-1.0676691729323309,1.0414461573705309e+17,0.0
24bits,float24,-1.0576441102756893,4.705793824030611e+18,0.0
24bits,posit20,-1.0576441102756893,1.4503102281719785e+18,0.0
24bits,posit24,-1.0576441102756893,8.871578611153134e+16,0.0
24bits,float24,-1.0476190476190477,4.69036499110435e+18,0.0
24bits,posit20,-1.0476190476190477,4.69036499110435e+18,0.0
24bits,posit24,-1.0476190476190477,7.328695234611624e+16,0.0
24bits,float24,-1.037593984962406,4.674936159772005e+18,0.0
24bits,posit20,-1.037593984962406,1.4811678913519892e+18,0.0
24bits,posit24,-1.037593984962406,5.7858120865128504e+16,0.0
24bits,float24,-1.0275689223057645,4.659507325758665e+18,0.0
24bits,posit20,-1.0275689223057645,4.659507325758665e+18,0.0
24bits,posit24,-1.0275689223057645,4.242928590544738e+16,0.0
24bits,float24,-1.0175438596491229,4.644078494221364e+18,0.0
24bits,posit20,-1.0175438596491229,1.512025556891055e+18,0.0
24bits,posit24,-1.0175438596491229,2.7000454960832064e+16,0.0
24bits,float24,-1.0075187969924813,4.628649663430176e+18,0.0
24bits,posit20,-1.0075187969924813,4.628649663430176e+18,0.0
24bits,posit24,-1.0075187969924813,1.1571622145409058e+16,0.0
24bits,float24,-0.9974937343358397,1.5351688038887232e+18,0.0
24bits,posit20,-0.9974937343358397,1.542883220411877e+18,0.0
24bits,posit24,-0.9974937343358397,3857209668610175.0,0.0
24bits,float24,-0.987468671679198,1.5197399738031406e+18,0.0
24bits,posit20,-0.987468671679198,1.5583120559628357e+18,0.0
24bits,posit24,-0.987468671679198,1.928604245039528e+16,0.0
24bits,float24,-0.9774436090225564,1.504311140475951e+18,0.0
24bits,posit20,-0.9774436090225564,1.5737408867140247e+18,0.0
24bits,posit24,-0.9774436090225564,3.4714872934186412e+16,0.0
24bits,float24,-0.9674185463659148,1.4888823100399127e+18,0.0
24bits,posit20,-0.9674185463659148,1.5891697166090276e+18,0.0
24bits,posit24,-0.9674185463659148,5.014370298727456e+16,0.0
24bits,float24,-0.9573934837092732,1.4734534767402084e+18,0.0
24bits,posit20,-0.9573934837092732,1.6045985527595768e+18,0.0
24bits,posit24,-0.9573934837092732,6.5572537222456904e+16,0.0
24bits,float24,-0.9473684210526316,1.4580246442222915e+18,0.0
24bits,posit20,-0.9473684210526316,1.6200273802877248e+18,0.0
24bits,posit24,-0.9473684210526316,8.100136761937331e+16,0.0
24bits,float24,-0.93734335839599,1.4425958111786842e+18,0.0
24bits,posit20,-0.93734335839599,1.6354562124410132e+18,0.0
24bits,posit24,-0.93734335839599,9.643020017963058e+16,0.0
24bits,float24,-0.9273182957393484,1.427166982194961e+18,0.0
24bits,posit20,-0.9273182957393484,1.6508850437645391e+18,0.0
24bits,posit24,-0.9273182957393484,1.1185903022624283e+17,0.0
24bits,float24,-0.9172932330827068,1.4117381476209618e+18,0.0
24bits,posit20,-0.9172932330827068,1.6663138781782707e+18,0.0
24bits,posit24,-0.9172932330827068,1.27287865854104e+17,0.0
24bits,float24,-0.9072681704260652,1.3963093125656842e+18,0.0
24bits,posit20,-0.9072681704260652,1.6817427131513615e+18,0.0
24bits,posit24,-0.9072681704260652,1.4271670089619576e+17,0.0
24bits,float24,-0.8972431077694236,1.380880481684541e+18,0.0
24bits,posit20,-0.8972431077694236,1.697171543252895e+18,0.0
24bits,posit24,-0.8972431077694236,1.5814553117457997e+17,0.0
24bits,float24,-0.887218045112782,1.3654516496306908e+18,0.0
24bits,posit20,-0.887218045112782,1.712600374559771e+18,0.0
24bits,posit24,-0.887218045112782,1.735743613749014e+17,0.0
24bits,float24,-0.8771929824561404,1.3500228166603538e+18,0.0
24bits,posit20,-0.8771929824561404,1.7280292076070077e+18,0.0
24bits,posit24,-0.8771929824561404,1.89003195634489e+17,0.0
24bits,float24,-0.8671679197994988,1.3345939853006935e+18,0.0
24bits,posit20,-0.8671679197994988,1.7434580343861494e+18,0.0
24bits,posit24,-0.8671679197994988,1.8032448006642333e+17,0.0
24bits,float24,-0.8571428571428572,1.3191651508524442e+18,0.0
24bits,posit20,-0.8571428571428572,1.758886871471315e+18,0.0
24bits,posit24,-0.8571428571428572,1.648956431041525e+17,0.0
24bits,float24,-0.8471177944862156,1.303736321985253e+18,0.0
24bits,posit20,-0.8471177944862156,1.7743157048524692e+18,0.0
24bits,posit24,-0.8471177944862156,1.4946681116127936e+17,0.0
24bits,float24,-0.837092731829574,1.2883074901472182e+18,0.0
24bits,posit20,-0.837092731829574,1.7897445346387167e+18,0.0
24bits,posit24,-0.837092731829574,1.3403797847229912e+17,0.0
24bits,float24,-0.8270676691729324,1.2728786596534848e+18,0.0
24bits,posit20,-0.8270676691729324,1.8051733683437947e+18,0.0
24bits,posit24,-0.8270676691729324,1.1860914892384448e+17,0.0
24bits,float24,-0.8170426065162908,1.2574498256278525e+18,0.0
24bits,posit20,-0.8170426065162908,1.8206022017848899e+18,0.0
24bits,posit24,-0.8170426065162908,1.0318031518951203e+17,0.0
24bits,float24,-0.8070175438596492,1.2420209897632727e+18,0.0
24bits,posit20,-0.8070175438596492,1.8360310355913992e+18,0.0
24bits,posit24,-0.8070175438596492,8.775148248608582e+16,0.0
24bits,float24,-0.7969924812030076,1.2265921628932022e+18,0.0
24bits,posit20,-0.7969924812030076,1.8514598618978258e+18,0.0
24bits,posit24,-0.7969924812030076,7.232265433362624e+16,0.0
24bits,float24,-0.786967418546366,1.21116332649877e+18,0.0
24bits,posit20,-0.786967418546366,1.8668886971171986e+18,0.0
24bits,posit24,-0.786967418546366,5.689381849089564e+16,0.0
24bits,float24,-0.7769423558897244,1.1957344942704392e+18,0.0
24bits,posit20,-0.7769423558897244,1.8823175342868001e+18,0.0
24bits,posit24,-0.7769423558897244,4.146498126803505e+16,0.0
24bits,float24,-0.7669172932330828,1.180305666119054e+18,0.0
24bits,posit20,-0.7669172932330828,1.897746362002034e+18,0.0
24bits,posit24,-0.7669172932330828,2.6036157478830004e+16,0.0
24bits,float24,-0.7568922305764412,1.1648768329538634e+18,0.0
24bits,posit20,-0.7568922305764412,1.913175194641248e+18,0.0
24bits,posit24,-0.7568922305764412,1.0607322350519522e+16,0.0
24bits,float24,-0.7468671679197996,1.1494480001744178e+18,0.0
24bits,posit20,-0.7468671679197996,1.928604026143562e+18,0.0
24bits,posit24,-0.7468671679197996,4821510545935477.0,0.0
24bits,float24,-0.736842105263158,1.1340191676705873e+18,0.0
24bits,posit20,-0.736842105263158,1.9440328576187428e+18,0.0
24bits,posit24,-0.736842105263158,2.0250342767325308e+16,0.0
24bits,float24,-0.7268170426065164,1.118590334977678e+18,0.0
24bits,posit20,-0.7268170426065164,1.9594616904457787e+18,0.0
24bits,posit24,-0.7268170426065164,3.5679175441154024e+16,0.0
24bits,float24,-0.7167919799498748,1.1031615014442676e+18,0.0
24bits,posit20,-0.7167919799498748,1.974890523434098e+18,0.0
24bits,posit24,-0.7167919799498748,5.110800882825546e+16,0.0
24bits,float24,-0.7067669172932332,1.0877326700405585e+18,0.0
24bits,posit20,-0.7067669172932332,1.990319354772291e+18,0.0
24bits,posit24,-0.7067669172932332,6.653683852584816e+16,0.0
24bits,float24,-0.6967418546365916,1.0723038379103433e+18,0.0
24bits,posit20,-0.6967418546365916,2.0057481883757138e+18,0.0
24bits,posit24,-0.6967418546365916,8.196567278651818e+16,0.0
24bits,float24,-0.68671679197995,1.0568750062384859e+18,0.0
24bits,posit20,-0.68671679197995,2.0211770205552023e+18,0.0
24bits,posit24,-0.68671679197995,9.73945059173558e+16,0.0
24bits,float24,-0.6766917293233083,1.0414461738002757e+18,0.0
24bits,posit20,-0.6766917293233083,2.0366058488582354e+18,0.0
24bits,posit24,-0.6766917293233083,1.1282333474302842e+17,0.0
24bits,float24,-0.6666666666666667,1.026017341837557e+18,0.0
24bits,posit20,-0.6666666666666667,2.0520346841766106e+18,0.0
24bits,posit24,-0.6666666666666667,1.2825216683773814e+17,0.0
24bits,float24,-0.6566416040100251,1.0105885101721651e+18,0.0
24bits,posit20,-0.6566416040100251,2.0674635165730094e+18,0.0
24bits,posit24,-0.6566416040100251,1.4368099860301243e+17,0.0
24bits,float24,-0.6466165413533835,9.95159679079773e+17,0.0
24bits,posit20,-0.6466165413533835,2.0828923463483584e+18,0.0
24bits,posit24,-0.6466165413533835,1.5910983133276886e+17,0.0
24bits,float24,-0.6365914786967419,9.797308444160238e+17,0.0
24bits,posit20,-0.6365914786967419,2.0983211817308485e+18,0.0
24bits,posit24,-0.6365914786967419,1.7453866583542717e+17,0.0
24bits,float24,-0.6265664160401003,9.643020128488741e+17,0.0
24bits,posit20,-0.6265664160401003,2.1137500128018693e+18,0.0
24bits,posit24,-0.6265664160401003,1.9478900375131926e+17,0.0
24bits,float24,-0.6165413533834587,9.488731804706524e+17,0.0
24bits,posit20,-0.6165413533834587,2.1291788458921083e+18,0.0
24bits,posit24,-0.6165413533834587,1.7936017424348563e+17,0.0
24bits,float24,-0.6065162907268171,9.334443482519124e+17,0.0
24bits,posit20,-0.6065162907268171,2.1446076750920755e+18,0.0
24bits,posit24,-0.6065162907268171,1.6393134396173984e+17,0.0
24bits,float24,-0.5964912280701755,9.180155159375967e+17,0.0
24bits,posit20,-0.5964912280701755,2.160036508257556e+18,0.0
24bits,posit24,-0.5964912280701755,1.4850250835009606e+17,0.0
24bits,float24,-0.5864661654135339,9.025866838005665e+17,0.0
24bits,posit20,-0.5864661654135339,2.1754653399891492e+18,0.0
24bits,posit24,-0.5864661654135339,1.3307367724083051e+17,0.0
24bits,float24,-0.5764411027568923,8.871578537558106e+17,0.0
24bits,posit20,-0.5764411027568923,2.1908941732372613e+18,0.0
24bits,posit24,-0.5764411027568923,1.176448479489057e+17,0.0
24bits,float24,-0.5664160401002507,8.717290221261143e+17,0.0
24bits,posit20,-0.5664160401002507,2.2063230040737567e+18,0.0
24bits,posit24,-0.5664160401002507,1.0221601438606646e+17,0.0
24bits,float24,-0.5563909774436091,8.563001877015986e+17,0.0
24bits,posit20,-0.5563909774436091,2.2217518390782991e+18,0.0
24bits,posit24,-0.5563909774436091,8.678717936687262e+16,0.0
24bits,float24,-0.5463659147869675,8.408713559906472e+17,0.0
24bits,posit20,-0.5463659147869675,2.2371806703881285e+18,0.0
24bits,posit24,-0.5463659147869675,7.135834902600283e+16,0.0
24bits,float24,-0.5363408521303259,8.254425231842586e+17,0.0
24bits,posit20,-0.5363408521303259,2.252609503065922e+18,0.0
24bits,posit24,-0.5363408521303259,5.592951894646446e+16,0.0
24bits,float24,-0.5263157894736843,8.100136911743587e+17,0.0
24bits,posit20,-0.5263157894736843,2.2680383339354857e+18,0.0
24bits,posit24,-0.5263157894736843,4.050068302250628e+16,0.0
24bits,float24,-0.5162907268170427,7.945848590981526e+17,0.0
24bits,posit20,-0.5162907268170427,2.2834671668885512e+18,0.0
24bits,posit24,-0.5162907268170427,2.5071851585054496e+16,0.0
24bits,float24,-0.5062656641604011,7.791560278245117e+17,0.0
24bits,posit20,-0.5062656641604011,2.2988959967452516e+18,0.0
24bits,posit24,-0.5062656641604011,9643021233823264.0,0.0
24bits,float24,-0.4962406015037595,7.637271923364648e+17,0.0
24bits,posit20,-0.4962406015037595,7.637271923364648e+17,0.0
24bits,posit24,-0.4962406015037595,5785813466165524.0,0.0
24bits,float24,-0.4862155388471179,7.482983638699866e+17,0.0
24bits,posit20,-0.4862155388471179,7.482983638699866e+17,0.0
24bits,posit24,-0.4862155388471179,2.121464354809756e+16,0.0
24bits,float24,-0.4761904761904763,7.328695294874621e+17,0.0
24bits,posit20,-0.4761904761904763,7.328695294874621e+17,0.0
24bits,posit24,-0.4761904761904763,3.664347718670487e+16,0.0
24bits,float24,-0.46616541353383467,7.174406977667267e+17,0.0
24bits,posit20,-0.46616541353383467,7.174406977667267e+17,0.0
24bits,posit24,-0.46616541353383467,5.2072308300808344e+16,0.0
24bits,float24,-0.45614035087719307,7.020118660240123e+17,0.0
24bits,posit20,-0.45614035087719307,7.020118660240123e+17,0.0
24bits,posit24,-0.45614035087719307,6.7501142499044984e+16,0.0
24bits,float24,-0.44611528822055146,6.865830332348372e+17,0.0
24bits,posit20,-0.44611528822055146,6.865830332348372e+17,0.0
24bits,posit24,-0.44611528822055146,8.292997415484237e+16,0.0
24bits,float24,-0.43609022556390986,6.71154201152102e+17,0.0
24bits,posit20,-0.43609022556390986,6.71154201152102e+17,0.0
24bits,posit24,-0.43609022556390986,9.835880509257755e+16,0.0
24bits,float24,-0.42606516290726826,6.557253689400993e+17,0.0
24bits,posit20,-0.42606516290726826,6.557253689400993e+17,0.0
24bits,posit24,-0.42606516290726826,7.85906138265067e+16,0.0
24bits,float24,-0.41604010025062665,6.402965358481495e+17,0.0
24bits,posit20,-0.41604010025062665,6.402965358481495e+17,0.0
24bits,posit24,-0.41604010025062665,6.316178223271407e+16,0.0
24bits,float24,-0.40601503759398505,6.248677049783418e+17,0.0
24bits,posit20,-0.40601503759398505,6.248677049783418e+17,0.0
24bits,posit24,-0.40601503759398505,4.77329502791269e+16,0.0
24bits,float24,-0.39598997493734345,6.094388724352251e+17,0.0
24bits,posit20,-0.39598997493734345,6.094388724352251e+17,0.0
24bits,posit24,-0.39598997493734345,3.230411714227959e+16,0.0
24bits,float24,-0.38596491228070184,5.940100406880187e+17,0.0
24bits,posit20,-0.38596491228070184,5.940100406880187e+17,0.0
24bits,posit24,-0.38596491228070184,1.687528580914948e+16,0.0
24bits,float24,-0.37593984962406024,5.785812093082081e+17,0.0
24bits,posit20,-0.37593984962406024,5.785812093082081e+17,0.0
24bits,posit24,-0.37593984962406024,1446453302587290.0,0.0
24bits,float24,-0.36591478696741864,5.631523752866408e+17,0.0
24bits,posit20,-0.36591478696741864,5.631523752866408e+17,0.0
24bits,posit24,-0.36591478696741864,1.398237858879316e+16,0.0
24bits,float24,-0.35588972431077703,5.477235433525491e+17,0.0
