pair,fmt,I,rmse,rate_Hz
16bits,posit16,0.10526315789473673,0.00022775636999313476,356.0
16bits,float16,0.11528822055137855,0.00017211450466312776,370.0
16bits,posit16,0.11528822055137855,0.00017211450466312776,370.0
16bits,float16,0.12531328320801993,0.0012546817717569434,370.0
16bits,posit16,0.12531328320801993,0.00019219113844420684,370.0
16bits,float16,0.1353383458646613,0.0007328203762830748,384.0
16bits,posit16,0.1353383458646613,0.00045577852670024044,384.0
16bits,float16,0.14536340852130314,0.0004327449089578379,384.0
16bits,posit16,0.14536340852130314,0.0004327449089578379,384.0
16bits,float16,0.15538847117794496,0.00010899355037492187,400.0
16bits,posit16,0.15538847117794496,0.00010899355037492187,400.0
16bits,float16,0.16541353383458635,0.00012708827737013522,400.0
16bits,posit16,0.16541353383458635,0.00012708827737013522,400.0
16bits,float16,0.17543859649122773,0.0003603825393134358,400.0
16bits,posit16,0.17543859649122773,0.0003603825393134358,400.0
16bits,float16,0.18546365914786955,0.0005943971752432487,400.0
16bits,posit16,0.18546365914786955,0.00033932122209589475,400.0
16bits,float16,0.19548872180451138,0.0006251964835219514,416.0
16bits,posit16,0.19548872180451138,7.947412926114402e-05,416.0
16bits,float16,0.20551378446115276,0.000607535565911775,416.0
16bits,posit16,0.20551378446115276,9.713504687464796e-05,416.0
16bits,float16,0.21553884711779414,0.0004283781988628771,416.0
16bits,posit16,0.21553884711779414,0.00027212549517032826,416.0
16bits,float16,0.22556390977443597,0.00025281336326034764,416.0
16bits,posit16,0.22556390977443597,0.00025281336326034764,416.0
16bits,float16,0.2355889724310778,7.724852766012352e-05,416.0
16bits,posit16,0.2355889724310778,7.724852766012352e-05,416.0
16bits,float16,0.24561403508771917,6.887995654768045e-05,436.0
16bits,posit16,0.24561403508771917,6.887995654768045e-05,436.0
16bits,float16,0.25563909774436055,0.00019187987894859438,436.0
16bits,posit16,0.25563909774436055,0.00019187987894859438,436.0
16bits,float16,0.2656641604010024,0.0003148798013581537,436.0
16bits,posit16,0.2656641604010024,0.0003148798013581537,436.0
16bits,float16,0.2756892230576442,0.0004378797237629148,436.0
16bits,posit16,0.2756892230576442,0.0004378797237629148,436.0
16bits,float16,0.2857142857142856,0.0005563472387143002,436.0
16bits,posit16,0.2857142857142856,0.00041726042903853,436.0
16bits,float16,0.29573934837092697,0.0006783532121146198,436.0
16bits,posit16,0.29573934837092697,0.00029525445563549705,436.0
16bits,float16,0.3057644110275688,0.0008003591855191696,436.0
16bits,posit16,0.3057644110275688,0.00017324848223289956,436.0
16bits,float16,0.3157894736842106,0.0009223651589246677,436.0
16bits,posit16,0.3157894736842106,5.124250882935417e-05,436.0
16bits,float16,0.325814536340852,0.0005547469242036022,456.0
16bits,posit16,0.325814536340852,4.348016432816953e-05,456.0
16bits,float16,0.3358395989974934,0.000479781123636441,456.0
16bits,posit16,0.3358395989974934,0.00011844596489410187,456.0
16bits,float16,0.3458646616541352,0.0004048153230664985,456.0
16bits,posit16,0.3458646616541352,0.00019341176546458437,456.0
16bits,float16,0.35588972431077703,0.000329849522497965,456.0
16bits,posit16,0.35588972431077703,0.0002683775660344468,456.0
16bits,float16,0.3659147869674184,0.0002548837219316865,456.0
16bits,posit16,0.3659147869674184,0.0002548837219316865,456.0
16bits,float16,0.3759398496240598,0.0001799179213637527,456.0
16bits,posit16,0.3759398496240598,0.0001799179213637527,456.0
16bits,float16,0.3859649122807016,0.00010495212079719731,456.0
16bits,posit16,0.3859649122807016,0.00010495212079719731,456.0
16bits,float16,0.39598997493734345,2.9659661232760683e-05,456.0
16bits,posit16,0.39598997493734345,2.9659661232760683e-05,456.0
16bits,float16,0.40601503759398483,4.44894918504461e-05,456.0
16bits,posit16,0.40601503759398483,4.44894918504461e-05,456.0
16bits,float16,0.4160401002506262,0.00011863864493232399,456.0
16bits,posit16,0.4160401002506262,0.00011863864493232399,456.0
16bits,float16,0.42606516290726804,0.00019278779802166235,456.0
16bits,posit16,0.42606516290726804,0.00019278779802166235,456.0
16bits,float16,0.43609022556390986,0.00026693695110487233,456.0
16bits,posit16,0.43609022556390986,0.00026693695110487233,456.0
16bits,float16,0.44611528822055124,0.0003410861041868452,456.0
16bits,posit16,0.44611528822055124,0.00025062413742801403,456.0
16bits,float16,0.4561403508771926,0.0004152352572746975,456.0
16bits,posit16,0.4561403508771926,0.00017647498434346346,456.0
16bits,float16,0.46616541353383445,0.0004893844103579785,456.0
16bits,posit16,0.46616541353383445,0.0001023258312588391,456.0
16bits,float16,0.4761904761904763,0.0005635335634425824,456.0
16bits,posit16,0.4761904761904763,2.8176678172267742e-05,456.0
16bits,float16,0.48621553884711766,0.000545737766703231,456.0
16bits,posit16,0.48621553884711766,4.597247491162818e-05,456.0
16bits,float16,0.49624060150375904,0.00021807594962927664,476.0
16bits,posit16,0.49624060150375904,5.554764754512031e-05,476.0
16bits,float16,0.5062656641604009,0.0001837872783031194,476.0
16bits,posit16,0.5062656641604009,0.0001837872783031194,476.0
16bits,float16,0.5162907268170427,0.0003977485873718502,476.0
16bits,posit16,0.5162907268170427,0.0001494986069768921,476.0
16bits,float16,0.5263157894736841,0.00011520993565379126,476.0
16bits,posit16,0.5263157894736841,0.00011520993565379126,476.0
16bits,float16,0.5363408521303255,0.00046632593002105704,476.0
16bits,posit16,0.5363408521303255,8.092126432928371e-05,476.0
16bits,float16,0.5463659147869673,4.663259300307556e-05,476.0
16bits,posit16,0.5463659147869673,4.663259300307556e-05,476.0
16bits,float16,0.5563909774436091,0.0005349032726734352,476.0
16bits,posit16,0.5563909774436091,1.234392167537129e-05,476.0
16bits,float16,0.5664160401002505,2.194474964780609e-05,476.0
16bits,posit16,0.5664160401002505,2.194474964780609e-05,476.0
16bits,float16,0.5764411027568919,0.0004910137733764226,476.0
16bits,posit16,0.5764411027568919,5.623342097232661e-05,476.0
16bits,float16,0.5864661654135337,9.0522092298573e-05,476.0
16bits,posit16,0.5864661654135337,9.0522092298573e-05,476.0
16bits,float16,0.5964912280701755,0.00042243643072706235,476.0
16bits,posit16,0.5964912280701755,0.00012481076362321487,476.0
16bits,float16,0.6065162907268169,0.0001590994349492759,476.0
16bits,posit16,0.6065162907268169,0.0001590994349492759,476.0
16bits,float16,0.6165413533834583,0.0003538590880748187,476.0
16bits,posit16,0.6165413533834583,0.0001933881062739305,476.0
16bits,float16,0.6265664160401001,0.00022767677759705706,476.0
16bits,posit16,0.6265664160401001,0.00022767677759705706,476.0
16bits,float16,0.6365914786967419,0.00028528174542397506,476.0
16bits,posit16,0.6365914786967419,0.0002619654489247549,476.0
16bits,float16,0.6466165413533833,0.00029625412024782393,476.0
16bits,posit16,0.6466165413533833,0.0002509930741009059,476.0
16bits,float16,0.6566416040100247,0.00021670440277623892,476.0
16bits,posit16,0.6566416040100247,0.00021670440277623892,476.0
16bits,float16,0.6666666666666665,0.00035810258222232657,476.0
16bits,posit16,0.6666666666666665,0.0001790512911134497,476.0
16bits,float16,0.6766917293233083,0.00014539503338470116,476.0
16bits,posit16,0.6766917293233083,0.00014539503338470116,476.0
16bits,float16,0.6867167919799497,0.00042541509767831206,476.0
16bits,posit16,0.6867167919799497,0.00011173877565748355,476.0
16bits,float16,0.6967418546365911,7.808251792872858e-05,476.0
16bits,posit16,0.6967418546365911,7.808251792872858e-05,476.0
16bits,float16,0.7067669172932329,0.0004927276131327928,476.0
16bits,posit16,0.7067669172932329,4.442626019994134e-05,476.0
16bits,float16,0.7167919799498748,1.0770002471179923e-05,476.0
16bits,posit16,0.7167919799498748,1.0770002471179923e-05,476.0
16bits,float16,0.7268170426065161,0.0005142676180797381,476.0
16bits,posit16,0.7268170426065161,2.2886255254519938e-05,476.0
16bits,float16,0.7368421052631575,5.654251298173104e-05,476.0
16bits,posit16,0.7368421052631575,5.654251298173104e-05,476.0
16bits,float16,0.7468671679197993,0.00044695510262375934,476.0
16bits,posit16,0.7468671679197993,9.01987707090006e-05,476.0
16bits,float16,0.7568922305764412,0.00012385502843775549,476.0
16bits,posit16,0.7568922305764412,0.00012385502843775549,476.0
16bits,float16,0.7669172932330826,0.00037964258716928495,476.0
16bits,posit16,0.7669172932330826,0.00015751128616343598,476.0
16bits,float16,0.7769423558897239,0.00019116754389371515,476.0
16bits,posit16,0.7769423558897239,0.00019116754389371515,476.0
16bits,float16,0.7869674185463658,0.0003123300717117883,476.0
16bits,posit16,0.7869674185463658,0.0002248238016224959,476.0
16bits,float16,0.7969924812030076,0.0002584800593497459,476.0
16bits,posit16,0.7969924812030076,0.0002584800593497459,476.0
16bits,float16,0.807017543859649,0.0002450175562603626,476.0
16bits,posit16,0.807017543859649,0.0002450175562603626,476.0
16bits,float16,0.8170426065162903,0.00032579257480417484,476.0
16bits,posit16,0.8170426065162903,0.00021136129853161406,476.0
16bits,float16,0.8270676691729322,0.00017770504080436413,476.0
16bits,posit16,0.8270676691729322,0.00017770504080436413,476.0
16bits,float16,0.837092731829574,0.0003931050902601669,476.0
16bits,posit16,0.837092731829574,0.00014404878307408482,476.0
16bits,float16,0.8471177944862154,0.00011039252534684127,476.0
16bits,posit16,0.8471177944862154,0.00011039252534684127,476.0
16bits,float16,0.8571428571428568,0.0004604176057146283,476.0
16bits,posit16,0.8571428571428568,7.673626761965603e-05,476.0
16bits,float16,0.8671679197994986,4.3080009890881606e-05,476.0
16bits,posit16,0.8671679197994986,4.3080009890881606e-05,476.0
16bits,float16,0.8771929824561404,0.0005277301211721835,476.0
16bits,posit16,0.8771929824561404,9.423752162094325e-06,476.0
16bits,float16,0.8872180451127818,2.4232505562061786e-05,476.0
16bits,posit16,0.8872180451127818,2.4232505562061786e-05,476.0
16bits,float16,0.8972431077694232,0.0004792651100434417,476.0
16bits,posit16,0.8972431077694232,5.7888763289292434e-05,476.0
16bits,float16,0.907268170426065,9.154502101806025e-05,476.0
16bits,posit16,0.907268170426065,9.154502101806025e-05,476.0
16bits,float16,0.9172932330827068,0.00041195259458591234,476.0
16bits,posit16,0.9172932330827068,0.00012520127874837193,476.0
16bits,float16,0.9273182957393482,0.000158857536475583,476.0
16bits,posit16,0.9273182957393482,0.000158857536475583,476.0
16bits,float16,0.9373433583959896,0.0003446400791314641,476.0
16bits,posit16,0.9373433583959896,0.00019251379420280086,476.0
16bits,float16,0.9473684210526314,0.0002261700519300509,476.0
16bits,posit16,0.9473684210526314,0.0002261700519300509,476.0
16bits,float16,0.9573934837092732,0.0002773275636784945,476.0
16bits,posit16,0.9573934837092732,0.0002598263096572814,476.0
16bits,float16,0.9674185463659146,0.00029348256738450556,476.0
16bits,posit16,0.9674185463659146,0.0002436713059512771,476.0
16bits,float16,0.977443609022556,0.0002100150482209847,476.0
16bits,posit16,0.977443609022556,0.0002100150482209847,476.0
16bits,float16,0.9874686716791978,0.00036079508283897344,476.0
16bits,posit16,0.9874686716791978,0.00017635879049374774,476.0
16bits,float16,0.9974937343358397,9.172506315388763e-06,500.0
16bits,posit16,0.9974937343358397,9.172506315388763e-06,500.0
16bits,float16,1.007518796992481,4.153587765428347e-05,500.0
16bits,posit16,1.007518796992481,2.7517518945965313e-05,500.0
16bits,float16,1.0175438596491224,4.8458523931303694e-06,500.0
16bits,posit16,1.0175438596491224,4.8458523931303694e-06,500.0
16bits,float16,1.0275689223057642,3.184417286812321e-05,500.0
16bits,posit16,1.0275689223057642,3.184417286812321e-05,500.0
16bits,float16,1.037593984962406,6.853419812957779e-05,500.0
16bits,posit16,1.037593984962406,5.19198470671007e-07,500.0
16bits,float16,1.0476190476190474,3.28825698096662e-05,500.0
16bits,posit16,1.0476190476190474,3.28825698096662e-05,500.0
16bits,float16,1.0576441102756888,3.807455451587384e-06,500.0
16bits,posit16,1.0576441102756888,3.807455451587384e-06,500.0
16bits,float16,1.0676691729323307,4.0497480712941454e-05,500.0
16bits,posit16,1.0676691729323307,2.855591588730732e-05,500.0
16bits,float16,1.0776942355889725,6.0919287226202035e-05,500.0
16bits,posit16,1.0776942355889725,8.134109373946261e-06,500.0
16bits,float16,1.0877192982456139,2.4229261965048935e-05,500.0
16bits,posit16,1.0877192982456139,2.4229261965048935e-05,500.0
16bits,float16,1.0977443609022552,1.2460763296104166e-05,500.0
16bits,posit16,1.0977443609022552,1.2460763296104166e-05,500.0
16bits,float16,1.107769423558897,4.915078855745824e-05,500.0
16bits,posit16,1.107769423558897,1.990260804269006e-05,500.0
16bits,float16,1.117794486215539,5.226597938168525e-05,500.0
16bits,posit16,1.117794486215539,1.6787417218664016e-05,500.0
16bits,float16,1.1278195488721803,1.557595412033118e-05,500.0
16bits,posit16,1.1278195488721803,1.557595412033118e-05,500.0
16bits,float16,1.1378446115288217,2.111407114092241e-05,500.0
16bits,posit16,1.1378446115288217,2.111407114092241e-05,500.0
16bits,float16,1.1478696741854635,5.780409640227648e-05,500.0
16bits,posit16,1.1478696741854635,1.1249300197972304e-05,500.0
16bits,float16,1.1578947368421053,4.3612671536967495e-05,500.0
16bits,posit16,1.1578947368421053,2.5440725063281283e-05,500.0
16bits,float16,1.1679197994987467,6.922646275713911e-06,500.0
16bits,posit16,1.1679197994987467,6.922646275713911e-06,500.0
16bits,float16,1.177944862155388,2.9767378985539675e-05,500.0
16bits,posit16,1.177944862155388,2.9767378985539675e-05,500.0
16bits,float16,1.18796992481203,6.645740424679326e-05,500.0
16bits,posit16,1.18796992481203,2.5959923533550346e-06,500.0
16bits,float16,1.1979949874686717,3.495936369245072e-05,500.0
16bits,posit16,1.1979949874686717,3.409403290789855e-05,500.0
16bits,float16,1.208020050125313,1.7306615689033563e-06,500.0
16bits,posit16,1.208020050125313,1.7306615689033563e-06,500.0
16bits,float16,1.2180451127819545,3.8420686830156945e-05,500.0
16bits,posit16,1.2180451127819545,3.063270977009184e-05,500.0
16bits,float16,1.2280701754385963,6.299608110898654e-05,500.0
16bits,posit16,1.2280701754385963,6.057315491262234e-06,500.0
16bits,float16,1.2380952380952381,2.630605584773296e-05,500.0
16bits,posit16,1.2380952380952381,2.630605584773296e-05,500.0
16bits,float16,1.2481203007518795,1.0383969413520625e-05,500.0
16bits,posit16,1.2481203007518795,1.0383969413520625e-05,500.0
16bits,float16,1.258145363408521,4.707399467477421e-05,500.0
16bits,posit16,1.258145363408521,2.1979401925474572e-05,500.0
16bits,float16,1.2681704260651627,5.4342773264469765e-05,500.0
16bits,posit16,1.2681704260651627,1.4710623335879501e-05,500.0
16bits,float16,1.2781954887218046,1.7652748003115695e-05,500.0
16bits,posit16,1.2781954887218046,1.7652748003115695e-05,500.0
16bits,float16,1.288220551378446,1.903727725823838e-05,500.0
16bits,posit16,1.288220551378446,1.903727725823838e-05,500.0
16bits,float16,1.2982456140350873,5.5727302519491964e-05,500.0
16bits,posit16,1.2982456140350873,1.3326094080756817e-05,500.0
16bits,float16,1.3082706766917291,4.568946541965153e-05,500.0
16bits,posit16,1.3082706766917291,2.336393118049677e-05,500.0
16bits,float16,1.318295739348371,8.99944015839794e-06,500.0
16bits,posit16,1.318295739348371,8.99944015839794e-06,500.0
16bits,float16,1.3283208020050123,2.7690585102855646e-05,500.0
16bits,posit16,1.3283208020050123,2.7690585102855646e-05,500.0
16bits,float16,1.3383458646616537,6.438061036410923e-05,500.0
16bits,posit16,1.3383458646616537,4.672786236139548e-06,500.0
16bits,float16,1.3483709273182956,3.7036157575034254e-05,500.0
16bits,posit16,1.3483709273182956,3.2017239025214527e-05,500.0
16bits,float16,1.3583959899749374,3.461323138811572e-07,500.0
16bits,posit16,1.3583959899749374,3.461323138811572e-07,500.0
16bits,float16,1.3684210526315788,3.6343892947472916e-05,500.0
16bits,posit16,1.3684210526315788,3.2709503652775865e-05,500.0
16bits,float16,1.3784461152882201,6.507287499167058e-05,500.0
16bits,posit16,1.3784461152882201,3.98052160847772e-06,500.0
16bits,float16,1.388471177944862,2.838284973041699e-05,500.0
16bits,posit16,1.388471177944862,2.838284973041699e-05,500.0
16bits,float16,1.3984962406015038,8.307175530836597e-06,500.0
16bits,posit16,1.3984962406015038,8.307175530836597e-06,500.0
16bits,float16,1.4085213032581452,4.4997200792090186e-05,500.0
16bits,posit16,1.4085213032581452,2.40561958081586e-05,500.0
16bits,float16,1.4185463659147866,5.6419567147153795e-05,500.0
16bits,posit16,1.4185463659147866,1.263382945309499e-05,500.0
16bits,float16,1.4285714285714284,1.972954188579972e-05,500.0
16bits,posit16,1.4285714285714284,1.972954188579972e-05,500.0
16bits,float16,1.4385964912280702,1.6960483375554353e-05,500.0
16bits,posit16,1.4385964912280702,1.6960483375554353e-05,500.0
16bits,float16,1.4486215538847116,5.3650508636807934e-05,500.0
16bits,posit16,1.4486215538847116,1.5402887963440843e-05,500.0
16bits,float16,1.458646616541353,4.7766259302436046e-05,500.0
16bits,posit16,1.458646616541353,2.1287137297712256e-05,500.0
16bits,float16,1.4686716791979948,1.1076234041081967e-05,500.0
16bits,posit16,1.4686716791979948,1.1076234041081967e-05,500.0
16bits,float16,1.4786967418546366,2.5613791220171623e-05,500.0
16bits,posit16,1.4786967418546366,2.5613791220171623e-05,500.0
16bits,float16,1.488721804511278,6.230381648132472e-05,500.0
16bits,posit16,1.488721804511278,6.749580118924062e-06,500.0
16bits,float16,1.4987468671679194,3.911295145781877e-05,500.0
16bits,posit16,1.4987468671679194,2.9940445142430008e-05,500.0
16bits,float16,1.5087719298245612,2.4229261965651847e-06,500.0
16bits,posit16,1.5087719298245612,2.4229261965651847e-06,500.0
16bits,float16,1.518796992481203,3.426709906478889e-05,500.0
16bits,posit16,1.518796992481203,3.426709906478889e-05,500.0
16bits,float16,1.5288220551378444,6.714966887455557e-05,500.0
16bits,posit16,1.5288220551378444,1.903727725793692e-06,500.0
16bits,float16,1.5388471177944858,3.0459643613101017e-05,500.0
16bits,posit16,1.5388471177944858,3.0459643613101017e-05,500.0
16bits,float16,1.5488721804511276,6.230381648152569e-06,500.0
16bits,posit16,1.5488721804511276,6.230381648152569e-06,500.0
16bits,float16,1.5588972431077694,4.2920406909406156e-05,500.0
16bits,posit16,1.5588972431077694,2.6132989690943114e-05,500.0
16bits,float16,1.5689223057644108,5.849636102983782e-05,500.0
16bits,posit16,1.5689223057644108,1.0557035570410962e-05,500.0
16bits,float16,1.5789473684210522,2.1806335768584236e-05,500.0
16bits,posit16,1.5789473684210522,2.1806335768584236e-05,500.0
16bits,float16,1.588972431077694,1.4883689492769838e-05,500.0
16bits,posit16,1.588972431077694,1.4883689492769838e-05,500.0
16bits,float16,1.5989974937343359,5.157371475412391e-05,500.0
16bits,posit16,1.5989974937343359,1.7479681846124873e-05,500.0
16bits,float16,1.6090225563909772,4.984305318512007e-05,500.0
16bits,posit16,1.6090225563909772,1.9210343415128715e-05,500.0
16bits,float16,1.6190476190476186,1.315302792386648e-05,500.0
16bits,posit16,1.6190476190476186,1.315302792386648e-05,500.0
16bits,float16,1.6290726817042605,2.353699733748759e-05,500.0
16bits,posit16,1.6290726817042605,2.353699733748759e-05,500.0
16bits,float16,1.6390977443609023,6.0227022598640696e-05,500.0
16bits,posit16,1.6390977443609023,8.826374001708575e-06,500.0
16bits,float16,1.6491228070175437,4.1189745340603284e-05,500.0
16bits,posit16,1.6491228070175437,2.7863651259645497e-05,500.0
16bits,float16,1.659147869674185,4.499720079249212e-06,500.0
16bits,posit16,1.659147869674185,4.499720079249212e-06,500.0
16bits,float16,1.6691729323308269,3.2190305182104856e-05,500.0
16bits,posit16,1.6691729323308269,3.2190305182104856e-05,500.0
16bits,float16,1.6791979949874687,6.888033044335844e-05,500.0
16bits,posit16,1.6791979949874687,1.7306615689033563e-07,500.0
16bits,float16,1.68922305764411,3.2536437495785044e-05,500.0
16bits,posit16,1.68922305764411,3.2536437495785044e-05,500.0
16bits,float16,1.6992481203007515,4.153587765368056e-06,500.0
16bits,posit16,1.6992481203007515,4.153587765368056e-06,500.0
16bits,float16,1.7092731829573933,4.084361302662164e-05,500.0
16bits,posit16,1.7092731829573933,2.820978357362714e-05,500.0
16bits,float16,1.719298245614035,6.057315491252185e-05,500.0
16bits,posit16,1.719298245614035,8.480241687726932e-06,500.0
16bits,float16,1.7293233082706765,2.3883129651268262e-05,500.0
16bits,posit16,1.7293233082706765,2.3883129651268262e-05,500.0
16bits,float16,1.7393483709273179,1.2806895609884836e-05,500.0
16bits,posit16,1.7393483709273179,1.2806895609884836e-05,500.0
16bits,float16,1.7493734335839597,4.94969208713394e-05,500.0
16bits,posit16,1.7493734335839597,1.9556475728909385e-05,500.0
16bits,float16,1.7593984962406015,5.19198470678041e-05,500.0
16bits,posit16,1.7593984962406015,1.7133549532444686e-05,500.0
16bits,float16,1.769423558897243,1.5229821806550509e-05,500.0
16bits,posit16,1.769423558897243,1.5229821806550509e-05,500.0
16bits,float16,1.7794486215538843,2.1460203454703078e-05,500.0
16bits,posit16,1.7794486215538843,2.1460203454703078e-05,500.0
16bits,float16,1.789473684210526,5.815022871595666e-05,500.0
16bits,posit16,1.789473684210526,1.0903167884292118e-05,500.0
16bits,float16,1.799498746867168,4.326653922318682e-05,500.0
16bits,posit16,1.799498746867168,2.5786857377061956e-05,500.0
16bits,float16,1.8095238095238093,6.57651396193324e-06,500.0
16bits,posit16,1.8095238095238093,6.57651396193324e-06,500.0
16bits,float16,1.8195488721804507,3.011351129921986e-05,500.0
16bits,posit16,1.8195488721804507,3.011351129921986e-05,500.0
16bits,float16,1.8295739348370925,6.680353656057393e-05,500.0
16bits,posit16,1.8295739348370925,2.249860039674849e-06,500.0
16bits,float16,1.8395989974937343,3.461323137856956e-05,500.0
16bits,posit16,1.8395989974937343,3.444016522167922e-05,500.0
16bits,float16,1.8496240601503757,2.076793882684028e-06,500.0
16bits,posit16,1.8496240601503757,2.076793882684028e-06,500.0
16bits,float16,1.859649122807017,3.87668191440381e-05,500.0
16bits,posit16,1.859649122807017,3.028657745621068e-05,500.0
16bits,float16,1.869674185463659,6.264994879530636e-05,500.0
16bits,posit16,1.869674185463659,6.403447804942418e-06,500.0
16bits,float16,1.8796992481203008,2.595992353395229e-05,500.0
16bits,posit16,1.8796992481203008,2.595992353395229e-05,500.0
16bits,float16,1.8897243107769421,1.0730101727301296e-05,500.0
16bits,posit16,1.8897243107769421,1.0730101727301296e-05,500.0
16bits,float16,1.8997493734335835,4.742012698855489e-05,500.0
16bits,posit16,1.8997493734335835,2.1633269611693896e-05,500.0
16bits,float16,1.9097744360902253,5.399664095058861e-05,500.0
16bits,posit16,1.9097744360902253,1.5056755649660174e-05,500.0
16bits,float16,1.9197994987468672,1.7306615689335022e-05,500.0
16bits,posit16,1.9197994987468672,1.7306615689335022e-05,500.0
16bits,float16,1.9298245614035086,1.938340957201905e-05,500.0
16bits,posit16,1.9298245614035086,1.938340957201905e-05,500.0
16bits,float16,1.93984962406015,5.607343483327264e-05,500.0
16bits,posit16,1.93984962406015,1.2979961766976144e-05,500.0
16bits,float16,1.9498746867167918,4.5343333105971344e-05,500.0
16bits,posit16,1.9498746867167918,2.3710063494176955e-05,500.0
16bits,float16,1.9598997493734336,8.653307844717754e-06,500.0
16bits,posit16,1.9598997493734336,8.653307844717754e-06,500.0
16bits,float16,1.969924812030075,2.8036717416736807e-05,500.0
16bits,posit16,1.969924812030075,2.8036717416736807e-05,500.0
16bits,float16,1.9799498746867163,6.472674267778941e-05,500.0
16bits,posit16,1.9799498746867163,4.326653922358877e-06,500.0
16bits,float16,1.9899749373433582,3.6690025261354074e-05,500.0
16bits,posit16,1.9899749373433582,3.236337133899519e-05,500.0
16bits,float16,2.0,0.0,500.0
16bits,posit16,2.0,0.0,500.0
24bits,float24,-2.0,0.0,0.0
24bits,posit20,-2.0,0.0,0.0
24bits,posit24,-2.0,0.0,0.0
24bits,float24,-1.9899749373433584,1.542883130699242e+16,0.0
24bits,posit20,-1.9899749373433584,6.171532879619493e+18,0.0
24bits,posit24,-1.9899749373433584,1.542883130699242e+16,0.0
24bits,float24,-1.9799498746867168,6.125246384374562e+18,0.0
24bits,posit20,-1.9799498746867168,3.085766822443791e+16,0.0
24bits,posit24,-1.9799498746867168,3.085766822443791e+16,0.0
24bits,float24,-1.9699248120300752,6.109817559721146e+18,0.0
24bits,posit20,-1.9699248120300752,6.109817559721146e+18,0.0
24bits,posit24,-1.9699248120300752,4.62864954980334e+16,0.0
24bits,float24,-1.9598997493734336,6.094388718248454e+18,0.0
24bits,posit20,-1.9598997493734336,6.171533495908948e+16,0.0
24bits,posit24,-1.9598997493734336,6.171533495908948e+16,0.0
24bits,float24,-1.949874686716792,6.078959888780048e+18,0.0
24bits,posit20,-1.949874686716792,6.078959888780048e+18,0.0
24bits,posit24,-1.949874686716792,7.71441618705558e+16,0.0
24bits,float24,-1.9398496240601504,6.063531056054597e+18,0.0
24bits,posit20,-1.9398496240601504,9.257299220438531e+16,0.0
24bits,posit24,-1.9398496240601504,9.257299220438531e+16,0.0
24bits,float24,-1.9298245614035088,6.048102227614289e+18,0.0
24bits,posit20,-1.9298245614035088,6.048102227614289e+18,0.0
24bits,posit24,-1.9298245614035088,1.0800182561879846e+17,0.0
24bits,float24,-1.9197994987468672,6.032673392628581e+18,0.0
24bits,posit20,-1.9197994987468672,1.2343065884573736e+17,0.0
24bits,posit24,-1.9197994987468672,1.2343065884573736e+17,0.0
24bits,float24,-1.9097744360902256,6.017244554193496e+18,0.0
24bits,posit20,-1.9097744360902256,6.017244554193496e+18,0.0
24bits,posit24,-1.9097744360902256,1.3885949029769403e+17,0.0
24bits,float24,-1.899749373433584,6.001815735495619e+18,0.0
24bits,posit20,-1.899749373433584,1.5428831554099082e+17,0.0
24bits,posit24,-1.899749373433584,1.5428831554099082e+17,0.0
24bits,float24,-1.8897243107769424,5.986386892833426e+18,0.0
24bits,posit20,-1.8897243107769424,5.986386892833426e+18,0.0
24bits,posit24,-1.8897243107769424,1.6971715366859152e+17,0.0
24bits,float24,-1.8796992481203008,5.970958064408478e+18,0.0
24bits,posit20,-1.8796992481203008,1.851459876944137e+17,0.0
24bits,posit24,-1.8796992481203008,1.851459876944137e+17,0.0
24bits,float24,-1.8696741854636592,5.955529233493036e+18,0.0
24bits,posit20,-1.8696741854636592,5.955529233493036e+18,0.0
24bits,posit24,-1.8696741854636592,2.0057481923122154e+17,0.0
24bits,float24,-1.8596491228070176,5.940100395285033e+18,0.0
24bits,posit20,-1.8596491228070176,2.1600365492402205e+17,0.0
24bits,posit24,-1.8596491228070176,2.1600365492402205e+17,0.0
24bits,float24,-1.849624060150376,5.924671563523804e+18,0.0
24bits,posit20,-1.849624060150376,5.924671563523804e+18,0.0
24bits,posit24,-1.849624060150376,2.3143248261508426e+17,0.0
24bits,float24,-1.8395989974937343,5.909242737785716e+18,0.0
24bits,posit20,-1.8395989974937343,2.4686131392772413e+17,0.0
24bits,posit24,-1.8395989974937343,2.4686131392772413e+17,0.0
24bits,float24,-1.8295739348370927,5.89381390337044e+18,0.0
24bits,posit20,-1.8295739348370927,5.89381390337044e+18,0.0
24bits,posit24,-1.8295739348370927,2.6229014800621117e+17,0.0
24bits,float24,-1.8195488721804511,5.878385066914158e+18,0.0
24bits,posit20,-1.8195488721804511,2.7771897925232064e+17,0.0
24bits,posit24,-1.8195488721804511,2.7771897925232064e+17,0.0
24bits,float24,-1.8095238095238095,5.862956237476798e+18,0.0
24bits,posit20,-1.8095238095238095,5.862956237476798e+18,0.0
24bits,posit24,-1.8095238095238095,2.931478083640571e+17,0.0
24bits,float24,-1.799498746867168,5.847527404041522e+18,0.0
24bits,posit20,-1.799498746867168,3.085766433205841e+17,0.0
24bits,posit24,-1.799498746867168,3.085766433205841e+17,0.0
24bits,float24,-1.7894736842105263,5.8320985784751e+18,0.0
24bits,posit20,-1.7894736842105263,5.8320985784751e+18,0.0
24bits,posit24,-1.7894736842105263,3.2400546998232403e+17,0.0
24bits,float24,-1.7794486215538847,5.816669742047362e+18,0.0
