I,type,rmse_spike,total_spikes,firing_rate,sparsity
-3.8078078078078077,posit32,0.0,0,0.0,1.0
-3.7997997997998,float64,0.0,0,0.0,1.0
-3.7997997997998,float32,0.0,0,0.0,1.0
-3.7997997997998,float16,0.0,0,0.0,1.0
-3.7997997997998,posit16,0.0,0,0.0,1.0
-3.7997997997998,posit20,0.0,0,0.0,1.0
-3.7997997997998,posit24,0.0,0,0.0,1.0
-3.7997997997998,posit32,0.0,0,0.0,1.0
-3.7917917917917916,float64,0.0,0,0.0,1.0
-3.7917917917917916,float32,0.0,0,0.0,1.0
-3.7917917917917916,float16,0.0,0,0.0,1.0
-3.7917917917917916,posit16,0.0,0,0.0,1.0
-3.7917917917917916,posit20,0.0,0,0.0,1.0
-3.7917917917917916,posit24,0.0,0,0.0,1.0
-3.7917917917917916,posit32,0.0,0,0.0,1.0
-3.7837837837837838,float64,0.0,0,0.0,1.0
-3.7837837837837838,float32,0.0,0,0.0,1.0
-3.7837837837837838,float16,0.0,0,0.0,1.0
-3.7837837837837838,posit16,0.0,0,0.0,1.0
-3.7837837837837838,posit20,0.0,0,0.0,1.0
-3.7837837837837838,posit24,0.0,0,0.0,1.0
-3.7837837837837838,posit32,0.0,0,0.0,1.0
-3.775775775775776,float64,0.0,0,0.0,1.0
-3.775775775775776,float32,0.0,0,0.0,1.0
-3.775775775775776,float16,0.0,0,0.0,1.0
-3.775775775775776,posit16,0.0,0,0.0,1.0
-3.775775775775776,posit20,0.0,0,0.0,1.0
-3.775775775775776,posit24,0.0,0,0.0,1.0
-3.775775775775776,posit32,0.0,0,0.0,1.0
-3.7677677677677677,float64,0.0,0,0.0,1.0
-3.7677677677677677,float32,0.0,0,0.0,1.0
-3.7677677677677677,float16,0.0,0,0.0,1.0
-3.7677677677677677,posit16,0.0,0,0.0,1.0
-3.7677677677677677,posit20,0.0,0,0.0,1.0
-3.7677677677677677,posit24,0.0,0,0.0,1.0
-3.7677677677677677,posit32,0.0,0,0.0,1.0
-3.75975975975976,float64,0.0,0,0.0,1.0
-3.75975975975976,float32,0.0,0,0.0,1.0
-3.75975975975976,float16,0.0,0,0.0,1.0
-3.75975975975976,posit16,0.0,0,0.0,1.0
-3.75975975975976,posit20,0.0,0,0.0,1.0
-3.75975975975976,posit24,0.0,0,0.0,1.0
-3.75975975975976,posit32,0.0,0,0.0,1.0
-3.7517517517517516,float64,0.0,0,0.0,1.0
-3.7517517517517516,float32,0.0,0,0.0,1.0
-3.7517517517517516,float16,0.0,0,0.0,1.0
-3.7517517517517516,posit16,0.0,0,0.0,1.0
-3.7517517517517516,posit20,0.0,0,0.0,1.0
-3.7517517517517516,posit24,0.0,0,0.0,1.0
-3.7517517517517516,posit32,0.0,0,0.0,1.0
-3.7437437437437437,float64,0.0,0,0.0,1.0
-3.7437437437437437,float32,0.0,0,0.0,1.0
-3.7437437437437437,float16,0.0,0,0.0,1.0
-3.7437437437437437,posit16,0.0,0,0.0,1.0
-3.7437437437437437,posit20,0.0,0,0.0,1.0
-3.7437437437437437,posit24,0.0,0,0.0,1.0
-3.7437437437437437,posit32,0.0,0,0.0,1.0
-3.735735735735736,float64,0.0,0,0.0,1.0
-3.735735735735736,float32,0.0,0,0.0,1.0
-3.735735735735736,float16,0.0,0,0.0,1.0
-3.735735735735736,posit16,0.0,0,0.0,1.0
-3.735735735735736,posit20,0.0,0,0.0,1.0
-3.735735735735736,posit24,0.0,0,0.0,1.0
-3.735735735735736,posit32,0.0,0,0.0,1.0
-3.7277277277277276,float64,0.0,0,0.0,1.0
-3.7277277277277276,float32,0.0,0,0.0,1.0
-3.7277277277277276,float16,0.0,0,0.0,1.0
-3.7277277277277276,posit16,0.0,0,0.0,1.0
-3.7277277277277276,posit20,0.0,0,0.0,1.0
-3.7277277277277276,posit24,0.0,0,0.0,1.0
-3.7277277277277276,posit32,0.0,0,0.0,1.0
-3.71971971971972,float64,0.0,0,0.0,1.0
-3.71971971971972,float32,0.0,0,0.0,1.0
-3.71971971971972,float16,0.0,0,0.0,1.0
-3.71971971971972,posit16,0.0,0,0.0,1.0
-3.71971971971972,posit20,0.0,0,0.0,1.0
-3.71971971971972,posit24,0.0,0,0.0,1.0
-3.71971971971972,posit32,0.0,0,0.0,1.0
-3.7117117117117115,float64,0.0,0,0.0,1.0
-3.7117117117117115,float32,0.0,0,0.0,1.0
-3.7117117117117115,float16,0.0,0,0.0,1.0
-3.7117117117117115,posit16,0.0,0,0.0,1.0
-3.7117117117117115,posit20,0.0,0,0.0,1.0
-3.7117117117117115,posit24,0.0,0,0.0,1.0
-3.7117117117117115,posit32,0.0,0,0.0,1.0
-3.7037037037037037,float64,0.0,0,0.0,1.0
-3.7037037037037037,float32,0.0,0,0.0,1.0
-3.7037037037037037,float16,0.0,0,0.0,1.0
-3.7037037037037037,posit16,0.0,0,0.0,1.0
-3.7037037037037037,posit20,0.0,0,0.0,1.0
-3.7037037037037037,posit24,0.0,0,0.0,1.0
-3.7037037037037037,posit32,0.0,0,0.0,1.0
-3.6956956956956954,float64,0.0,0,0.0,1.0
-3.6956956956956954,float32,0.0,0,0.0,1.0
-3.6956956956956954,float16,0.0,0,0.0,1.0
-3.6956956956956954,posit16,0.0,0,0.0,1.0
-3.6956956956956954,posit20,0.0,0,0.0,1.0
-3.6956956956956954,posit24,0.0,0,0.0,1.0
-3.6956956956956954,posit32,0.0,0,0.0,1.0
-3.6876876876876876,float64,0.0,0,0.0,1.0
-3.6876876876876876,float32,0.0,0,0.0,1.0
-3.6876876876876876,float16,0.0,0,0.0,1.0
-3.6876876876876876,posit16,0.0,0,0.0,1.0
-3.6876876876876876,posit20,0.0,0,0.0,1.0
-3.6876876876876876,posit24,0.0,0,0.0,1.0
-3.6876876876876876,posit32,0.0,0,0.0,1.0
-3.67967967967968,float64,0.0,0,0.0,1.0
-3.67967967967968,float32,0.0,0,0.0,1.0
-3.67967967967968,float16,0.0,0,0.0,1.0
-3.67967967967968,posit16,0.0,0,0.0,1.0
-3.67967967967968,posit20,0.0,0,0.0,1.0
-3.67967967967968,posit24,0.0,0,0.0,1.0
-3.67967967967968,posit32,0.0,0,0.0,1.0
-3.6716716716716715,float64,0.0,0,0.0,1.0
-3.6716716716716715,float32,0.0,0,0.0,1.0
-3.6716716716716715,float16,0.0,0,0.0,1.0
-3.6716716716716715,posit16,0.0,0,0.0,1.0
-3.6716716716716715,posit20,0.0,0,0.0,1.0
-3.6716716716716715,posit24,0.0,0,0.0,1.0
-3.6716716716716715,posit32,0.0,0,0.0,1.0
-3.6636636636636637,float64,0.0,0,0.0,1.0
-3.6636636636636637,float32,0.0,0,0.0,1.0
-3.6636636636636637,float16,0.0,0,0.0,1.0
-3.6636636636636637,posit16,0.0,0,0.0,1.0
-3.6636636636636637,posit20,0.0,0,0.0,1.0
-3.6636636636636637,posit24,0.0,0,0.0,1.0
-3.6636636636636637,posit32,0.0,0,0.0,1.0
-3.6556556556556554,float64,0.0,0,0.0,1.0
-3.6556556556556554,float32,0.0,0,0.0,1.0
-3.6556556556556554,float16,0.0,0,0.0,1.0
-3.6556556556556554,posit16,0.0,0,0.0,1.0
-3.6556556556556554,posit20,0.0,0,0.0,1.0
-3.6556556556556554,posit24,0.0,0,0.0,1.0
-3.6556556556556554,posit32,0.0,0,0.0,1.0
-3.6476476476476476,float64,0.0,0,0.0,1.0
-3.6476476476476476,float32,0.0,0,0.0,1.0
-3.6476476476476476,float16,0.0,0,0.0,1.0
-3.6476476476476476,posit16,0.0,0,0.0,1.0
-3.6476476476476476,posit20,0.0,0,0.0,1.0
-3.6476476476476476,posit24,0.0,0,0.0,1.0
-3.6476476476476476,posit32,0.0,0,0.0,1.0
-3.6396396396396398,float64,0.0,0,0.0,1.0
-3.6396396396396398,float32,0.0,0,0.0,1.0
-3.6396396396396398,float16,0.0,0,0.0,1.0
-3.6396396396396398,posit16,0.0,0,0.0,1.0
-3.6396396396396398,posit20,0.0,0,0.0,1.0
-3.6396396396396398,posit24,0.0,0,0.0,1.0
-3.6396396396396398,posit32,0.0,0,0.0,1.0
-3.6316316316316315,float64,0.0,0,0.0,1.0
-3.6316316316316315,float32,0.0,0,0.0,1.0
-3.6316316316316315,float16,0.0,0,0.0,1.0
-3.6316316316316315,posit16,0.0,0,0.0,1.0
-3.6316316316316315,posit20,0.0,0,0.0,1.0
-3.6316316316316315,posit24,0.0,0,0.0,1.0
-3.6316316316316315,posit32,0.0,0,0.0,1.0
-3.6236236236236237,float64,0.0,0,0.0,1.0
-3.6236236236236237,float32,0.0,0,0.0,1.0
-3.6236236236236237,float16,0.0,0,0.0,1.0
-3.6236236236236237,posit16,0.0,0,0.0,1.0
-3.6236236236236237,posit20,0.0,0,0.0,1.0
-3.6236236236236237,posit24,0.0,0,0.0,1.0
-3.6236236236236237,posit32,0.0,0,0.0,1.0
-3.6156156156156154,float64,0.0,0,0.0,1.0
-3.6156156156156154,float32,0.0,0,0.0,1.0
-3.6156156156156154,float16,0.0,0,0.0,1.0
-3.6156156156156154,posit16,0.0,0,0.0,1.0
-3.6156156156156154,posit20,0.0,0,0.0,1.0
-3.6156156156156154,posit24,0.0,0,0.0,1.0
-3.6156156156156154,posit32,0.0,0,0.0,1.0
-3.6076076076076076,float64,0.0,0,0.0,1.0
-3.6076076076076076,float32,0.0,0,0.0,1.0
-3.6076076076076076,float16,0.0,0,0.0,1.0
-3.6076076076076076,posit16,0.0,0,0.0,1.0
-3.6076076076076076,posit20,0.0,0,0.0,1.0
-3.6076076076076076,posit24,0.0,0,0.0,1.0
-3.6076076076076076,posit32,0.0,0,0.0,1.0
-3.5995995995995997,float64,0.0,0,0.0,1.0
-3.5995995995995997,float32,0.0,0,0.0,1.0
-3.5995995995995997,float16,0.0,0,0.0,1.0
-3.5995995995995997,posit16,0.0,0,0.0,1.0
-3.5995995995995997,posit20,0.0,0,0.0,1.0
-3.5995995995995997,posit24,0.0,0,0.0,1.0
-3.5995995995995997,posit32,0.0,0,0.0,1.0
-3.5915915915915915,float64,0.0,0,0.0,1.0
-3.5915915915915915,float32,0.0,0,0.0,1.0
-3.5915915915915915,float16,0.0,0,0.0,1.0
-3.5915915915915915,posit16,0.0,0,0.0,1.0
-3.5915915915915915,posit20,0.0,0,0.0,1.0
-3.5915915915915915,posit24,0.0,0,0.0,1.0
-3.5915915915915915,posit32,0.0,0,0.0,1.0
-3.5835835835835836,float64,0.0,0,0.0,1.0
-3.5835835835835836,float32,0.0,0,0.0,1.0
-3.5835835835835836,float16,0.0,0,0.0,1.0
-3.5835835835835836,posit16,0.0,0,0.0,1.0
-3.5835835835835836,posit20,0.0,0,0.0,1.0
-3.5835835835835836,posit24,0.0,0,0.0,1.0
-3.5835835835835836,posit32,0.0,0,0.0,1.0
-3.5755755755755754,float64,0.0,0,0.0,1.0
-3.5755755755755754,float32,0.0,0,0.0,1.0
-3.5755755755755754,float16,0.0,0,0.0,1.0
-3.5755755755755754,posit16,0.0,0,0.0,1.0
-3.5755755755755754,posit20,0.0,0,0.0,1.0
-3.5755755755755754,posit24,0.0,0,0.0,1.0
-3.5755755755755754,posit32,0.0,0,0.0,1.0
-3.5675675675675675,float64,0.0,0,0.0,1.0
-3.5675675675675675,float32,0.0,0,0.0,1.0
-3.5675675675675675,float16,0.0,0,0.0,1.0
-3.5675675675675675,posit16,0.0,0,0.0,1.0
-3.5675675675675675,posit20,0.0,0,0.0,1.0
-3.5675675675675675,posit24,0.0,0,0.0,1.0
-3.5675675675675675,posit32,0.0,0,0.0,1.0
-3.5595595595595597,float64,0.0,0,0.0,1.0
-3.5595595595595597,float32,0.0,0,0.0,1.0
-3.5595595595595597,float16,0.0,0,0.0,1.0
-3.5595595595595597,posit16,0.0,0,0.0,1.0
-3.5595595595595597,posit20,0.0,0,0.0,1.0
-3.5595595595595597,posit24,0.0,0,0.0,1.0
-3.5595595595595597,posit32,0.0,0,0.0,1.0
-3.5515515515515514,float64,0.0,0,0.0,1.0
-3.5515515515515514,float32,0.0,0,0.0,1.0
-3.5515515515515514,float16,0.0,0,0.0,1.0
-3.5515515515515514,posit16,0.0,0,0.0,1.0
-3.5515515515515514,posit20,0.0,0,0.0,1.0
-3.5515515515515514,posit24,0.0,0,0.0,1.0
-3.5515515515515514,posit32,0.0,0,0.0,1.0
-3.5435435435435436,float64,0.0,0,0.0,1.0
-3.5435435435435436,float32,0.0,0,0.0,1.0
-3.5435435435435436,float16,0.0,0,0.0,1.0
-3.5435435435435436,posit16,0.0,0,0.0,1.0
-3.5435435435435436,posit20,0.0,0,0.0,1.0
-3.5435435435435436,posit24,0.0,0,0.0,1.0
-3.5435435435435436,posit32,0.0,0,0.0,1.0
-3.5355355355355353,float64,0.0,0,0.0,1.0
-3.5355355355355353,float32,0.0,0,0.0,1.0
-3.5355355355355353,float16,0.0,0,0.0,1.0
-3.5355355355355353,posit16,0.0,0,0.0,1.0
-3.5355355355355353,posit20,0.0,0,0.0,1.0
-3.5355355355355353,posit24,0.0,0,0.0,1.0
-3.5355355355355353,posit32,0.0,0,0.0,1.0
-3.5275275275275275,float64,0.0,0,0.0,1.0
-3.5275275275275275,float32,0.0,0,0.0,1.0
-3.5275275275275275,float16,0.0,0,0.0,1.0
-3.5275275275275275,posit16,0.0,0,0.0,1.0
-3.5275275275275275,posit20,0.0,0,0.0,1.0
-3.5275275275275275,posit24,0.0,0,0.0,1.0
-3.5275275275275275,posit32,0.0,0,0.0,1.0
-3.5195195195195197,float64,0.0,0,0.0,1.0
-3.5195195195195197,float32,0.0,0,0.0,1.0
-3.5195195195195197,float16,0.0,0,0.0,1.0
-3.5195195195195197,posit16,0.0,0,0.0,1.0
-3.5195195195195197,posit20,0.0,0,0.0,1.0
-3.5195195195195197,posit24,0.0,0,0.0,1.0
-3.5195195195195197,posit32,0.0,0,0.0,1.0
-3.5115115115115114,float64,0.0,0,0.0,1.0
-3.5115115115115114,float32,0.0,0,0.0,1.0
-3.5115115115115114,float16,0.0,0,0.0,1.0
-3.5115115115115114,posit16,0.0,0,0.0,1.0
-3.5115115115115114,posit20,0.0,0,0.0,1.0
-3.5115115115115114,posit24,0.0,0,0.0,1.0
-3.5115115115115114,posit32,0.0,0,0.0,1.0
-3.5035035035035036,float64,0.0,0,0.0,1.0
-3.5035035035035036,float32,0.0,0,0.0,1.0
-3.5035035035035036,float16,0.0,0,0.0,1.0
-3.5035035035035036,posit16,0.0,0,0.0,1.0
-3.5035035035035036,posit20,0.0,0,0.0,1.0
-3.5035035035035036,posit24,0.0,0,0.0,1.0
-3.5035035035035036,posit32,0.0,0,0.0,1.0
-3.4954954954954953,float64,0.0,0,0.0,1.0
-3.4954954954954953,float32,0.0,0,0.0,1.0
-3.4954954954954953,float16,0.0,0,0.0,1.0
-3.4954954954954953,posit16,0.0,0,0.0,1.0
-3.4954954954954953,posit20,0.0,0,0.0,1.0
-3.4954954954954953,posit24,0.0,0,0.0,1.0
-3.4954954954954953,posit32,0.0,0,0.0,1.0
-3.4874874874874875,float64,0.0,0,0.0,1.0
-3.4874874874874875,float32,0.0,0,0.0,1.0
-3.4874874874874875,float16,0.0,0,0.0,1.0
-3.4874874874874875,posit16,0.0,0,0.0,1.0
-3.4874874874874875,posit20,0.0,0,0.0,1.0
-3.4874874874874875,posit24,0.0,0,0.0,1.0
-3.4874874874874875,posit32,0.0,0,0.0,1.0
-3.4794794794794797,float64,0.0,0,0.0,1.0
-3.4794794794794797,float32,0.0,0,0.0,1.0
-3.4794794794794797,float16,0.0,0,0.0,1.0
-3.4794794794794797,posit16,0.0,0,0.0,1.0
-3.4794794794794797,posit20,0.0,0,0.0,1.0
-3.4794794794794797,posit24,0.0,0,0.0,1.0
-3.4794794794794797,posit32,0.0,0,0.0,1.0
-3.4714714714714714,float64,0.0,0,0.0,1.0
-3.4714714714714714,float32,0.0,0,0.0,1.0
-3.4714714714714714,float16,0.0,0,0.0,1.0
-3.4714714714714714,posit16,0.0,0,0.0,1.0
-3.4714714714714714,posit20,0.0,0,0.0,1.0
-3.4714714714714714,posit24,0.0,0,0.0,1.0
-3.4714714714714714,posit32,0.0,0,0.0,1.0
-3.4634634634634636,float64,0.0,0,0.0,1.0
-3.4634634634634636,float32,0.0,0,0.0,1.0
-3.4634634634634636,float16,0.0,0,0.0,1.0
-3.4634634634634636,posit16,0.0,0,0.0,1.0
-3.4634634634634636,posit20,0.0,0,0.0,1.0
-3.4634634634634636,posit24,0.0,0,0.0,1.0
-3.4634634634634636,posit32,0.0,0,0.0,1.0
-3.4554554554554553,float64,0.0,0,0.0,1.0
-3.4554554554554553,float32,0.0,0,0.0,1.0
-3.4554554554554553,float16,0.0,0,0.0,1.0
-3.4554554554554553,posit16,0.0,0,0.0,1.0
-3.4554554554554553,posit20,0.0,0,0.0,1.0
-3.4554554554554553,posit24,0.0,0,0.0,1.0
-3.4554554554554553,posit32,0.0,0,0.0,1.0
-3.4474474474474475,float64,0.0,0,0.0,1.0
-3.4474474474474475,float32,0.0,0,0.0,1.0
-3.4474474474474475,float16,0.0,0,0.0,1.0
-3.4474474474474475,posit16,0.0,0,0.0,1.0
-3.4474474474474475,posit20,0.0,0,0.0,1.0
-3.4474474474474475,posit24,0.0,0,0.0,1.0
-3.4474474474474475,posit32,0.0,0,0.0,1.0
-3.4394394394394396,float64,0.0,0,0.0,1.0
-3.4394394394394396,float32,0.0,0,0.0,1.0
-3.4394394394394396,float16,0.0,0,0.0,1.0
-3.4394394394394396,posit16,0.0,0,0.0,1.0
-3.4394394394394396,posit20,0.0,0,0.0,1.0
-3.4394394394394396,posit24,0.0,0,0.0,1.0
-3.4394394394394396,posit32,0.0,0,0.0,1.0
-3.4314314314314314,float64,0.0,0,0.0,1.0
-3.4314314314314314,float32,0.0,0,0.0,1.0
-3.4314314314314314,float16,0.0,0,0.0,1.0
-3.4314314314314314,posit16,0.0,0,0.0,1.0
-3.4314314314314314,posit20,0.0,0,0.0,1.0
-3.4314314314314314,posit24,0.0,0,0.0,1.0
-3.4314314314314314,posit32,0.0,0,0.0,1.0
-3.4234234234234235,float64,0.0,0,0.0,1.0
-3.4234234234234235,float32,0.0,0,0.0,1.0
-3.4234234234234235,float16,0.0,0,0.0,1.0
-3.4234234234234235,posit16,0.0,0,0.0,1.0
-3.4234234234234235,posit20,0.0,0,0.0,1.0
-3.4234234234234235,posit24,0.0,0,0.0,1.0
