I,type,rmse_spike,total_spikes,firing_rate,sparsity
-1.94994994994995,posit24,0.0,0,0.0,1.0
-1.94994994994995,posit32,0.0,0,0.0,1.0
-1.9419419419419421,float64,0.0,0,0.0,1.0
-1.9419419419419421,float32,0.0,0,0.0,1.0
-1.9419419419419421,float16,0.0,0,0.0,1.0
-1.9419419419419421,posit16,0.0,0,0.0,1.0
-1.9419419419419421,posit20,0.0,0,0.0,1.0
-1.9419419419419421,posit24,0.0,0,0.0,1.0
-1.9419419419419421,posit32,0.0,0,0.0,1.0
-1.9339339339339339,float64,0.0,0,0.0,1.0
-1.9339339339339339,float32,0.0,0,0.0,1.0
-1.9339339339339339,float16,0.0,0,0.0,1.0
-1.9339339339339339,posit16,0.0,0,0.0,1.0
-1.9339339339339339,posit20,0.0,0,0.0,1.0
-1.9339339339339339,posit24,0.0,0,0.0,1.0
-1.9339339339339339,posit32,0.0,0,0.0,1.0
-1.925925925925926,float64,0.0,0,0.0,1.0
-1.925925925925926,float32,0.0,0,0.0,1.0
-1.925925925925926,float16,0.0,0,0.0,1.0
-1.925925925925926,posit16,0.0,0,0.0,1.0
-1.925925925925926,posit20,0.0,0,0.0,1.0
-1.925925925925926,posit24,0.0,0,0.0,1.0
-1.925925925925926,posit32,0.0,0,0.0,1.0
-1.9179179179179178,float64,0.0,0,0.0,1.0
-1.9179179179179178,float32,0.0,0,0.0,1.0
-1.9179179179179178,float16,0.0,0,0.0,1.0
-1.9179179179179178,posit16,0.0,0,0.0,1.0
-1.9179179179179178,posit20,0.0,0,0.0,1.0
-1.9179179179179178,posit24,0.0,0,0.0,1.0
-1.9179179179179178,posit32,0.0,0,0.0,1.0
-1.90990990990991,float64,0.0,0,0.0,1.0
-1.90990990990991,float32,0.0,0,0.0,1.0
-1.90990990990991,float16,0.0,0,0.0,1.0
-1.90990990990991,posit16,0.0,0,0.0,1.0
-1.90990990990991,posit20,0.0,0,0.0,1.0
-1.90990990990991,posit24,0.0,0,0.0,1.0
-1.90990990990991,posit32,0.0,0,0.0,1.0
-1.9019019019019021,float64,0.0,0,0.0,1.0
-1.9019019019019021,float32,0.0,0,0.0,1.0
-1.9019019019019021,float16,0.0,0,0.0,1.0
-1.9019019019019021,posit16,0.0,0,0.0,1.0
-1.9019019019019021,posit20,0.0,0,0.0,1.0
-1.9019019019019021,posit24,0.0,0,0.0,1.0
-1.9019019019019021,posit32,0.0,0,0.0,1.0
-1.8938938938938938,float64,0.0,0,0.0,1.0
-1.8938938938938938,float32,0.0,0,0.0,1.0
-1.8938938938938938,float16,0.0,0,0.0,1.0
-1.8938938938938938,posit16,0.0,0,0.0,1.0
-1.8938938938938938,posit20,0.0,0,0.0,1.0
-1.8938938938938938,posit24,0.0,0,0.0,1.0
-1.8938938938938938,posit32,0.0,0,0.0,1.0
-1.885885885885886,float64,0.0,0,0.0,1.0
-1.885885885885886,float32,0.0,0,0.0,1.0
-1.885885885885886,float16,0.0,0,0.0,1.0
-1.885885885885886,posit16,0.0,0,0.0,1.0
-1.885885885885886,posit20,0.0,0,0.0,1.0
-1.885885885885886,posit24,0.0,0,0.0,1.0
-1.885885885885886,posit32,0.0,0,0.0,1.0
-1.8778778778778777,float64,0.0,0,0.0,1.0
-1.8778778778778777,float32,0.0,0,0.0,1.0
-1.8778778778778777,float16,0.0,0,0.0,1.0
-1.8778778778778777,posit16,0.0,0,0.0,1.0
-1.8778778778778777,posit20,0.0,0,0.0,1.0
-1.8778778778778777,posit24,0.0,0,0.0,1.0
-1.8778778778778777,posit32,0.0,0,0.0,1.0
-1.86986986986987,float64,0.0,0,0.0,1.0
-1.86986986986987,float32,0.0,0,0.0,1.0
-1.86986986986987,float16,0.0,0,0.0,1.0
-1.86986986986987,posit16,0.0,0,0.0,1.0
-1.86986986986987,posit20,0.0,0,0.0,1.0
-1.86986986986987,posit24,0.0,0,0.0,1.0
-1.86986986986987,posit32,0.0,0,0.0,1.0
-1.861861861861862,float64,0.0,0,0.0,1.0
-1.861861861861862,float32,0.0,0,0.0,1.0
-1.861861861861862,float16,0.0,0,0.0,1.0
-1.861861861861862,posit16,0.0,0,0.0,1.0
-1.861861861861862,posit20,0.0,0,0.0,1.0
-1.861861861861862,posit24,0.0,0,0.0,1.0
-1.861861861861862,posit32,0.0,0,0.0,1.0
-1.8538538538538538,float64,0.0,0,0.0,1.0
-1.8538538538538538,float32,0.0,0,0.0,1.0
-1.8538538538538538,float16,0.0,0,0.0,1.0
-1.8538538538538538,posit16,0.0,0,0.0,1.0
-1.8538538538538538,posit20,0.0,0,0.0,1.0
-1.8538538538538538,posit24,0.0,0,0.0,1.0
-1.8538538538538538,posit32,0.0,0,0.0,1.0
-1.845845845845846,float64,0.0,0,0.0,1.0
-1.845845845845846,float32,0.0,0,0.0,1.0
-1.845845845845846,float16,0.0,0,0.0,1.0
-1.845845845845846,posit16,0.0,0,0.0,1.0
-1.845845845845846,posit20,0.0,0,0.0,1.0
-1.845845845845846,posit24,0.0,0,0.0,1.0
-1.845845845845846,posit32,0.0,0,0.0,1.0
-1.8378378378378377,float64,0.0,0,0.0,1.0
-1.8378378378378377,float32,0.0,0,0.0,1.0
-1.8378378378378377,float16,0.0,0,0.0,1.0
-1.8378378378378377,posit16,0.0,0,0.0,1.0
-1.8378378378378377,posit20,0.0,0,0.0,1.0
-1.8378378378378377,posit24,0.0,0,0.0,1.0
-1.8378378378378377,posit32,0.0,0,0.0,1.0
-1.82982982982983,float64,0.0,0,0.0,1.0
-1.82982982982983,float32,0.0,0,0.0,1.0
-1.82982982982983,float16,0.0,0,0.0,1.0
-1.82982982982983,posit16,0.0,0,0.0,1.0
-1.82982982982983,posit20,0.0,0,0.0,1.0
-1.82982982982983,posit24,0.0,0,0.0,1.0
-1.82982982982983,posit32,0.0,0,0.0,1.0
-1.821821821821822,float64,0.0,0,0.0,1.0
-1.821821821821822,float32,0.0,0,0.0,1.0
-1.821821821821822,float16,0.0,0,0.0,1.0
-1.821821821821822,posit16,0.0,0,0.0,1.0
-1.821821821821822,posit20,0.0,0,0.0,1.0
-1.821821821821822,posit24,0.0,0,0.0,1.0
-1.821821821821822,posit32,0.0,0,0.0,1.0
-1.8138138138138138,float64,0.0,0,0.0,1.0
-1.8138138138138138,float32,0.0,0,0.0,1.0
-1.8138138138138138,float16,0.0,0,0.0,1.0
-1.8138138138138138,posit16,0.0,0,0.0,1.0
-1.8138138138138138,posit20,0.0,0,0.0,1.0
-1.8138138138138138,posit24,0.0,0,0.0,1.0
-1.8138138138138138,posit32,0.0,0,0.0,1.0
-1.805805805805806,float64,0.0,0,0.0,1.0
-1.805805805805806,float32,0.0,0,0.0,1.0
-1.805805805805806,float16,0.0,0,0.0,1.0
-1.805805805805806,posit16,0.0,0,0.0,1.0
-1.805805805805806,posit20,0.0,0,0.0,1.0
-1.805805805805806,posit24,0.0,0,0.0,1.0
-1.805805805805806,posit32,0.0,0,0.0,1.0
-1.7977977977977977,float64,0.0,0,0.0,1.0
-1.7977977977977977,float32,0.0,0,0.0,1.0
-1.7977977977977977,float16,0.0,0,0.0,1.0
-1.7977977977977977,posit16,0.0,0,0.0,1.0
-1.7977977977977977,posit20,0.0,0,0.0,1.0
-1.7977977977977977,posit24,0.0,0,0.0,1.0
-1.7977977977977977,posit32,0.0,0,0.0,1.0
-1.7897897897897899,float64,0.0,0,0.0,1.0
-1.7897897897897899,float32,0.0,0,0.0,1.0
-1.7897897897897899,float16,0.0,0,0.0,1.0
-1.7897897897897899,posit16,0.0,0,0.0,1.0
-1.7897897897897899,posit20,0.0,0,0.0,1.0
-1.7897897897897899,posit24,0.0,0,0.0,1.0
-1.7897897897897899,posit32,0.0,0,0.0,1.0
-1.7817817817817816,float64,0.0,0,0.0,1.0
-1.7817817817817816,float32,0.0,0,0.0,1.0
-1.7817817817817816,float16,0.0,0,0.0,1.0
-1.7817817817817816,posit16,0.0,0,0.0,1.0
-1.7817817817817816,posit20,0.0,0,0.0,1.0
-1.7817817817817816,posit24,0.0,0,0.0,1.0
-1.7817817817817816,posit32,0.0,0,0.0,1.0
-1.7737737737737738,float64,0.0,0,0.0,1.0
-1.7737737737737738,float32,0.0,0,0.0,1.0
-1.7737737737737738,float16,0.0,0,0.0,1.0
-1.7737737737737738,posit16,0.0,0,0.0,1.0
-1.7737737737737738,posit20,0.0,0,0.0,1.0
-1.7737737737737738,posit24,0.0,0,0.0,1.0
-1.7737737737737738,posit32,0.0,0,0.0,1.0
-1.765765765765766,float64,0.0,0,0.0,1.0
-1.765765765765766,float32,0.0,0,0.0,1.0
-1.765765765765766,float16,0.0,0,0.0,1.0
-1.765765765765766,posit16,0.0,0,0.0,1.0
-1.765765765765766,posit20,0.0,0,0.0,1.0
-1.765765765765766,posit24,0.0,0,0.0,1.0
-1.765765765765766,posit32,0.0,0,0.0,1.0
-1.7577577577577577,float64,0.0,0,0.0,1.0
-1.7577577577577577,float32,0.0,0,0.0,1.0
-1.7577577577577577,float16,0.0,0,0.0,1.0
-1.7577577577577577,posit16,0.0,0,0.0,1.0
-1.7577577577577577,posit20,0.0,0,0.0,1.0
-1.7577577577577577,posit24,0.0,0,0.0,1.0
-1.7577577577577577,posit32,0.0,0,0.0,1.0
-1.7497497497497498,float64,0.0,0,0.0,1.0
-1.7497497497497498,float32,0.0,0,0.0,1.0
-1.7497497497497498,float16,0.0,0,0.0,1.0
-1.7497497497497498,posit16,0.0,0,0.0,1.0
-1.7497497497497498,posit20,0.0,0,0.0,1.0
-1.7497497497497498,posit24,0.0,0,0.0,1.0
-1.7497497497497498,posit32,0.0,0,0.0,1.0
-1.7417417417417416,float64,0.0,0,0.0,1.0
-1.7417417417417416,float32,0.0,0,0.0,1.0
-1.7417417417417416,float16,0.0,0,0.0,1.0
-1.7417417417417416,posit16,0.0,0,0.0,1.0
-1.7417417417417416,posit20,0.0,0,0.0,1.0
-1.7417417417417416,posit24,0.0,0,0.0,1.0
-1.7417417417417416,posit32,0.0,0,0.0,1.0
-1.7337337337337337,float64,0.0,0,0.0,1.0
-1.7337337337337337,float32,0.0,0,0.0,1.0
-1.7337337337337337,float16,0.0,0,0.0,1.0
-1.7337337337337337,posit16,0.0,0,0.0,1.0
-1.7337337337337337,posit20,0.0,0,0.0,1.0
-1.7337337337337337,posit24,0.0,0,0.0,1.0
-1.7337337337337337,posit32,0.0,0,0.0,1.0
-1.725725725725726,float64,0.0,0,0.0,1.0
-1.725725725725726,float32,0.0,0,0.0,1.0
-1.725725725725726,float16,0.0,0,0.0,1.0
-1.725725725725726,posit16,0.0,0,0.0,1.0
-1.725725725725726,posit20,0.0,0,0.0,1.0
-1.725725725725726,posit24,0.0,0,0.0,1.0
-1.725725725725726,posit32,0.0,0,0.0,1.0
-1.7177177177177176,float64,0.0,0,0.0,1.0
-1.7177177177177176,float32,0.0,0,0.0,1.0
-1.7177177177177176,float16,0.0,0,0.0,1.0
-1.7177177177177176,posit16,0.0,0,0.0,1.0
-1.7177177177177176,posit20,0.0,0,0.0,1.0
-1.7177177177177176,posit24,0.0,0,0.0,1.0
-1.7177177177177176,posit32,0.0,0,0.0,1.0
-1.7097097097097098,float64,0.0,0,0.0,1.0
-1.7097097097097098,float32,0.0,0,0.0,1.0
-1.7097097097097098,float16,0.0,0,0.0,1.0
-1.7097097097097098,posit16,0.0,0,0.0,1.0
-1.7097097097097098,posit20,0.0,0,0.0,1.0
-1.7097097097097098,posit24,0.0,0,0.0,1.0
-1.7097097097097098,posit32,0.0,0,0.0,1.0
-1.7017017017017015,float64,0.0,0,0.0,1.0
-1.7017017017017015,float32,0.0,0,0.0,1.0
-1.7017017017017015,float16,0.0,0,0.0,1.0
-1.7017017017017015,posit16,0.0,0,0.0,1.0
-1.7017017017017015,posit20,0.0,0,0.0,1.0
-1.7017017017017015,posit24,0.0,0,0.0,1.0
-1.7017017017017015,posit32,0.0,0,0.0,1.0
-1.6936936936936937,float64,0.0,0,0.0,1.0
-1.6936936936936937,float32,0.0,0,0.0,1.0
-1.6936936936936937,float16,0.0,0,0.0,1.0
-1.6936936936936937,posit16,0.0,0,0.0,1.0
-1.6936936936936937,posit20,0.0,0,0.0,1.0
-1.6936936936936937,posit24,0.0,0,0.0,1.0
-1.6936936936936937,posit32,0.0,0,0.0,1.0
-1.6856856856856859,float64,0.0,0,0.0,1.0
-1.6856856856856859,float32,0.0,0,0.0,1.0
-1.6856856856856859,float16,0.0,0,0.0,1.0
-1.6856856856856859,posit16,0.0,0,0.0,1.0
-1.6856856856856859,posit20,0.0,0,0.0,1.0
-1.6856856856856859,posit24,0.0,0,0.0,1.0
-1.6856856856856859,posit32,0.0,0,0.0,1.0
-1.6776776776776776,float64,0.0,0,0.0,1.0
-1.6776776776776776,float32,0.0,0,0.0,1.0
-1.6776776776776776,float16,0.0,0,0.0,1.0
-1.6776776776776776,posit16,0.0,0,0.0,1.0
-1.6776776776776776,posit20,0.0,0,0.0,1.0
-1.6776776776776776,posit24,0.0,0,0.0,1.0
-1.6776776776776776,posit32,0.0,0,0.0,1.0
-1.6696696696696698,float64,0.0,0,0.0,1.0
-1.6696696696696698,float32,0.0,0,0.0,1.0
-1.6696696696696698,float16,0.0,0,0.0,1.0
-1.6696696696696698,posit16,0.0,0,0.0,1.0
-1.6696696696696698,posit20,0.0,0,0.0,1.0
-1.6696696696696698,posit24,0.0,0,0.0,1.0
-1.6696696696696698,posit32,0.0,0,0.0,1.0
-1.6616616616616615,float64,0.0,0,0.0,1.0
-1.6616616616616615,float32,0.0,0,0.0,1.0
-1.6616616616616615,float16,0.0,0,0.0,1.0
-1.6616616616616615,posit16,0.0,0,0.0,1.0
-1.6616616616616615,posit20,0.0,0,0.0,1.0
-1.6616616616616615,posit24,0.0,0,0.0,1.0
-1.6616616616616615,posit32,0.0,0,0.0,1.0
-1.6536536536536537,float64,0.0,0,0.0,1.0
-1.6536536536536537,float32,0.0,0,0.0,1.0
-1.6536536536536537,float16,0.0,0,0.0,1.0
-1.6536536536536537,posit16,0.0,0,0.0,1.0
-1.6536536536536537,posit20,0.0,0,0.0,1.0
-1.6536536536536537,posit24,0.0,0,0.0,1.0
-1.6536536536536537,posit32,0.0,0,0.0,1.0
-1.6456456456456459,float64,0.0,0,0.0,1.0
-1.6456456456456459,float32,0.0,0,0.0,1.0
-1.6456456456456459,float16,0.0,0,0.0,1.0
-1.6456456456456459,posit16,0.0,0,0.0,1.0
-1.6456456456456459,posit20,0.0,0,0.0,1.0
-1.6456456456456459,posit24,0.0,0,0.0,1.0
-1.6456456456456459,posit32,0.0,0,0.0,1.0
-1.6376376376376376,float64,0.0,0,0.0,1.0
-1.6376376376376376,float32,0.0,0,0.0,1.0
-1.6376376376376376,float16,0.0,0,0.0,1.0
-1.6376376376376376,posit16,0.0,0,0.0,1.0
-1.6376376376376376,posit20,0.0,0,0.0,1.0
-1.6376376376376376,posit24,0.0,0,0.0,1.0
-1.6376376376376376,posit32,0.0,0,0.0,1.0
-1.6296296296296298,float64,0.0,0,0.0,1.0
-1.6296296296296298,float32,0.0,0,0.0,1.0
-1.6296296296296298,float16,0.0,0,0.0,1.0
-1.6296296296296298,posit16,0.0,0,0.0,1.0
-1.6296296296296298,posit20,0.0,0,0.0,1.0
-1.6296296296296298,posit24,0.0,0,0.0,1.0
-1.6296296296296298,posit32,0.0,0,0.0,1.0
-1.6216216216216215,float64,0.0,0,0.0,1.0
-1.6216216216216215,float32,0.0,0,0.0,1.0
-1.6216216216216215,float16,0.0,0,0.0,1.0
-1.6216216216216215,posit16,0.0,0,0.0,1.0
-1.6216216216216215,posit20,0.0,0,0.0,1.0
-1.6216216216216215,posit24,0.0,0,0.0,1.0
-1.6216216216216215,posit32,0.0,0,0.0,1.0
-1.6136136136136137,float64,0.0,0,0.0,1.0
-1.6136136136136137,float32,0.0,0,0.0,1.0
-1.6136136136136137,float16,0.0,0,0.0,1.0
-1.6136136136136137,posit16,0.0,0,0.0,1.0
-1.6136136136136137,posit20,0.0,0,0.0,1.0
-1.6136136136136137,posit24,0.0,0,0.0,1.0
-1.6136136136136137,posit32,0.0,0,0.0,1.0
-1.6056056056056058,float64,0.0,0,0.0,1.0
-1.6056056056056058,float32,0.0,0,0.0,1.0
-1.6056056056056058,float16,0.0,0,0.0,1.0
-1.6056056056056058,posit16,0.0,0,0.0,1.0
-1.6056056056056058,posit20,0.0,0,0.0,1.0
-1.6056056056056058,posit24,0.0,0,0.0,1.0
-1.6056056056056058,posit32,0.0,0,0.0,1.0
-1.5975975975975976,float64,0.0,0,0.0,1.0
-1.5975975975975976,float32,0.0,0,0.0,1.0
-1.5975975975975976,float16,0.0,0,0.0,1.0
-1.5975975975975976,posit16,0.0,0,0.0,1.0
-1.5975975975975976,posit20,0.0,0,0.0,1.0
-1.5975975975975976,posit24,0.0,0,0.0,1.0
-1.5975975975975976,posit32,0.0,0,0.0,1.0
-1.5895895895895897,float64,0.0,0,0.0,1.0
-1.5895895895895897,float32,0.0,0,0.0,1.0
-1.5895895895895897,float16,0.0,0,0.0,1.0
-1.5895895895895897,posit16,0.0,0,0.0,1.0
-1.5895895895895897,posit20,0.0,0,0.0,1.0
-1.5895895895895897,posit24,0.0,0,0.0,1.0
-1.5895895895895897,posit32,0.0,0,0.0,1.0
-1.5815815815815815,float64,0.0,0,0.0,1.0
-1.5815815815815815,float32,0.0,0,0.0,1.0
-1.5815815815815815,float16,0.0,0,0.0,1.0
-1.5815815815815815,posit16,0.0,0,0.0,1.0
-1.5815815815815815,posit20,0.0,0,0.0,1.0
-1.5815815815815815,posit24,0.0,0,0.0,1.0
-1.5815815815815815,posit32,0.0,0,0.0,1.0
-1.5735735735735736,float64,0.0,0,0.0,1.0
-1.5735735735735736,float32,0.0,0,0.0,1.0
-1.5735735735735736,float16,0.0,0,0.0,1.0
-1.5735735735735736,posit16,0.0,0,0.0,1.0
-1.5735735735735736,posit20,0.0,0,0.0,1.0
-1.5735735735735736,posit24,0.0,0,0.0,1.0
-1.5735735735735736,posit32,0.0,0,0.0,1.0
-1.5655655655655654,float64,0.0,0,0.0,1.0
-1.5655655655655654,float32,0.0,0,0.0,1.0
-1.5655655655655654,float16,0.0,0,0.0,1.0
-1.5655655655655654,posit16,0.0,0,0.0,1.0
-1.5655655655655654,posit20,0.0,0,0.0,1.0
-1.5655655655655654,posit24,0.0,0,0.0,1.0
-1.5655655655655654,posit32,0.0,0,0.0,1.0
-1.5575575575575575,float64,0.0,0,0.0,1.0
-1.5575575575575575,float32,0.0,0,0.0,1.0
-1.5575575575575575,float16,0.0,0,0.0,1.0
-1.5575575575575575,posit16,0.0,0,0.0,1.0
-1.5575575575575575,posit20,0.0,0,0.0,1.0
-1.5575575575575575,posit24,0.0,0,0.0,1.0
-1.5575575575575575,posit32,0.0,0,0.0,1.0
-1.5495495495495497,float64,0.0,0,0.0,1.0
-1.5495495495495497,float32,0.0,0,0.0,1.0
-1.5495495495495497,float16,0.0,0,0.0,1.0
-1.5495495495495497,posit16,0.0,0,0.0,1.0
-1.5495495495495497,posit20,0.0,0,0.0,1.0
-1.5495495495495497,posit24,0.0,0,0.0,1.0
-1.5495495495495497,posit32,0.0,0,0.0,1.0
-1.5415415415415414,float64,0.0,0,0.0,1.0
-1.5415415415415414,float32,0.0,0,0.0,1.0
-1.5415415415415414,float16,0.0,0,0.0,1.0
-1.5415415415415414,posit16,0.0,0,0.0,1.0
-1.5415415415415414,posit20,0.0,0,0.0,1.0
-1.5415415415415414,posit24,0.0,0,0.0,1.0
-1.5415415415415414,posit32,0.0,0,0.0,1.0
-1.5335335335335336,float64,0.0,0,0.0,1.0
-1.5335335335335336,float32,0.0,0,0.0,1.0
-1.5335335335335336,float16,0.0,0,0.0,1.0
-1.5335335335335336,posit16,0.0,0,0.0,1.0
-1.5335335335335336,posit20,0.0,0,0.0,1.0
-1.5335335335335336,posit24,0.0,0,0.0,1.0
-1.5335335335335336,posit32,0.0,0,0.0,1.0
-1.5255255255255253,float64,0.0,0,0.0,1.0
-1.5255255255255253,float32,0.0,0,0.0,1.0
-1.5255255255255253,float16,0.0,0,0.0,1.0
-1.5255255255255253,posit16,0.0,0,0.0,1.0
-1.5255255255255253,posit20,0.0,0,0.0,1.0
-1.5255255255255253,posit24,0.0,0,0.0,1.0
-1.5255255255255253,posit32,0.0,0,0.0,1.0
-1.5175175175175175,float64,0.0,0,0.0,1.0
-1.5175175175175175,float32,0.0,0,0.0,1.0
-1.5175175175175175,float16,0.0,0,0.0,1.0
-1.5175175175175175,posit16,0.0,0,0.0,1.0
-1.5175175175175175,posit20,0.0,0,0.0,1.0
-1.5175175175175175,posit24,0.0,0,0.0,1.0
-1.5175175175175175,posit32,0.0,0,0.0,1.0
-1.5095095095095097,float64,0.0,0,0.0,1.0
-1.5095095095095097,float32,0.0,0,0.0,1.0
-1.5095095095095097,float16,0.0,0,0.0,1.0
-1.5095095095095097,posit16,0.0,0,0.0,1.0
-1.5095095095095097,posit20,0.0,0,0.0,1.0
-1.5095095095095097,posit24,0.0,0,0.0,1.0
-1.5095095095095097,posit32,0.0,0,0.0,1.0
-1.5015015015015014,float64,0.0,0,0.0,1.0
-1.5015015015015014,float32,0.0,0,0.0,1.0
-1.5015015015015014,float16,0.0,0,0.0,1.0
-1.5015015015015014,posit16,0.0,0,0.0,1.0
-1.5015015015015014,posit20,0.0,0,0.0,1.0
-1.5015015015015014,posit24,0.0,0,0.0,1.0
-1.5015015015015014,posit32,0.0,0,0.0,1.0
-1.4934934934934936,float64,0.0,0,0.0,1.0
-1.4934934934934936,float32,0.0,0,0.0,1.0
-1.4934934934934936,float16,0.0,0,0.0,1.0
-1.4934934934934936,posit16,0.0,0,0.0,1.0
-1.4934934934934936,posit20,0.0,0,0.0,1.0
-1.4934934934934936,posit24,0.0,0,0.0,1.0
-1.4934934934934936,posit32,0.0,0,0.0,1.0
-1.4854854854854853,float64,0.0,0,0.0,1.0
-1.4854854854854853,float32,0.0,0,0.0,1.0
-1.4854854854854853,float16,0.0,0,0.0,1.0
-1.4854854854854853,posit16,0.0,0,0.0,1.0
-1.4854854854854853,posit20,0.0,0,0.0,1.0
-1.4854854854854853,posit24,0.0,0,0.0,1.0
-1.4854854854854853,posit32,0.0,0,0.0,1.0
-1.4774774774774775,float64,0.0,0,0.0,1.0
-1.4774774774774775,float32,0.0,0,0.0,1.0
-1.4774774774774775,float16,0.0,0,0.0,1.0
-1.4774774774774775,posit16,0.0,0,0.0,1.0
-1.4774774774774775,posit20,0.0,0,0.0,1.0
-1.4774774774774775,posit24,0.0,0,0.0,1.0
-1.4774774774774775,posit32,0.0,0,0.0,1.0
-1.4694694694694697,float64,0.0,0,0.0,1.0
-1.4694694694694697,float32,0.0,0,0.0,1.0
-1.4694694694694697,float16,0.0,0,0.0,1.0
-1.4694694694694697,posit16,0.0,0,0.0,1.0
-1.4694694694694697,posit20,0.0,0,0.0,1.0
-1.4694694694694697,posit24,0.0,0,0.0,1.0
-1.4694694694694697,posit32,0.0,0,0.0,1.0
-1.4614614614614614,float64,0.0,0,0.0,1.0
-1.4614614614614614,float32,0.0,0,0.0,1.0
-1.4614614614614614,float16,0.0,0,0.0,1.0
-1.4614614614614614,posit16,0.0,0,0.0,1.0
-1.4614614614614614,posit20,0.0,0,0.0,1.0
-1.4614614614614614,posit24,0.0,0,0.0,1.0
-1.4614614614614614,posit32,0.0,0,0.0,1.0
-1.4534534534534536,float64,0.0,0,0.0,1.0
-1.4534534534534536,float32,0.0,0,0.0,1.0
-1.4534534534534536,float16,0.0,0,0.0,1.0
-1.4534534534534536,posit16,0.0,0,0.0,1.0
-1.4534534534534536,posit20,0.0,0,0.0,1.0
-1.4534534534534536,posit24,0.0,0,0.0,1.0
-1.4534534534534536,posit32,0.0,0,0.0,1.0
-1.4454454454454453,float64,0.0,0,0.0,1.0
-1.4454454454454453,float32,0.0,0,0.0,1.0
-1.4454454454454453,float16,0.0,0,0.0,1.0
-1.4454454454454453,posit16,0.0,0,0.0,1.0
-1.4454454454454453,posit20,0.0,0,0.0,1.0
-1.4454454454454453,posit24,0.0,0,0.0,1.0
-1.4454454454454453,posit32,0.0,0,0.0,1.0
-1.4374374374374375,float64,0.0,0,0.0,1.0
-1.4374374374374375,float32,0.0,0,0.0,1.0
-1.4374374374374375,float16,0.0,0,0.0,1.0
-1.4374374374374375,posit16,0.0,0,0.0,1.0
-1.4374374374374375,posit20,0.0,0,0.0,1.0
-1.4374374374374375,posit24,0.0,0,0.0,1.0
-1.4374374374374375,posit32,0.0,0,0.0,1.0
-1.4294294294294296,float64,0.0,0,0.0,1.0
-1.4294294294294296,float32,0.0,0,0.0,1.0
-1.4294294294294296,float16,0.0,0,0.0,1.0
-1.4294294294294296,posit16,0.0,0,0.0,1.0
-1.4294294294294296,posit20,0.0,0,0.0,1.0
-1.4294294294294296,posit24,0.0,0,0.0,1.0
-1.4294294294294296,posit32,0.0,0,0.0,1.0
-1.4214214214214214,float64,0.0,0,0.0,1.0
-1.4214214214214214,float32,0.0,0,0.0,1.0
-1.4214214214214214,float16,0.0,0,0.0,1.0
-1.4214214214214214,posit16,0.0,0,0.0,1.0
-1.4214214214214214,posit20,0.0,0,0.0,1.0
-1.4214214214214214,posit24,0.0,0,0.0,1.0
-1.4214214214214214,posit32,0.0,0,0.0,1.0
-1.4134134134134135,float64,0.0,0,0.0,1.0
-1.4134134134134135,float32,0.0,0,0.0,1.0
-1.4134134134134135,float16,0.0,0,0.0,1.0
-1.4134134134134135,posit16,0.0,0,0.0,1.0
-1.4134134134134135,posit20,0.0,0,0.0,1.0
-1.4134134134134135,posit24,0.0,0,0.0,1.0
-1.4134134134134135,posit32,0.0,0,0.0,1.0
-1.4054054054054053,float64,0.0,0,0.0,1.0
-1.4054054054054053,float32,0.0,0,0.0,1.0
-1.4054054054054053,float16,0.0,0,0.0,1.0
-1.4054054054054053,posit16,0.0,0,0.0,1.0
-1.4054054054054053,posit20,0.0,0,0.0,1.0
-1.4054054054054053,posit24,0.0,0,0.0,1.0
-1.4054054054054053,posit32,0.0,0,0.0,1.0
-1.3973973973973974,float64,0.0,0,0.0,1.0
-1.3973973973973974,float32,0.0,0,0.0,1.0
-1.3973973973973974,float16,0.0,0,0.0,1.0
-1.3973973973973974,posit16,0.0,0,0.0,1.0
-1.3973973973973974,posit20,0.0,0,0.0,1.0
-1.3973973973973974,posit24,0.0,0,0.0,1.0
-1.3973973973973974,posit32,0.0,0,0.0,1.0
-1.3893893893893896,float64,0.0,0,0.0,1.0
-1.3893893893893896,float32,0.0,0,0.0,1.0
-1.3893893893893896,float16,0.0,0,0.0,1.0
-1.3893893893893896,posit16,0.0,0,0.0,1.0
-1.3893893893893896,posit20,0.0,0,0.0,1.0
-1.3893893893893896,posit24,0.0,0,0.0,1.0
-1.3893893893893896,posit32,0.0,0,0.0,1.0
-1.3813813813813813,float64,0.0,0,0.0,1.0
-1.3813813813813813,float32,0.0,0,0.0,1.0
-1.3813813813813813,float16,0.0,0,0.0,1.0
-1.3813813813813813,posit16,0.0,0,0.0,1.0
-1.3813813813813813,posit20,0.0,0,0.0,1.0
-1.3813813813813813,posit24,0.0,0,0.0,1.0
-1.3813813813813813,posit32,0.0,0,0.0,1.0
-1.3733733733733735,float64,0.0,0,0.0,1.0
-1.3733733733733735,float32,0.0,0,0.0,1.0
-1.3733733733733735,float16,0.0,0,0.0,1.0
-1.3733733733733735,posit16,0.0,0,0.0,1.0
-1.3733733733733735,posit20,0.0,0,0.0,1.0
-1.3733733733733735,posit24,0.0,0,0.0,1.0
-1.3733733733733735,posit32,0.0,0,0.0,1.0
-1.3653653653653652,float64,0.0,0,0.0,1.0
-1.3653653653653652,float32,0.0,0,0.0,1.0
-1.3653653653653652,float16,0.0,0,0.0,1.0
